ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΑΓΙΩΝΑΚΗ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΜΑΝΙΜΑΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ανδρέα,ΜΠΑΛΩΜΕΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΠΟΛΑΚΗΣ ΠΑΥΛΟΣ του Πέτρου,ΣΤΑΘΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μηνά,ΧΑΙΡΕΤΑΚΗΣ ΜΙΧΑΗΛ του Στέφανου,Νέα Δημοκρατία,ΒΟΛΟΥΔΑΚΗΣ ΜΑΝΟΥΣΟΣ - ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΔΙΓΑΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Βασιλείου,ΚΑΣΣΕΛΑΚΗΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΠΑΚΟΓΙΑΝΝΗ ΘΕΟΔΩΡΑ (ΝΤΟΡΑ) του Κωνσταντίνου,ΣΤΑΣΣΙΝΟΥ ΧΡΙΣΤΙΝΑ - ΕΛΒΙΡΑ (ΕΛΒΗ) του Φαίδρου,ΦΡΑΓΚΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Τιμολέοντος,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΓΓΕΛΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Δημητρίου,ΓΑΡΜΠΙΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΚΑΣΣΕΛΑΚΗ ΑΓΓΕΛΙΚΗ του Ευάγγελου,ΚΥΡΙΑΚΟΥ ΧΡΥΣΟΥΛΑ του Σπυρίδωνος,Κίνημα Αλλαγής,ΚΟΥΡΟΥΠΑΚΗ ΕΥΑΓΓΕΛΙΑ του Σταύρου,ΜΙΧΕΛΑΚΗ ΑΝΤΩΝΙΑ του Ιωάννη,ΜΟΥΝΤΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Μιχαήλ,ΝΤΕΡΜΑΝΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΟΛΙΟΥΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΣΤΑΓΚΟΥΡΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,Κ.Κ.Ε.,ΓΑΥΓΙΩΤΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΚΛΩΝΙΖΑΚΗΣ ΜΙΛΤΙΑΔΗΣ του Ιωάννη,ΜΑΡΙΝΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΝΤΟΥΝΙΑΔΑΚΗΣ ΙΩΑΝΝΗΣ του Ελευθερίου,ΡΗΓΑΝΑΚΟΣ ΦΩΤΙΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΡΧΟΝΤΑΚΗΣ ΕΥΤΥΧΙΟΣ του Στυλιανού,ΜΑΝΙΜΑΝΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σπυρίδωνος,ΣΤΑ ΜΑΡΙΑ ΧΡΗΣΤΟΣ του Αλεξάντερ,ΣΩΤΗΡΙΟΥ ΧΡΙΣΤΙΝΑ του Αναστασίου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΓΙΑΝΝΟΥΛΑ του Διονυσίου,Ο.Κ.Δ.Ε.,ΚΟΥΚΟΥΒΙΤΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Ανδρέα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΛΑΝΑΚΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΚΑΛΙΤΣΟΥΝΑΚΗ ΜΑΡΙΑ του Ελευθερίου,ΚΟΝΔΥΛΗ - ΣΑΡΙΚΑ ΦΟΙΒΗ του Γεωργίου,ΜΠΙΤΣΑΚΗ ΧΑΡΙΚΛΕΙΑ του Ευτυχίου,ΦΙΩΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Σπυρίδωνα,Ελλήνων Συνέλευσις,ΚΑΤΣΑΝΕΒΑΚΗΣ ΙΑΚΩΒΟΣ του Κωνσταντίνου,ΚΟΥΡΟΥΠΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΠΑΣΑΚΗ ΟΛΓΑ του Νικολάου,ΠΑΥΛΑΚΗ ΜΑΡΙΛΕΝΑ του Γεωργίου,ΣΑΜΙΟΥ ΜΑΡΙΑ του Παναγιώτη,ΧΑΤΖΗΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΚΑΤΣΑΝΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΛΑΪΛΑΚΙΔΟΥ ΕΛΠΙΣ του Λαζάρου,ΛΥΚΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΝΑΓΟΠΟΥΛΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΠΑΠΑΔΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Εμμανουήλ,Κ.Κ.Ε. (μ-λ),ΑΡΧΟΛΕΩΝ ΑΡΤΕΜΙΟΣ του Κωνσταντίνου,ΚΟΚΟΛΑΝΤΩΝΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Νικολάου,ΠΑΤΕΡΑΚΗ ΣΟΦΙΑ του Εμμανουήλ,ΠΕΡΑΚΗ ΜΥΡΤΩ του Θεοδώρου,ΠΕΡΡΑΚΗΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΧΑΡΤΖΟΥΛΑΚΗΣ ΙΩΑΝΝΗΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΠΕΤΡΑΚΗ ΝΙΚΗ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΑΣΤΑΣΑΚΗΣ ΑΝΤΩΝΙΟΣ του Ιωάννη,ΑΠΟΣΤΟΛΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΚΑΤΣΑΝΕΒΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ελευθερίου,ΠΟΥΛΙΟΥ ΕΛΕΝΗ του Αποστόλου,Λαϊκή Ενότητα,ΒΟΥΓΙΟΥΚΑΛΑΚΗ - ΜΠΙΡΜΠΙΛΗ ΕΛΕΝΗ του Ιωάννη,ΚΑΛΛΙΓΙΑΝΝΗ - ΜΠΑΔΟΓΙΑΝΝΗ ΛΟΥΚΙΑ του Γεωργίου,ΜΥΛΩΝΑΚΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΤΖΙΝΕΥΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΜέΡΑ25,ΓΙΑΝΝΟΥΛΑΚΗ ΑΘΗΝΑ του Μιχαήλ,ΓΩΓΑΚΗΣ ΙΑΚΩΒΟΣ του Παναγιώτη,ΣΚΑΜΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Κυριάκου,ΤΣΙΧΛΑΚΗ ΒΙΡΓΙΝΙΑ του Σοφοκλή,ΦΙΛΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΑΓΝΩΣΤΟΥ ΕΥΘΑΛΙΑ του Γεωργίου,ΚΟΝΤΟΡΟΥΧΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΑΡΑΝΤΟΓΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΠΥΡΙΔΑΚΗΣ ΜΙΝΩΣ του Ευθυμίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΗ ΘΕΑΝΩ (ΝΑΝΑ) του Ιωάννη,ΦΡΟΝΙΜΑΚΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΧΑΛΑΜΠΑΡΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αντώνη
53 - Χανίων,124 E.T. Δήμου Πλατανιά,401,269,6,1,7,262,86,15,14,3,35,31,38,99,45,27,17,41,8,31,13,0,0,0,0,0,24,14,5,9,8,1,4,9,6,1,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,3,0,2,5,3,0,0,0,0,0,4,0,0,0
53 - Χανίων,125 E.T. Δήμου Πλατανιά,485,298,3,2,5,293,104,18,18,11,63,45,13,87,32,27,20,54,4,12,9,0,0,0,0,0,24,20,5,3,6,6,0,17,1,11,8,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,6,2,3,6,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,7,1,3,2,2,3,0,0,0,0,6,0,0,0
53 - Χανίων,126 E.T. Δήμου Πλατανιά,253,156,1,1,2,154,41,5,9,5,23,19,7,48,29,7,7,31,0,3,5,0,0,0,0,0,30,12,12,3,5,12,1,4,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,3,0,3,1,0,0,0,0,0,0,0,0
53 - Χανίων,127 E.T. Δήμου Πλατανιά,421,291,3,2,5,286,131,19,12,12,62,47,36,79,30,17,30,44,1,4,6,0,0,0,0,0,22,9,8,3,8,3,1,14,1,3,6,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,2,2,5,3,4,1,0,0,0,0,4,0,0,0
53 - Χανίων,128 E.T. Δήμου Πλατανιά,415,251,4,2,6,245,116,18,32,20,55,36,25,55,28,18,4,31,4,6,6,0,0,0,0,0,13,8,1,5,2,2,1,14,5,6,2,2,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,17,7,3,4,6,5,0,0,0,0,0,3,0,0,0
53 - Χανίων,129 E.T. Δήμου Πλατανιά,362,207,2,0,2,205,76,13,18,8,28,20,10,61,23,19,6,31,4,14,2,0,0,0,0,0,20,7,9,6,1,2,2,9,1,0,4,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,14,1,1,1,2,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,7,2,1,2,4,2,2,0,0,0,0,3,0,0,0
53 - Χανίων,130 E.T. Δήμου Πλατανιά,223,121,1,3,4,117,59,13,9,10,31,0,15,30,13,3,8,22,1,5,1,0,0,0,0,0,3,2,0,0,1,2,0,8,3,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,0,1,0,2,0,0,0,0,3,0,0,0
53 - Χανίων,131 E.T. Δήμου Πλατανιά,183,112,1,1,2,110,42,5,8,6,23,7,23,35,14,14,3,23,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,3,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,11,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
53 - Χανίων,132 E.T. Δήμου Πλατανιά,535,359,1,3,4,355,151,17,21,25,65,57,49,79,45,21,3,53,1,7,12,0,0,0,0,0,27,16,7,5,0,6,1,21,1,9,6,1,1,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,1,12,1,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,16,9,2,1,4,5,3,0,0,0,0,6,0,0,0
53 - Χανίων,133 E.T. Δήμου Πλατανιά,535,287,3,2,5,282,98,31,8,11,50,29,9,107,46,25,23,78,3,11,4,0,0,0,0,0,19,12,5,5,7,0,2,8,1,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,10,3,4,2,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,11,4,1,3,3,6,0,0,0,0,0,7,0,0,0
53 - Χανίων,134 E.T. Δήμου Πλατανιά,372,230,2,2,4,226,93,21,13,15,43,28,10,74,27,10,58,23,0,3,2,0,0,0,0,0,9,8,1,0,4,0,1,23,3,11,8,2,2,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,3,3,2,4,0,0,0,0,4,0,0,0
53 - Χανίων,135 E.T. Δήμου Πλατανιά,474,330,2,2,4,326,106,18,25,16,42,40,5,139,26,32,115,48,4,15,4,2,1,1,2,0,29,26,4,5,5,4,9,15,5,3,1,2,2,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,5,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12,4,1,0,4,1,0,0,0,0,0,5,0,0,0
53 - Χανίων,136 E.T. Δήμου Πλατανιά,387,250,0,4,4,246,94,15,15,7,56,32,8,104,18,10,79,41,0,11,8,6,3,1,2,0,7,4,0,1,4,1,0,4,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,14,6,2,5,2,2,4,0,1,1,0,3,1,0,2
53 - Χανίων,137 E.T. Δήμου Πλατανιά,436,255,3,2,5,250,83,11,15,10,40,27,17,89,23,3,73,31,1,3,9,0,0,0,0,0,19,19,2,0,7,1,2,6,0,3,1,1,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,12,2,3,3,9,5,0,0,0,0,0,12,0,0,0
53 - Χανίων,138 E.T. Δήμου Πλατανιά,276,164,3,3,6,158,54,7,8,4,41,19,13,41,6,11,19,22,1,4,0,0,0,0,0,0,12,8,1,2,3,3,0,34,3,6,33,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,2,1,2,0,0,0,0,6,0,0,0
53 - Χανίων,139 E.T. Δήμου Πλατανιά,197,123,5,1,6,117,30,5,1,12,22,7,0,43,8,7,32,16,0,8,6,0,0,0,0,0,12,7,0,0,4,4,0,5,2,0,1,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,6,1,2,2,0,0,0,0,0,0,2,0,0,0
53 - Χανίων,140 E.T. Δήμου Πλατανιά,338,209,2,1,3,206,67,11,11,7,30,28,9,79,22,25,33,5,4,11,6,0,0,0,0,0,23,17,3,6,0,2,0,4,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,9,0,1,5,5,0,0,0,0,0,4,0,0,0
53 - Χανίων,141 E.T. Δήμου Πλατανιά,318,192,3,0,3,189,72,14,9,12,35,24,10,75,20,10,42,25,1,0,2,0,0,0,0,0,11,5,2,2,0,2,0,6,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,1,2,3,0,3,0,0,0,0,2,0,0,0
53 - Χανίων,142 E.T. Δήμου Πλατανιά,542,325,2,1,3,322,110,17,17,24,47,58,5,95,31,3,49,46,7,18,9,0,0,0,0,0,26,22,1,2,12,4,0,44,5,13,29,0,10,6,4,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,8,3,1,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,7,0,4,5,8,1,0,0,0,0,5,0,0,0
53 - Χανίων,143 E.T. Δήμου Πλατανιά,242,138,3,0,3,135,41,6,6,6,23,13,4,58,22,4,41,20,0,6,4,0,0,0,0,0,8,8,0,1,1,0,0,8,1,2,4,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0
53 - Χανίων,144 E.T. Δήμου Πλατανιά,351,184,7,0,7,177,65,8,4,4,38,12,17,66,19,6,41,35,1,7,2,0,0,0,0,0,16,9,3,3,3,6,0,9,1,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,2,0,1,0,0,0,0,2,0,0,0
53 - Χανίων,145 E.T. Δήμου Πλατανιά,187,103,0,0,0,103,53,6,2,9,30,12,25,31,11,2,22,15,0,4,0,0,0,0,0,0,11,8,6,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0
53 - Χανίων,146 E.T. Δήμου Πλατανιά,347,214,3,1,4,210,56,12,11,6,23,24,5,108,25,3,93,24,3,7,10,5,4,2,5,0,17,5,3,4,3,1,0,6,1,2,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0
53 - Χανίων,147 E.T. Δήμου Πλατανιά,419,253,4,0,4,249,69,10,10,5,37,20,8,127,42,3,113,25,3,6,14,2,0,0,0,0,8,6,2,1,0,1,0,4,2,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,4,1,3,0,0,0,0,0,4,0,0,0
53 - Χανίων,148 E.T. Δήμου Πλατανιά,391,237,2,3,5,232,71,11,17,11,37,24,8,94,36,19,56,49,3,8,2,0,0,0,0,0,34,28,4,2,10,1,1,3,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,7,0,4,2,4,1,0,0,0,0,2,0,0,0
53 - Χανίων,149 E.T. Δήμου Πλατανιά,307,214,0,0,0,214,49,10,11,6,24,18,3,94,28,17,50,54,3,7,5,0,0,0,0,0,26,24,3,2,0,3,0,15,1,2,5,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,11,4,1,3,3,0,3,0,0,0,0,2,0,0,0
53 - Χανίων,150 E.T. Δήμου Πλατανιά,225,145,3,2,5,140,52,7,9,22,21,19,3,59,10,7,45,26,1,11,1,0,0,0,0,0,2,1,0,0,0,2,0,4,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,6,0,0,1,0,0,0,0,0,0,3,0,0,0
53 - Χανίων,151 E.T. Δήμου Πλατανιά,411,318,8,6,14,304,70,16,14,12,43,26,5,110,36,21,33,64,7,26,26,0,0,0,0,0,11,0,0,0,0,0,0,28,7,4,21,1,13,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,1,2,2,1,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,25,7,3,7,4,7,4,0,0,0,0,2,0,0,0
53 - Χανίων,152 E.T. Δήμου Πλατανιά,491,314,1,2,3,311,101,22,16,13,52,29,10,74,32,19,20,43,3,18,6,0,0,0,0,0,21,17,3,6,5,3,3,33,1,7,22,4,16,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,20,3,0,4,3,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,29,7,1,10,6,10,1,0,0,0,0,9,0,0,0
53 - Χανίων,153 E.T. Δήμου Πλατανιά,191,133,2,0,2,131,58,11,14,2,26,14,7,26,7,7,5,14,1,9,7,0,0,0,0,0,10,4,5,2,2,2,0,6,0,2,3,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,1,1,0,2,1,0,0,0,0,0,3,0,0,0
53 - Χανίων,154 E.T. Δήμου Πλατανιά,484,289,4,1,5,284,111,11,19,19,61,51,13,79,19,14,46,42,1,11,30,0,0,0,0,0,12,6,1,0,7,1,0,13,0,6,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,3,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,2,2,0,4,0,0,0,0,5,0,0,0
53 - Χανίων,155 E.T. Δήμου Πλατανιά,288,182,1,2,3,179,72,19,13,5,45,22,8,45,21,15,7,33,1,3,5,0,0,0,0,0,11,5,2,2,2,3,1,22,3,8,1,2,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,7,1,3,2,2,1,0,0,0,0,2,0,0,0
53 - Χανίων,156 E.T. Δήμου Πλατανιά,226,153,1,3,4,149,55,9,13,12,26,27,10,56,16,24,8,34,3,8,1,0,0,0,0,0,6,3,1,1,3,0,0,15,2,5,5,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,2,0,0,0
53 - Χανίων,157 E.T. Δήμου Πλατανιά,332,170,4,0,4,166,64,11,8,5,23,33,4,50,18,10,10,31,2,9,4,0,0,0,0,0,16,11,2,4,3,1,1,7,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,1,2,0,0,0,0,9,0,0,0
53 - Χανίων,158 E.T. Δήμου Πλατανιά,253,164,0,0,0,164,73,12,8,7,48,29,4,30,10,7,4,21,0,5,2,0,0,0,0,0,10,7,1,2,0,0,0,3,0,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,1,0,2,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,5,2,0,2,2,0,0,0,0,0,2,0,0,0
53 - Χανίων,159 E.T. Δήμου Πλατανιά,529,352,8,1,9,343,125,17,15,26,72,62,8,123,26,22,16,76,9,41,9,0,0,0,0,0,18,9,4,1,9,5,1,18,3,4,5,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,6,2,2,1,1,5,0,0,0,0,20,0,0,0
53 - Χανίων,160 E.T. Δήμου Πλατανιά,392,239,0,0,0,239,93,23,13,20,39,38,15,96,39,15,48,56,3,14,2,0,0,0,0,0,15,10,2,1,3,2,0,5,0,1,4,1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,6,2,2,3,0,0,1,0,0,0,0,5,0,0,0
53 - Χανίων,161 E.T. Δήμου Πλατανιά,324,225,3,1,4,221,93,18,16,15,34,37,18,51,14,16,6,26,3,17,9,0,0,0,0,0,19,9,2,3,10,2,0,9,0,3,2,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,7,1,4,2,8,1,0,0,0,0,5,0,0,0
53 - Χανίων,162 E.T. Δήμου Πλατανιά,263,166,1,3,4,162,35,10,5,8,17,12,2,85,28,30,22,48,1,18,0,0,0,0,0,0,13,11,1,6,4,0,0,4,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,3,0,1,3,3,1,0,0,0,0,3,0,0,0
53 - Χανίων,163 E.T. Δήμου Πλατανιά,273,163,5,1,6,157,51,7,9,6,26,24,5,64,31,16,23,29,1,12,1,0,0,0,0,0,20,13,4,9,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,4,0,2,8,7,1,0,0,0,0,2,0,0,0
53 - Χανίων,164 E.T. Δήμου Πλατανιά,493,350,5,3,8,342,81,26,13,17,14,32,7,174,46,20,23,67,0,135,8,0,0,0,0,0,12,5,0,4,4,3,2,26,4,11,8,5,9,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,7,2,2,2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,8,0,8,1,6,3,0,0,0,0,3,0,0,0
