ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΤΙΑΝΟΣ ΔΙΟΝΥΣΙΟΣ-ΧΑΡΑΛΑΜΠΟΣ του Χρήστου,ΜΠΑΛΑΟΥΡΑΣ ΓΕΡΑΣΙΜΟΣ (ΜΑΚΗΣ) του Δημητρίου,ΜΠΑΞΕΒΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σόλωνα,ΝΟΤΑΡΑ ΚΑΤΕΡΙΝΑ-ΜΥΡΤΩ του Σταύρου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΤΖΑΜΠΑΖΗ ΜΑΡΙΑ του Ηλία,Νέα Δημοκρατία,ΑΥΓΕΡΙΝΟΠΟΥΛΟΥ ΔΙΟΝΥΣΙΑ-ΘΕΟΔΩΡΑ του Ζήσιμου,ΚΑΣΤΡΙΝΟΣ ΑΛΕΞΙΟΣ του Αθανασίου,ΚΟΝΤΟΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ (ΝΤΕΝΗ) του Ιωάννη,ΣΤΑΘΟΠΟΥΛΟΥ ΙΩΑΝΝΑ-ΜΑΡΙΑ (ΜΑΡΙΑΝΝΑ) του Κωνσταντίνου,ΤΖΑΒΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΡΑΓΩΝΑΣ ΓΕΩΡΓΙΟΣ του Χαραλάμπους,ΚΡΕΣΠΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ του Χρήστου,ΛΑΒΔΑ ΔΙΟΝΥΣΙΑ του Παναγιώτη,ΧΡΙΣΤΟΦΟΡΟΥ ΣΠΥΡΙΔΟΥΛΑ του Αναστασίου,Κίνημα Αλλαγής,ΒΕΡΓΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΓΙΑΤΡΑ ΖΩΗ του Διονυσίου,ΖΑΦΕΙΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΚΑΤΡΙΝΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΟΤΣΙΦΑΣ ΔΙΟΝΥΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΚΟΥΤΣΟΥΚΟΣ ΓΙΑΝΝΗΣ του Δημητρίου,ΧΡΟΝΗΣ ΑΡΙΣΤΟΜΕΝΗΣ του Παναγιώτη,Κ.Κ.Ε.,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΤΡΥΦΩΝ του Δημητρίου,ΓΙΑΝΝΑΡΟΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΓΙΑΝΝΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Δημοσθένη,ΚΑΡΑΠΑΝΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΞΕΝΟΣΤΑΘΗ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Ηλία,ΠΑΝΑΓΙΩΤΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Νικολάου,ΤΣΑΣΗ ΖΩΙΤΣΑ (ΖΩΗ) του Νικολάου,Ένωση Κεντρώων,ΔΗΛΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΔΟΥΔΟΥΞΗΣ ΔΗΜΗΤΡΗΣ του Σταμάτη,ΜΑΥΡΙΔΟΥ ΠΑΡΘΕΝΑ του Ξενοφώντος,ΠΑΝΑΓΟΠΟΥΛΟΥ-ΠΕΤΡΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΣΤΑΜΑΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χαράλαμπου,ΤΣΑΜΠΡΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΣΟΥΜΑ ΣΩΤΗΡΙΑ του Βασιλείου,Ο.Κ.Δ.Ε.,ΤΣΙΑΝΤΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΠΑΧΟΥΡΟΥ ΒΑΣΙΛΙΚΗ του Θεοδώρου,ΣΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Ελλήνων Συνέλευσις,ΒΡΥΝΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΖΑΧΑΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΠΑΛΑΣΚΑ ΧΑΡΑΛΑΜΠΙΑ του Διονυσίου,ΠΑΠΑΔΑΤΟΥ-ΛΙΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Διονυσίου,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Αγγελή,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΣ ΦΩΤΙΟΣ του Νικολάου,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Δημητρίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΚΑΝΕΛΛΑ του Σωτηρίου,ΤΑΚΟΥΜΑΚΗ ΤΡΙΑΝΤΑΦΥΛΛΙΑ του Παναγιώτη,ΦΡΑΓΚΟΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΙΚΟΓΙΑΝΝΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΖΟΥΛΟΥΜΗ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΚΟΥΦΟΠΑΝΤΕΛΗΣ ΜΑΡΙΝΟΣ του Παντελή,Μ-Λ Κ.Κ.Ε.,ΣΟΦΗ ΠΑΡΑΣΚΕΥΟΥΛΑ του Δημητρίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΡΑΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου,Λαϊκή Ενότητα,ΒΑΜΒΑΚΑ ΠΑΝΑΓΙΩΤΑ του Κωνσταντίνου,ΚΑΡΑΜΑΝΗ ΕΛΕΝΗ του Αθανασίου,ΚΟΥΗΣ ΧΡΗΣΤΟΣ-ΧΡΥΣΟΣΤΟΜΟΣ του Διονυσίου,ΠΑΠΙΩΤΗΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΜέΡΑ25,ΚΑΝΕΛΛΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Διονυσίου,ΜΗΤΣΟΠΟΥΛΟΥ ΙΩΑΝΝΑ-ΦΩΤΕΙΝΗ του Γεωργίου,ΡΑΜΜΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΣΑΣΣΑΛΟΥ ΕΥΓΕΝΙΑ του Ανδρέα,ΦΩΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΚΙΑΤΑ ΜΑΡΙΑ του Γεωργίου,ΚΑΤΣΙΚΑΔΑΚΟΥ ΙΟΥΛΙΑ του Βασιλείου,ΜΗΤΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΣΑΤΣΑΡΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΟΥΝΙΑΣ ΓΕΩΡΓΙΟΣ του Ανδρέα
32 - Ηλείας,177 E.T. Δήμου Ζαχάρως,159,101,0,1,1,100,26,13,3,7,4,1,4,2,48,29,6,4,4,1,1,10,1,0,0,0,0,0,16,2,0,6,9,0,5,1,7,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,178 E.T. Δήμου Ζαχάρως,145,85,0,0,0,85,14,1,3,1,2,1,4,2,40,27,4,12,3,2,1,8,4,0,3,2,1,0,20,0,1,3,5,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,1,1,0,0,0,0,0,1,0
32 - Ηλείας,179 E.T. Δήμου Ζαχάρως,274,154,0,1,1,153,41,19,4,11,6,2,6,5,61,44,10,5,18,6,6,9,2,0,1,0,1,0,38,0,1,1,33,1,15,3,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1
32 - Ηλείας,180 E.T. Δήμου Ζαχάρως,338,170,2,0,2,168,58,15,16,10,12,10,7,5,49,38,2,11,2,2,4,14,3,0,1,1,1,0,33,2,2,4,24,0,15,0,17,1,1,16,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,1,2,0,0,0,0,0,1,0
32 - Ηλείας,181 E.T. Δήμου Ζαχάρως,244,133,2,1,3,130,56,15,18,12,6,2,6,3,38,27,0,3,4,1,1,13,2,0,0,1,0,0,16,1,0,1,13,0,4,1,10,0,0,9,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,0,1,0,1,0,0,0
32 - Ηλείας,182 E.T. Δήμου Ζαχάρως,445,235,6,1,7,228,77,40,9,5,6,13,3,5,90,56,4,14,11,3,1,19,4,0,3,1,0,0,35,1,0,3,18,0,15,4,8,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0,3,1,0,0,0,0,0,0,2,0
32 - Ηλείας,183 E.T. Δήμου Ζαχάρως,186,81,0,0,0,81,18,7,4,6,2,0,4,2,39,35,2,4,1,1,1,5,1,1,0,1,0,0,6,1,0,1,3,0,3,0,7,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,1,1,0,0,0,0,0,0
32 - Ηλείας,184 E.T. Δήμου Ζαχάρως,124,63,0,0,0,63,7,2,0,2,2,1,2,0,37,22,0,8,7,2,0,23,0,0,0,0,0,0,10,1,0,0,9,1,4,0,4,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,185 E.T. Δήμου Ζαχάρως,409,201,3,0,3,198,57,29,6,12,8,2,6,8,101,48,8,18,22,7,9,40,4,0,4,0,0,0,17,3,0,0,7,0,7,0,6,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,4,0
32 - Ηλείας,186 E.T. Δήμου Ζαχάρως,416,211,5,2,7,204,70,17,26,9,10,11,10,6,82,42,5,11,22,11,5,37,3,0,2,0,0,0,28,5,0,1,16,0,10,2,8,2,2,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0
32 - Ηλείας,187 E.T. Δήμου Ζαχάρως,417,209,3,2,5,204,57,28,22,8,3,4,6,3,91,49,6,15,25,5,4,35,12,2,7,3,0,1,13,0,0,4,8,1,6,0,7,2,0,4,0,0,1,0,3,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,10,5,3,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,6,2,0,2,1,0,1,0,0,0,0,1,1,1
32 - Ηλείας,188 E.T. Δήμου Ζαχάρως,344,211,1,1,2,209,51,31,1,14,6,1,1,4,108,71,1,19,25,8,9,4,9,0,8,1,0,1,28,7,0,1,22,0,10,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32 - Ηλείας,189 E.T. Δήμου Ζαχάρως,103,44,0,0,0,44,18,8,4,2,1,1,7,1,14,8,0,2,6,1,1,5,8,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
32 - Ηλείας,190 E.T. Δήμου Ζαχάρως,323,158,3,0,3,155,53,20,15,7,9,7,5,2,57,44,1,0,7,9,9,31,1,0,1,0,0,0,20,8,1,1,17,0,7,0,13,6,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,2,0,0,0,0,0,0,3,0
32 - Ηλείας,191 E.T. Δήμου Ζαχάρως,93,26,4,0,4,22,4,0,0,2,1,2,1,0,15,7,0,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,192 E.T. Δήμου Ζαχάρως,119,39,1,0,1,38,2,2,0,0,0,0,0,0,31,22,2,3,4,2,0,19,0,0,0,0,0,0,3,0,0,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,193 E.T. Δήμου Ηλίδας,545,291,4,4,8,283,112,33,24,16,29,37,21,8,89,21,16,38,55,2,4,27,7,3,1,2,3,0,40,12,3,1,26,11,15,1,12,3,2,1,6,0,5,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,3,1,1,0,4,3,0,0,2,2,0,5,4
32 - Ηλείας,194 E.T. Δήμου Ηλίδας,567,271,5,1,6,265,98,22,19,12,37,20,10,8,86,22,18,21,40,1,2,15,1,1,1,0,0,0,34,2,4,1,7,10,24,1,15,0,1,0,7,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,12,6,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,5,0
32 - Ηλείας,195 E.T. Δήμου Ηλίδας,570,275,2,2,4,271,105,25,16,19,20,37,16,16,95,32,29,17,46,1,3,21,2,0,0,1,2,0,34,3,5,0,9,10,17,3,11,0,0,2,6,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,3,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,4,3,1,1,1,3,1,0,1,0,0,4,1
32 - Ηλείας,196 E.T. Δήμου Ηλίδας,553,250,3,1,4,246,93,29,16,10,26,23,8,8,84,29,15,15,40,0,2,29,1,0,1,0,0,0,30,2,2,0,11,10,14,4,9,1,2,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,14,6,6,5,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,2,0,1,0,1,1,0,1,0,0,3,1
32 - Ηλείας,197 E.T. Δήμου Ηλίδας,566,301,3,0,3,298,111,21,17,16,31,29,10,2,78,15,19,16,40,3,1,22,6,0,0,1,3,1,51,8,8,2,13,20,25,5,20,2,0,2,6,0,6,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,2,0,1,2,2,0,0,0,0,0,2,0
32 - Ηλείας,198 E.T. Δήμου Ηλίδας,559,306,4,2,6,300,122,33,28,20,32,33,24,10,94,31,25,21,36,3,1,19,1,0,0,1,0,0,46,9,4,0,17,15,14,3,15,0,3,2,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0,0,5,0
32 - Ηλείας,199 E.T. Δήμου Ηλίδας,553,273,3,1,4,269,132,30,31,21,21,32,16,9,70,19,14,23,37,0,1,19,2,0,1,0,0,0,27,2,5,0,8,11,10,0,12,0,0,0,10,1,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,1,2,1,2,0,0,0,0,0,0,3,2,1,0,0,0,0,9,3,2,0,1,1,1,0,0,0,1,0,2,1
32 - Ηλείας,200 E.T. Δήμου Ηλίδας,565,274,5,1,6,268,76,22,24,8,18,18,15,7,98,25,11,20,43,9,1,31,4,0,3,0,1,3,34,0,1,1,8,24,14,1,27,1,6,0,14,1,16,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,1,0,0,3,0,0,0,0,1,0,2,0,5,0,0,0,0,9,1,1,0,4,5,2,0,0,0,0,0,1,0
32 - Ηλείας,201 E.T. Δήμου Ηλίδας,569,310,9,4,13,297,119,16,30,22,30,21,20,11,73,11,22,18,41,1,2,22,4,3,2,1,2,0,47,5,9,1,10,27,23,1,17,1,3,1,5,0,4,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,1,4,2,3,1,0,0,0,0,0,2,0,1,0,0,0,0,9,2,1,1,1,1,1,0,0,0,0,0,8,0
32 - Ηλείας,202 E.T. Δήμου Ηλίδας,569,288,5,1,6,282,120,31,29,13,33,27,19,4,87,28,17,21,53,0,2,15,6,5,0,1,2,0,33,2,4,0,7,15,25,1,12,2,1,1,3,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,1,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,4,0
32 - Ηλείας,203 E.T. Δήμου Ηλίδας,569,302,2,1,3,299,134,33,24,25,27,34,22,13,87,25,13,21,47,1,1,27,6,0,1,1,2,2,38,5,5,1,9,15,10,3,12,0,1,0,6,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0,1,1,0,0,0,0,0,5,0
32 - Ηλείας,204 E.T. Δήμου Ηλίδας,568,300,4,1,5,295,100,26,25,19,29,33,8,4,120,29,37,26,60,3,8,39,2,2,1,0,0,0,36,5,1,0,14,9,23,1,13,2,2,0,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0,3,0
32 - Ηλείας,205 E.T. Δήμου Ηλίδας,554,297,3,2,5,292,106,39,25,19,17,37,12,6,98,24,20,26,52,5,5,16,6,3,1,1,2,0,35,1,0,0,11,14,11,2,20,6,1,3,4,1,7,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,12,4,3,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,4,3
32 - Ηλείας,206 E.T. Δήμου Ηλίδας,548,281,4,1,5,276,111,32,27,12,27,23,22,16,84,21,24,17,46,0,3,26,11,1,1,1,4,1,31,2,2,1,20,11,13,3,14,0,3,1,5,1,5,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,8,1,1,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,5,0,3,0,1,2,0,0,0,0,0,0,3,0
32 - Ηλείας,207 E.T. Δήμου Ηλίδας,566,297,3,1,4,293,120,24,28,22,30,36,30,3,93,14,21,26,50,2,6,16,8,2,2,2,2,2,36,3,5,1,17,10,19,0,10,1,2,2,5,0,4,0,3,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,1,2,0,0,0,0,1,1,2,2,1,0,0,0,0,5,2,3,0,0,1,3,0,1,0,1,0,4,1
32 - Ηλείας,208 E.T. Δήμου Ηλίδας,561,263,0,2,2,261,105,25,23,16,26,21,15,5,70,16,21,14,19,1,3,10,9,1,3,2,2,3,28,3,3,0,6,12,11,1,8,0,1,0,6,0,6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,5,4,2,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,0,2,2,5,3,0,0,0,0,0,9,0
32 - Ηλείας,209 E.T. Δήμου Ηλίδας,556,297,4,2,6,291,118,27,29,18,41,33,17,13,73,17,13,22,35,4,3,16,7,3,1,0,6,2,47,6,5,0,16,18,26,5,15,1,0,1,8,1,7,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,2,2,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,8,2,2,0,3,2,3,0,0,0,0,0,5,0
32 - Ηλείας,210 E.T. Δήμου Ηλίδας,563,275,4,1,5,270,115,27,22,18,25,32,19,6,65,12,21,15,31,2,0,14,7,2,0,0,0,1,37,1,3,1,13,16,17,1,13,0,0,0,7,0,4,1,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,3,1,2,3,6,0,0,0,0,0,0,0,0,2,0,2,2,0,6,2,1,0,0,0,0,0,0,0,0,0,5,2
32 - Ηλείας,211 E.T. Δήμου Ηλίδας,544,340,6,2,8,332,147,37,39,15,37,30,17,11,87,20,25,14,53,5,2,16,12,2,5,2,5,0,58,2,4,1,19,28,28,4,5,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,7,2,0,1,1,1,0,0,0,0,0,0,5,0
32 - Ηλείας,212 E.T. Δήμου Ηλίδας,533,324,5,2,7,317,117,28,21,2,29,39,14,5,88,23,15,12,63,7,3,12,8,1,2,0,7,3,65,1,7,1,26,34,30,1,8,0,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,7,2,1,2,4,0,0,0,0,1,0,2,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,5,0
32 - Ηλείας,213 E.T. Δήμου Ηλίδας,555,315,3,3,6,309,131,29,21,27,25,30,25,24,80,30,14,12,40,1,1,29,5,0,2,2,2,0,46,0,5,2,8,21,24,2,10,1,1,0,6,0,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,5,4,0,2,2,0,0,0,0,0,0,1,0,2,0,0,0,0,16,3,3,0,6,1,0,0,0,0,0,0,4,0
32 - Ηλείας,214 E.T. Δήμου Ηλίδας,536,309,3,1,4,305,114,36,37,13,27,26,20,19,78,21,16,13,42,3,3,13,4,1,2,0,3,0,63,5,14,2,39,24,33,1,16,0,2,0,8,0,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,2,3,1,1,1,0,0,0,1,1,7,1,1,1,1,6,1,2,0,1,3,0,0,0,0,0,0,8,5
32 - Ηλείας,215 E.T. Δήμου Ηλίδας,539,319,7,0,7,312,113,25,22,13,39,42,12,16,103,27,27,25,53,2,4,34,12,1,5,3,5,0,46,3,3,3,14,25,19,1,16,1,2,1,9,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,4,0
32 - Ηλείας,216 E.T. Δήμου Ηλίδας,568,319,5,1,6,313,131,36,30,16,27,35,15,13,84,16,26,12,38,2,5,15,7,0,2,0,4,1,51,2,6,2,18,22,22,2,13,0,3,0,6,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,4,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,13,2,5,1,4,3,0,0,0,0,0,0,1,0
32 - Ηλείας,217 E.T. Δήμου Ηλίδας,534,311,6,1,7,304,159,38,29,16,36,43,10,58,71,22,17,8,27,1,2,22,12,2,5,5,6,0,32,0,3,3,10,15,14,1,10,3,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,0,0,0,0,0,5,0
32 - Ηλείας,218 E.T. Δήμου Ηλίδας,534,321,0,1,1,320,118,30,24,21,28,26,20,11,107,23,30,17,60,5,4,28,5,1,1,1,1,1,43,2,5,2,12,15,27,3,18,1,3,1,6,3,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,9,1,3,0,0,5,0,0,0,0,0,0,2,2,1,1,0,1,0,7,1,0,0,0,1,1,1,1,0,0,0,6,2
32 - Ηλείας,219 E.T. Δήμου Ηλίδας,531,335,2,4,6,329,118,24,19,17,20,33,13,10,109,27,26,26,37,0,3,32,8,1,1,1,4,0,60,6,6,0,22,26,21,0,9,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,2,1,0,1,3,0,0,0,0,0,0,8,0
