ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΑΒΟΥΛΗ ΣΤΑΜΑΤΑ (ΜΑΤΙΝΑ) του Διονυσίου,ΜΠΑΛΤΑΣ ΑΡΙΣΤΕΙΔΗΣ-ΝΙΚΟΛΑΟΣ-ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,ΠΑΝΤΖΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα-Αριστοτέλη,ΤΣΙΠΡΑΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΧΑΤΖΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,ΧΗΡΑ ΜΑΡΙΑ του Αλέξανδρου,Νέα Δημοκρατία,ΚΟΠΑΝΑΚΗ ΕΥΑΓΓΕΛΙΑ του Εμμανουήλ,ΚΩΤΣΗΡΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΛΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΠΑΡΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΜΠΟΥΡΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΟΥΛΗΣ ΣΤΑΜΑΤΙΟΣ του Κυριάκου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΟΓΚΩΝΑΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΤΑΤΣΗ ΜΑΡΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΕΥΘΥΜΙΑ του Νικολάου,ΠΑΠΠΑΣ ΧΡΗΣΤΟΣ του Ηλία,ΦΡΑΓΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,Κίνημα Αλλαγής,ΑΚΑΜΙΩΤΑΚΗ ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΑΝΑΣΤΑΣΑΚΗΣ ΜΗΝΑΣ του Μιχαήλ,ΛΙΟΣΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΜΟΥΣΤΑΚΑΚΗ ΓΕΩΡΓΙΑ του Τιμολέων,ΞΑΝΘΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Λάζαρου,ΥΨΗΛΑΝΤΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΚΟΥΜΠΟΥΡΗΣ ΔΗΜΟΣ του Ιωάννη,ΜΕΝΙΔΙΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Ιωάννη,ΜΠΑΚΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,ΠΑΠΑΔΑΤΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΠΑΠΑΣΤΑΥΡΟΥ ΚΥΡΙΛΛΟΣ του Χρυσοστόμου,ΧΡΙΣΤΙΔΗΣ ΣΤΑΥΡΟΣ του Θωμά,Ένωση Κεντρώων,ΔΩΡΗΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΖΩΓΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Γεωργίου,ΘΕΟΔΩΡΟΥ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΠΑΓΚΑΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΤΑΜΗΛΙΑΣ ΣΠΥΡΟΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΑΣΛΑΝΙΔΗ ΑΝΝΑ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΑΡΟΠΟΥΛΟΥ ΧΡΥΣΑΝΘΗ του Ιωάννη,ΚΑΤΑΡΑΧΙΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΜΠΕΚΟΣ ΒΑΣΙΛΕΙΟΣ της Ελένης,Ελλήνων Συνέλευσις,ΣΙΔΗΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σάββα,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗ-ΚΑΡΔΟΥΛΑΚΗ ΑΡΤΕΜΙΣ του Εμμανουήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΜΑΝΩΛΗ ΕΛΕΝΗ του Βασιλείου,ΜΠΟΥΓΕΣΗ ΜΑΡΙΑ του Δημητρίου,ΠΕΤΡΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Σταύρου,ΤΣΟΥΤΣΟΥΡΑΣ ΙΩΑΝΝΗΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεοφίλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΑΡΡΗΣ ΑΠΟΣΤΟΛΟΣ του Αντωνίου,Μ-Λ Κ.Κ.Ε.,ΑΔΡΙΑΝΟΣ ΙΑΣΩΝ- ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΣΜΙΤΖ ΙΩΑΝΝΑ του Βασιλείου,Λαϊκή Ενότητα,ΚΑΤΣΙΚΕΑ ΟΥΡΑΝΙΑ ΕΛΕΝΗ του Γεωργίου,ΛΕΒΕΝΤΗ-ΓΙΑΚΟΥΜΑΤΟΥ ΑΓΓΕΛΙΚΗ συζ. Ιωάννη,ΡΟΔΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΣΙΑΝΤΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΜέΡΑ25,ΑΝΤΩΝΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Γεωργίου,ΓΕΓΙΟΥ ΜΑΡΙΑ του Βασιλείου,ΘΕΑΚΟΣ ΓΡΗΓΟΡΙΟΣ του Επαμεινώνδα,ΜΑΡΑΚΗΣ ΙΩΑΝΝΗΣ του Στυλιανού,ΠΑΤΕΛΗ ΟΥΡΑΝΙΑ του Αντωνίου,ΧΡΑΝΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Δημιουργία ξανά - Θ. Τζήμερος,ΦΩΚΑΣ ΙΩΑΝΝΗΣ του Κοσμά,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΛΙΣΑΓΚΟΡ-ΒΕΡΓΗ ΣΒΕΤΛΑΝΑ του Γκριγκόρι,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΦΟΥΦΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
64 - Β' Δυτικής Αττικής,188 E.T. Δήμου Φυλής,528,302,5,1,6,296,134,26,23,26,73,11,22,83,22,15,20,10,29,10,19,8,3,3,11,2,14,2,4,6,5,0,0,14,5,3,0,9,3,0,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,3,1,8,3,0,0,0,0,0,0,3,1,2,1,1,0,0,0,6,2,2,0,0,0,3,0,0,0,0,7,6
64 - Β' Δυτικής Αττικής,189 E.T. Δήμου Φυλής,524,295,7,1,8,287,119,18,17,32,53,6,11,72,15,18,17,5,25,18,17,2,3,0,13,4,12,3,1,8,2,2,0,28,7,2,3,11,6,1,5,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,14,2,7,5,7,0,0,0,0,1,0,1,1,1,0,0,0,0,0,11,2,0,1,0,3,1,0,0,0,0,6,2
64 - Β' Δυτικής Αττικής,190 E.T. Δήμου Φυλής,522,311,18,1,19,292,129,22,19,28,47,8,16,71,6,20,14,9,29,23,13,2,3,1,7,1,19,3,2,14,3,4,1,19,2,2,1,16,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,19,8,7,6,6,0,0,0,0,0,0,2,1,1,1,0,0,1,0,10,2,2,2,0,3,3,1,0,0,0,6,3
64 - Β' Δυτικής Αττικής,191 E.T. Δήμου Φυλής,521,310,9,3,12,298,122,36,22,24,54,12,14,86,16,17,32,14,41,12,15,2,4,3,9,3,11,3,2,2,2,1,0,20,5,0,1,15,7,1,8,2,3,2,1,3,0,0,0,1,0,0,0,1,1,0,0,18,8,2,7,3,0,0,0,0,1,0,1,1,1,2,1,1,1,0,8,1,1,0,1,0,2,1,0,0,0,3,3
64 - Β' Δυτικής Αττικής,192 E.T. Δήμου Φυλής,531,339,4,4,8,331,147,32,24,45,67,21,18,73,12,9,23,9,20,22,14,1,4,3,6,3,20,2,4,12,1,2,1,27,7,3,4,19,10,0,8,2,2,0,0,2,2,0,0,2,1,0,1,0,0,0,0,20,9,4,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,2,2,4,2,5,2,0,0,3,2
64 - Β' Δυτικής Αττικής,193 E.T. Δήμου Φυλής,511,366,3,3,6,360,140,27,23,37,48,16,13,100,18,18,26,6,41,20,24,5,5,2,15,3,19,6,7,7,3,4,1,20,6,1,3,11,7,0,10,2,6,0,1,3,0,0,0,3,2,0,1,0,0,1,1,20,11,4,8,7,1,1,0,1,0,0,3,1,0,0,0,0,0,0,7,2,2,1,1,1,1,4,1,0,0,8,7
64 - Β' Δυτικής Αττικής,194 E.T. Δήμου Φυλής,539,270,6,5,11,259,112,19,24,28,50,5,10,61,9,11,15,6,28,15,15,2,5,0,10,5,17,4,4,6,0,2,2,21,3,1,0,12,6,1,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,2,0,2,3,0,0,0,0,0,0,1,0,0,1,1,1,0,0,12,7,3,0,0,3,6,2,1,0,0,4,2
64 - Β' Δυτικής Αττικής,195 E.T. Δήμου Φυλής,524,282,6,5,11,271,112,25,23,29,49,7,14,66,13,24,24,4,25,22,14,3,3,5,8,1,17,6,4,12,5,1,0,12,2,2,1,8,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,23,11,9,11,5,1,0,0,0,0,0,3,2,2,3,2,0,1,0,11,5,2,1,3,0,1,0,0,0,0,6,5
64 - Β' Δυτικής Αττικής,196 E.T. Δήμου Φυλής,529,280,2,1,3,277,127,15,28,28,52,12,12,68,12,25,37,6,27,9,6,1,1,0,5,2,14,4,2,2,6,3,1,34,6,5,2,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,1,2,0,0,0,0,0,0,2,1,0,1,1,0,0,0,8,1,2,0,0,2,2,1,0,0,0,9,4
64 - Β' Δυτικής Αττικής,197 E.T. Δήμου Φυλής,558,351,7,4,11,340,168,40,22,50,77,13,23,88,10,22,33,16,51,14,10,2,0,1,4,1,12,4,0,8,1,2,1,21,3,1,1,17,11,0,2,0,0,1,0,1,0,0,0,1,1,0,0,2,0,1,1,16,5,5,5,4,0,0,0,0,0,0,4,2,1,2,0,0,0,0,9,3,1,0,0,1,4,1,0,0,0,3,2
64 - Β' Δυτικής Αττικής,198 E.T. Δήμου Φυλής,521,295,3,2,5,290,124,14,18,30,47,8,8,75,9,19,23,9,24,17,15,2,2,1,5,3,14,0,3,8,3,1,1,18,4,1,0,13,6,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,3,2,4,7,2,1,0,0,0,0,2,2,1,0,0,0,0,0,14,0,3,0,1,2,4,2,1,0,0,4,3
64 - Β' Δυτικής Αττικής,199 E.T. Δήμου Φυλής,511,314,7,3,10,304,116,32,18,29,53,8,9,86,9,18,41,6,32,18,18,5,6,6,8,5,21,3,3,13,8,0,0,15,1,2,1,11,4,0,3,2,1,0,0,1,0,0,0,3,1,2,0,1,1,0,0,20,7,1,6,3,0,0,0,0,1,1,5,3,1,0,0,0,0,0,9,1,2,0,0,3,3,3,1,0,0,3,1
64 - Β' Δυτικής Αττικής,200 E.T. Δήμου Φυλής,553,298,9,1,10,288,135,22,20,32,55,15,11,66,12,12,25,9,23,14,12,2,4,5,7,4,12,5,5,4,5,0,0,20,3,3,0,12,4,0,7,4,2,3,0,1,0,0,0,1,1,0,1,1,1,0,0,13,5,2,6,4,0,0,0,0,0,0,4,1,1,2,1,1,1,1,6,2,2,0,1,2,2,1,0,0,0,8,3
64 - Β' Δυτικής Αττικής,201 E.T. Δήμου Φυλής,510,286,6,4,10,276,126,29,26,23,52,17,17,58,11,12,15,4,33,14,18,1,4,3,9,4,11,3,0,6,0,5,2,23,7,2,1,18,8,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,17,7,2,10,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,12,3,4,0,1,5,4,1,0,0,0,3,1
64 - Β' Δυτικής Αττικής,202 E.T. Δήμου Φυλής,523,246,7,2,9,237,96,23,19,14,44,10,17,47,4,11,14,4,25,13,12,4,7,2,4,0,6,0,0,3,0,0,0,17,2,2,0,14,5,2,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24,9,8,13,8,1,0,1,0,0,0,4,4,4,2,0,1,0,1,19,7,3,1,1,2,9,3,1,0,0,2,1
64 - Β' Δυτικής Αττικής,203 E.T. Δήμου Φυλής,515,270,11,0,11,259,110,20,22,26,62,5,10,83,12,19,31,4,31,21,10,1,2,2,6,3,3,0,1,1,0,1,0,11,4,2,1,8,2,2,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,2,7,5,0,0,0,0,0,0,2,0,1,1,0,0,0,0,7,2,1,0,1,0,0,1,0,0,0,5,1
64 - Β' Δυτικής Αττικής,204 E.T. Δήμου Φυλής,522,269,3,1,4,265,139,24,13,42,59,10,8,61,9,6,35,4,29,20,10,2,1,1,3,3,9,2,0,4,1,2,0,18,4,2,2,11,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,1,4,3,1,1,1,0,2,0,0,0,0,2,1,0,1,0,7,1,1,0,0,1,2,3,0,0,0,2,1
