ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΣΟΥΛΤΑΝΑ του Παύλου,ΕΜΜΑΝΟΥΗΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΟΡΦΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανέστη,ΝΕΣΤΟΡΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Θεόδωρου,ΠΑΝΑΓΙΩΤΙΔΟΥ ΑΘΗΝΑ του Ιωάννη,ΠΑΠΑΦΙΛΙΠΠΟΥ ΓΕΩΡΓΙΟΣ του Αντωνίου,Νέα Δημοκρατία,ΚΑΛΑΝΤΖΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΛΑΖΑΡΙΔΗΣ ΜΑΚΑΡΙΟΣ του Βασιλείου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΠΟΥΤΣΗ-ΜΗΤΤΑ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Δημητρίου,ΠΑΣΧΑΛΙΔΗΣ ΙΩΑΝΝΗΣ του Αδάμ,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ-ΚΑΣΜΕΝΗ ΜΑΡΙΑ (ΜΑΙΡΗ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΝΤΩΝΙΑΔΗΣ ΠΑΥΛΟΣ του Κωνσταντίνου,ΜΑΥΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Αναστασίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παντελή,ΤΣΑΦΑ ΔΕΣΠΟΙΝΑ του Ανέστη,Κίνημα Αλλαγής,ΜΑΝΤΕΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημοσθένη,ΠΑΠΑΚΟΣΜΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγή,ΠΑΠΟΥΤΣΗΣ ΔΗΜΗΤΡΙΟΣ του Πασχάλη,ΤΣΑΛΔΑΡΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΤΣΑΡΔΑΚΛΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Ορέστη,ΤΣΟΥΡΗ ΜΑΡΙΑ του Κυριάκου,Κ.Κ.Ε.,ΓΙΑΓΚΙΔΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,ΚΑΡΑΓΕΩΡΓΗ ΑΝΑΣΤΑΣΙΑ του Ηλία,ΚΟΝΤΟΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΠΗΛΙΤΣΗ ΧΑΪΔΟΥΛΑ (ΧΑΡΙΣ) του Δημητρίου,ΣΥΜΕΩΝΙΔΗΣ ΘΕΟΔΩΡΟΣ του Φίλιππου,ΧΡΙΣΤΟΔΟΥΛΕΑ ΑΛΕΞΑΝΔΡΑ του Νικολάου,Ένωση Κεντρώων,ΓΙΑΛΕΛΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΛΥΣΙΜΑΧΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΣΧΑΛΗ ΔΗΜΗΤΡΑ του Βασιλείου,ΤΟΡΟΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΧΑΤΖΗΛΟΥΚΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΒΑΚΑΣ ΓΕΩΡΓΙΟΣ του Κοσμά,ΠΙΤΤΑ ΑΝΝΑ (ΤΑΤΙΑΝΑ) του Μάξιμου,ΠΟΖΙΔΟΥ ΡΟΖΑ του Σπυρίδωνα,Ελλήνων Συνέλευσις,ΔΑΛΓΙΑΝΝΑΚΗ ΑΘΗΝΑ του Στέφανου,ΚΑΡΑΚΟΖΙΔΗΣ ΗΛΙΑΣ του Χαράλαμπου,ΜΑΣΤΡΑΝΤΩΝΗ ΔΕΣΠΟΙΝΑ του Χρήστου,ΣΑΒΒΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΖΙΝΗΣ ΓΕΩΡΓΙΟΣ του Δούκα,ΧΩΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΑΛΑΚΟΥΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΑΣΤΟΡΗΣ ΜΕΝΕΛΑΟΣ του Θεολόγη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΩΤΗΡΙΑ του Αλεξίου,ΠΙΠΕΡΓΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΧΑΤΖΗΓΙΑΝΝΙΔΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΨΑΡΑΓΚΑΘΟΣ ΑΘΑΝΑΣΙΟΣ του Αποστόλου,Κ.Κ.Ε. (μ-λ),ΑΣΒΕΣΤΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΠΑΣΑΧΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΒΟΛΟΝΑΚΗ ΕΥΤΥΧΙΑ του Σπυρίδωνος,ΓΟΥΔΕΒΕΝΟΥ ΚΑΛΛΙΟΠΗ του Σπυρίδωνα,ΝΙΚΗΤΑΣ ΜΙΧΑΗΛ του Νικήτα,ΠΑΚΑΤΑΡΙΔΗΣ ΣΑΒΒΑΣ του Ευσταθίου,Λαϊκή Ενότητα,ΙΩΑΝΝΙΔΗΣ ΗΛΙΑΣ του Λαζάρου,ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ του Παναγιώτη,ΝΕΟΦΩΤΙΣΤΟΥ ΜΑΡΙΑ του Ανδρέα,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΛΣΑΜΗ του Αργυρίου,ΠΑΣΣΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΤΣΕΒΡΕΜΕΣ ΙΩΑΝΝΗΣ του Αγγελου,ΜέΡΑ25,ΚΡΙΘΑΡΙΔΗ ΤΑΤΙΑΝΑ του Βιατσεσλάβ,ΜΑΚΑΡΙΟΣ ΜΙΧΑΗΛ του Εμμανουήλ,ΝΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στυλιανού,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Χαράλαμπου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΣΑΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΜΥΛΩΝΑΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΣΤΟΪΔΗΣ ΒΑΣΙΛΕΙΟΣ του Μάριου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΛΑΣΑΡΙΝΗ ΗΛΙΑΝΝΑ του Παναγιώτη
5 - Καβάλας,48 E.T. Δήμου Καβάλας,598,347,4,6,10,337,108,55,36,26,5,23,6,121,31,47,40,8,42,15,16,11,8,3,4,27,0,8,9,4,7,5,22,12,5,9,0,1,2,5,2,2,2,2,0,0,1,1,0,1,5,1,2,0,1,1,2,10,4,2,4,4,0,0,0,0,0,0,3,1,1,0,0,2,2,0,0,0,0,1,12,2,4,6,5,3,1,0,2,2,2,1
5 - Καβάλας,49 E.T. Δήμου Καβάλας,583,300,2,1,3,297,130,51,35,15,12,23,7,83,7,32,34,3,32,5,9,4,2,2,2,19,1,7,10,2,4,2,11,3,1,3,2,2,1,4,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,15,6,1,3,2,4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,1,2,1,7,0,3,1,2,5,3
5 - Καβάλας,50 E.T. Δήμου Καβάλας,550,300,9,1,10,290,87,34,33,12,7,17,4,87,20,31,40,9,28,11,14,3,4,4,3,11,1,3,3,1,2,2,23,10,1,10,0,4,0,8,1,0,2,1,0,0,2,0,0,0,2,0,0,0,1,0,1,20,5,1,2,8,1,0,3,2,0,0,2,1,0,1,0,4,4,0,2,1,0,0,7,3,2,3,2,11,3,1,3,2,9,5
5 - Καβάλας,51 E.T. Δήμου Καβάλας,583,323,6,0,6,317,106,46,30,18,13,22,6,95,22,47,43,6,32,10,23,9,7,5,2,22,1,8,10,2,6,14,15,4,5,2,2,2,1,8,1,2,2,4,0,0,0,0,0,0,2,0,0,0,2,0,2,18,13,2,2,5,3,2,0,0,1,1,2,0,0,1,1,3,3,0,0,1,0,0,14,3,1,6,2,4,2,1,3,1,4,2
5 - Καβάλας,52 E.T. Δήμου Καβάλας,546,344,19,2,21,323,90,28,33,23,8,20,4,104,22,47,42,11,35,10,16,8,8,5,4,25,1,8,14,3,3,5,26,14,7,9,1,5,3,14,2,5,4,7,0,0,0,0,0,0,1,1,1,0,0,0,0,23,7,4,4,10,4,1,0,0,0,0,1,1,1,0,0,5,3,0,1,1,1,2,9,3,3,2,3,4,0,1,2,1,5,2
5 - Καβάλας,53 E.T. Δήμου Καβάλας,498,297,3,1,4,293,96,39,41,20,11,21,7,95,22,35,33,7,38,10,16,10,7,4,2,17,4,7,5,1,4,4,13,2,1,3,2,1,1,3,2,1,0,1,0,0,0,0,0,0,4,2,1,1,0,0,2,22,6,3,8,6,5,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,12,2,3,3,1,8,0,2,5,4,4,3
5 - Καβάλας,54 E.T. Δήμου Καβάλας,570,296,4,0,4,292,79,30,34,8,8,13,9,114,32,49,47,5,20,10,8,4,2,3,2,15,1,4,7,7,2,3,29,12,6,11,1,5,3,4,2,0,2,2,0,0,1,0,0,0,2,1,0,1,0,0,1,12,3,0,2,5,3,0,0,0,0,0,4,1,1,3,2,0,0,0,0,0,0,0,8,1,1,3,3,5,0,1,2,2,11,7
5 - Καβάλας,55 E.T. Δήμου Καβάλας,578,301,2,2,4,297,98,47,31,14,14,10,13,106,30,28,40,12,40,15,9,4,1,4,1,20,2,6,12,5,3,4,13,4,1,5,0,2,1,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,11,3,3,7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,3,3,3,2,0,0,1,1,5,2
5 - Καβάλας,56 E.T. Δήμου Καβάλας,578,297,2,5,7,290,80,30,30,14,5,15,5,115,27,53,51,7,31,6,7,2,3,3,0,25,4,6,14,3,0,2,18,4,3,8,0,1,2,2,0,1,0,1,0,0,1,0,0,0,3,0,1,1,1,0,3,17,4,1,4,6,1,0,0,0,0,0,2,0,0,0,1,3,2,0,1,0,0,0,7,0,2,2,1,4,0,2,1,3,6,2
5 - Καβάλας,57 E.T. Δήμου Καβάλας,593,316,3,4,7,309,104,46,44,26,14,24,8,102,27,29,44,13,40,8,10,4,2,3,3,22,1,10,11,3,1,5,20,11,8,8,3,4,2,6,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,2,1,6,3,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,11,2,3,4,2,0,0,0,0,0,8,6
5 - Καβάλας,58 E.T. Δήμου Καβάλας,568,312,5,2,7,305,95,39,30,15,9,24,4,118,31,32,50,9,38,19,22,2,3,6,2,15,1,6,3,2,3,3,21,7,3,7,1,3,2,4,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,7,5,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,2,1,3,1,2,0,1,0,0,7,2
5 - Καβάλας,59 E.T. Δήμου Καβάλας,573,289,3,4,7,282,85,32,31,17,7,13,10,106,30,41,50,11,26,11,9,5,4,4,2,21,0,11,10,4,0,5,18,9,2,6,1,5,2,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,2,4,2,7,1,1,0,0,0,0,2,1,1,0,0,2,2,0,0,0,0,0,10,0,4,6,3,5,1,0,3,2,5,5
5 - Καβάλας,60 E.T. Δήμου Καβάλας,591,277,4,3,7,270,90,28,37,11,9,21,10,99,19,32,46,3,30,14,11,5,1,2,0,11,1,6,4,2,2,2,12,4,2,2,2,2,1,11,0,3,4,1,0,0,0,0,0,0,2,0,0,0,2,0,2,15,1,2,0,6,1,0,0,0,1,0,3,0,1,1,0,2,1,0,0,1,0,0,3,0,2,1,0,2,0,0,0,1,8,2
5 - Καβάλας,61 E.T. Δήμου Καβάλας,578,290,0,0,0,290,88,29,35,9,12,19,11,115,25,50,51,7,28,13,11,6,4,3,1,19,2,11,11,0,0,5,14,4,1,6,6,3,1,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,14,4,1,0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,3,2,3,2,5,1,2,2,0,6,4
5 - Καβάλας,62 E.T. Δήμου Καβάλας,577,294,3,0,3,291,105,41,37,19,9,16,11,98,23,35,38,11,27,14,9,3,2,3,2,31,3,14,13,3,4,5,21,11,3,7,0,3,6,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,7,3,1,0,4,0,0,0,0,0,0,2,1,0,1,0,2,2,1,0,0,0,0,8,2,1,0,3,2,1,0,0,0,2,0
5 - Καβάλας,63 E.T. Δήμου Καβάλας,574,292,2,1,3,289,95,50,34,12,6,16,13,107,24,32,40,11,39,7,13,5,6,1,0,16,2,6,6,5,2,3,11,4,5,1,1,2,2,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,1,6,5,5,1,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,11,3,4,2,1,3,0,0,1,1,3,2
5 - Καβάλας,64 E.T. Δήμου Καβάλας,555,306,5,4,9,297,91,43,31,16,13,9,6,126,26,39,58,9,31,20,12,6,5,3,2,14,0,9,11,0,1,2,6,0,1,2,1,2,2,6,3,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,17,11,8,5,6,3,1,0,0,0,0,1,0,0,1,1,2,2,1,0,0,0,0,10,2,4,4,2,3,0,0,0,1,7,4
5 - Καβάλας,65 E.T. Δήμου Καβάλας,581,349,3,3,6,343,85,28,29,14,9,19,2,156,34,54,66,7,55,10,7,2,1,0,0,32,1,4,13,0,6,2,16,5,1,6,1,1,0,6,1,2,0,3,0,0,0,0,0,0,2,0,0,0,1,1,2,17,1,0,3,5,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,8,1,3,4,1,3,2,0,1,0,9,6
5 - Καβάλας,66 E.T. Δήμου Καβάλας,601,331,9,4,13,318,75,37,27,12,8,12,8,140,34,43,61,12,39,18,7,3,2,2,1,32,2,12,15,3,5,8,18,3,5,4,1,5,3,8,2,1,2,2,0,0,1,0,0,0,2,1,0,0,0,1,0,9,4,3,0,5,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,12,2,4,3,3,5,1,0,0,1,7,5
5 - Καβάλας,67 E.T. Δήμου Καβάλας,606,339,4,5,9,330,83,39,24,18,10,9,11,152,36,41,78,13,46,10,10,3,3,4,2,28,1,10,16,4,2,5,10,5,3,4,0,1,0,6,1,1,0,0,1,0,1,0,0,0,3,0,0,1,1,0,2,11,3,0,1,5,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,4,1,1,3,3,10,2,3,0,4,8,3
5 - Καβάλας,68 E.T. Δήμου Καβάλας,607,364,3,0,3,361,98,34,35,10,9,10,4,149,26,51,49,2,42,18,11,4,3,2,0,18,5,7,3,2,1,4,26,12,8,4,4,8,4,8,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18,2,4,3,7,2,0,1,0,0,0,3,1,1,1,2,0,0,0,0,0,0,0,19,3,5,4,3,3,2,0,1,0,6,2
5 - Καβάλας,69 E.T. Δήμου Καβάλας,575,328,4,3,7,321,100,33,38,18,7,11,9,128,43,53,54,7,30,17,8,5,2,1,1,14,1,5,8,1,1,2,20,3,3,5,0,0,0,5,1,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,1,17,5,1,4,6,3,0,1,0,0,0,1,0,1,1,0,4,2,0,0,0,0,1,8,1,0,2,0,3,0,0,0,0,9,5
5 - Καβάλας,70 E.T. Δήμου Καβάλας,594,342,3,4,7,335,80,26,19,10,5,9,4,149,29,65,64,6,39,14,15,2,5,2,3,25,1,9,13,1,3,3,14,4,3,5,0,1,0,4,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,15,4,1,4,1,2,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,16,2,2,4,1,6,1,1,1,2,7,2
5 - Καβάλας,71 E.T. Δήμου Καβάλας,591,313,4,2,6,307,99,38,34,29,13,13,6,113,24,36,57,10,28,7,7,3,3,2,2,23,3,3,13,3,1,3,12,3,2,3,1,4,1,6,2,1,0,2,0,0,2,0,0,0,1,1,0,0,0,0,1,14,4,1,4,1,3,2,0,0,0,0,2,0,1,0,1,2,2,0,0,0,0,0,14,1,3,6,4,6,2,1,2,3,6,2
5 - Καβάλας,72 E.T. Δήμου Καβάλας,589,320,0,7,7,313,84,28,33,18,13,15,10,140,38,30,63,6,54,7,5,2,0,2,0,26,1,5,13,1,3,12,9,5,0,4,0,1,1,7,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,1,2,5,1,0,0,0,0,0,3,1,1,2,2,5,5,0,0,0,1,2,12,4,3,6,3,6,0,1,2,2,1,1
5 - Καβάλας,73 E.T. Δήμου Καβάλας,612,367,8,4,12,355,100,35,47,10,12,22,13,130,35,35,49,13,46,13,8,2,1,3,2,45,3,12,22,6,7,8,19,6,8,4,3,7,1,6,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,18,4,3,5,5,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,12,1,1,3,3,7,1,1,3,4,5,4
5 - Καβάλας,74 E.T. Δήμου Καβάλας,578,324,1,3,4,320,76,30,27,18,8,17,8,142,29,48,65,11,38,12,10,4,4,1,2,22,1,9,12,0,2,4,15,5,2,4,0,2,1,7,1,3,1,2,0,0,1,0,0,0,2,1,0,1,0,0,0,10,1,1,4,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,0,14,2,3,1,2,10,2,4,2,4,5,0
5 - Καβάλας,75 E.T. Δήμου Καβάλας,603,356,6,7,13,343,82,33,34,12,5,10,10,166,43,58,73,11,43,10,8,1,3,1,1,23,3,8,9,2,1,4,17,6,5,5,0,0,1,6,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,18,6,5,3,8,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,10,0,2,1,4,6,1,2,1,0,4,0
5 - Καβάλας,76 E.T. Δήμου Καβάλας,565,321,3,2,5,316,93,35,34,19,10,14,4,155,37,46,73,13,51,10,6,3,2,0,0,13,0,2,6,3,1,4,12,0,4,2,0,4,4,2,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,1,1,8,4,1,2,1,2,1,1,0,0,0,2,1,0,0,2,2,2,0,0,0,0,0,15,2,2,4,5,4,0,2,2,3,1,1
5 - Καβάλας,77 E.T. Δήμου Καβάλας,591,318,5,1,6,312,88,31,30,18,7,13,4,135,32,44,54,14,44,12,5,2,0,0,0,22,0,9,12,0,3,3,12,4,2,2,1,4,1,4,1,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,2,13,2,2,0,4,1,1,0,0,0,0,7,1,0,1,4,0,0,0,0,0,0,0,12,0,4,5,3,5,0,1,0,1,7,3
5 - Καβάλας,78 E.T. Δήμου Καβάλας,571,302,3,4,7,295,89,47,35,11,6,21,6,112,35,35,50,7,49,16,4,1,0,0,1,28,1,13,6,2,8,6,28,9,9,10,2,4,2,7,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13,6,0,4,5,3,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,4,1,1,0,0,1,0,0,1,0,4,0
5 - Καβάλας,79 E.T. Δήμου Καβάλας,563,308,3,3,6,302,103,43,40,18,9,10,2,115,22,38,49,7,33,15,2,1,0,1,0,14,0,5,10,2,1,7,14,5,4,8,1,2,1,7,1,1,0,1,0,0,1,0,1,1,2,1,0,0,0,0,1,21,8,3,6,3,3,0,0,0,0,0,4,1,2,0,1,2,2,0,0,0,0,0,9,4,0,3,2,4,2,1,0,1,4,0
5 - Καβάλας,80 E.T. Δήμου Καβάλας,586,301,3,5,8,293,87,30,24,18,8,16,4,119,36,39,61,8,36,8,10,4,2,1,1,23,2,8,7,0,6,4,12,0,0,2,3,3,2,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,22,9,6,3,5,1,4,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,7,1,3,1,1,1,0,0,0,0,4,1
5 - Καβάλας,81 E.T. Δήμου Καβάλας,574,312,12,2,14,298,102,42,36,17,6,13,6,107,27,28,37,6,34,12,5,2,1,0,0,21,0,6,12,4,2,4,17,3,2,4,1,1,2,10,0,2,1,1,0,0,1,0,0,0,4,1,0,0,3,0,4,12,1,2,2,3,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,7,1,2,3,3,6,1,0,1,3,4,1
5 - Καβάλας,82 E.T. Δήμου Καβάλας,577,303,5,5,10,293,92,34,40,22,10,15,4,112,33,36,50,3,36,12,4,3,3,0,0,18,0,7,11,1,4,3,22,8,6,10,0,4,3,5,5,1,2,1,2,0,2,0,0,0,4,1,1,1,0,0,3,10,2,1,1,3,0,1,0,0,0,0,2,0,0,1,0,2,2,0,1,0,0,0,10,2,2,2,1,3,1,1,1,2,5,3
5 - Καβάλας,83 E.T. Δήμου Καβάλας,595,340,6,1,7,333,118,48,31,26,10,17,10,120,29,38,41,6,43,13,14,4,3,2,1,19,0,11,15,0,1,0,16,5,5,6,2,3,1,9,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,11,4,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,3,3,2,2,3,1,0,1,0,5,3
5 - Καβάλας,84 E.T. Δήμου Καβάλας,578,305,6,2,8,297,93,31,42,18,7,19,7,110,29,32,41,11,37,7,12,2,1,1,2,20,2,3,7,5,4,1,14,4,2,3,2,1,1,8,0,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,2,10,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,1,3,3,4,0,1,2,3,12,8
5 - Καβάλας,85 E.T. Δήμου Καβάλας,567,294,7,4,11,283,85,36,27,19,6,14,6,110,23,34,54,8,37,9,11,3,5,4,2,20,1,9,12,1,0,3,10,4,1,2,0,1,2,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,4,3,0,10,4,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,8,1,2,1,1,6,3,3,0,2,1,1
5 - Καβάλας,86 E.T. Δήμου Καβάλας,575,304,8,5,13,291,84,33,26,14,7,15,8,120,31,36,51,6,42,13,7,4,1,2,0,25,0,6,14,4,3,8,10,3,2,3,1,1,2,5,1,3,1,1,0,0,1,0,1,0,3,0,0,0,1,1,2,12,6,1,1,3,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,14,1,2,1,2,5,1,0,0,2,2,1
5 - Καβάλας,87 E.T. Δήμου Καβάλας,564,311,11,2,13,298,115,50,38,15,5,24,10,114,27,43,38,6,30,11,6,2,2,1,0,15,1,6,9,0,0,2,5,0,3,0,1,3,1,9,0,2,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,14,7,2,2,6,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,6,1,2,2,2,4,1,0,1,1,6,3
5 - Καβάλας,88 E.T. Δήμου Καβάλας,580,305,1,3,4,301,98,51,31,23,4,20,9,111,20,38,49,5,40,6,11,2,5,5,1,23,0,13,13,6,1,2,13,4,2,3,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,4,3,2,3,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,14,2,9,6,3,5,2,2,1,2,5,3
5 - Καβάλας,89 E.T. Δήμου Καβάλας,578,309,2,1,3,306,97,46,30,12,8,11,7,124,24,37,54,9,41,15,6,5,3,2,2,12,1,6,7,1,0,2,18,7,3,4,1,3,3,10,0,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,13,4,2,0,4,1,1,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,7,0,0,0,0,4,1,1,0,1,10,5
5 - Καβάλας,90 E.T. Δήμου Καβάλας,578,299,6,1,7,292,73,35,26,18,5,11,5,116,30,21,53,4,63,14,7,2,1,1,0,21,2,8,10,2,3,2,13,3,3,2,0,5,1,7,0,3,2,1,0,0,0,0,0,0,2,0,1,0,2,0,1,28,7,2,5,6,4,2,0,0,0,0,6,1,1,4,2,0,0,0,0,0,0,0,9,3,3,4,0,3,1,0,1,1,7,5
5 - Καβάλας,91 E.T. Δήμου Καβάλας,578,306,5,3,8,298,85,29,27,18,4,19,7,102,25,29,46,15,28,11,9,6,4,3,1,28,2,7,13,0,2,10,18,7,5,7,0,3,0,5,1,1,4,1,1,0,0,0,0,0,1,0,1,0,0,0,1,21,4,6,3,8,2,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,3,6,2,4,0,0,0,0,9,3
5 - Καβάλας,92 E.T. Δήμου Καβάλας,561,308,4,1,5,303,100,41,26,18,8,20,6,126,31,38,55,11,47,12,6,3,1,1,0,23,1,9,14,3,3,2,9,3,2,2,0,1,4,7,2,2,0,4,0,0,1,0,1,0,3,0,1,0,0,0,1,8,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,6,1,0,0,0,2,0,0,0,1,8,4
5 - Καβάλας,93 E.T. Δήμου Καβάλας,569,326,3,3,6,320,99,30,35,29,4,17,8,127,41,37,48,7,43,12,12,6,3,3,1,24,1,0,11,3,2,2,12,1,3,1,4,3,3,6,0,1,1,2,0,0,3,0,1,1,2,0,0,0,2,0,2,14,6,1,5,2,3,0,0,0,0,0,2,0,0,1,2,2,1,0,0,0,0,0,10,2,2,1,2,2,1,0,1,0,5,4
5 - Καβάλας,94 E.T. Δήμου Καβάλας,548,301,5,4,9,292,81,33,34,16,4,7,12,120,32,40,43,8,41,17,9,3,4,3,3,26,0,11,11,4,1,4,10,6,3,4,2,0,2,4,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,2,14,3,3,1,7,3,2,2,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,9,2,1,1,2,4,1,0,1,2,8,4
