ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΡΗΤΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σωτηρίου,ΣΕΜΕΡΤΖΙΔΟΥ ΑΝΝΑ του Σάββα,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΖΗΣΗΣ του Αθανασίου,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΖΩΓΡΑΦΟΥ - ΤΣΑΝΤΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ του Οδυσσέα,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ του Ευαγγέλου,ΦΟΥΝΤΟΥΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αχιλλέα,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΑΤΣΑΡΑ-ΧΡΗΣΤΟΥ ΕΙΡΗΝΗ του Νικολάου,ΚΟΥΡΤΙΔΗΣ ΘΩΜΑΣ του Χαραλάμπους,ΣΑΧΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Ισαάκ,ΤΑΠΚΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΜΑΚΡΙΔΟΥ ΑΓΑΘΗ του Βασιλείου,ΜΠΟΓΔΑΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΠΑΠΑΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ιωάννη,Κ.Κ.Ε.,ΔΡΟΣΟΓΛΟΥ ΣΤΑΥΡΟΣ του Νικολάου,ΜΠΟΥΦΚΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ένωση Κεντρώων,ΑΝΑΣΤΑΣΙΟΥ ΣΤΑΥΡΟΣ του Ιωάννη,ΔΗΜΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Χαραλάμπους,ΔΟΥΛΚΕΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΠΟΥΣΙΝΗΣ ΣΤΑΥΡΟΣ του Πέτρου,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευάγγελου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΕΡΑΤΙΔΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΠΑΚΑΛΑΚΗ ΟΛΓΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΑΝΑΣ ΑΡΓΥΡΙΟΣ του Σταύρου,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Χαραλάμπους,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΟΡΜΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΦΑΝΤΙΔΗΣ ΦΩΤΙΟΣ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΥΓΕΡΟΥ ΜΑΡΙΑΝΝΑ του Αθανασίου,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΙΔΗΣ ΖΑΦΕΙΡΙΟΣ του Ιωάννη,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΤΡΙΚΑΛΙΩΤΗ ΑΙΚΑΤΕΡΙΝΗ του Αποστόλου,ΤΣΕΜΠΕΡΛΙΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αναστασίου,Κ.Κ.Ε. (μ-λ),ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΚΟΤΑΝΙΔΟΥ ΜΑΡΙΑ του Δημητρίου ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΕΥΘΥΜΙΑΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΚΚΙΝΟΜΑΓΟΥΛΟΥ ΜΑΡΙΑ του Ίον,Λαϊκή Ενότητα,ΚΡΗΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΜΗΛΩΣΗ ΝΙΝΑ του Χρήστου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΜέΡΑ25,ΔΟΥΡΔΟΥΜΠΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΑΡΚΟΥΔΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Αθανασίου,ΜΑΥΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Κυριάκου,ΠΟΖΑΡΛΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΟΥΣΙΑΣ ΛΕΩΝΙΔΑΣ του Αθανασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΑΚΡΙΔΗΣ ΦΩΤΙΟΣ του Ευαγγέλου,ΜΑΤΣΑΚΙΔΟΥ ΑΝΘΙΑ του Βασιλείου -  Ελευθερίου,ΜΠΟΣΝΕΑ ΣΟΦΙΑ του Ιωάννη,ΧΑΪΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΡΕΝΤΖΟΥΛΑΣ ΑΝΔΡΕΑΣ του Γεωργίου ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,187 E.T. Δήμου Πέλλας,463,267,5,2,7,260,75,4,29,8,18,28,19,124,42,6,0,0,60,34,9,0,0,0,0,23,0,3,2,2,1,13,4,1,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,2,2,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,2,0
11 - Πέλλας,188 E.T. Δήμου Πέλλας,562,316,6,2,8,308,87,6,18,5,15,33,24,129,43,18,45,1,53,27,14,0,0,0,0,24,5,7,1,0,4,15,6,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,3,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,1,1,0,0,7,0,0,0,0,0,0,9,0
11 - Πέλλας,189 E.T. Δήμου Πέλλας,568,322,1,1,2,320,90,5,4,3,18,52,22,156,27,18,59,3,65,43,11,3,3,6,2,13,6,3,0,0,2,9,6,0,1,2,0,0,2,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,4,8,4,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,1,12,7,2,0,0,0,0,3,0
11 - Πέλλας,190 E.T. Δήμου Πέλλας,569,331,2,2,4,327,63,6,11,1,13,32,16,168,42,27,62,2,72,28,5,0,0,3,0,36,7,9,6,1,3,25,3,1,0,1,0,0,1,7,1,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18,3,6,5,2,1,3,1,0,0,1,0,0,2,2,2,0,0,0,0,7,1,0,3,0,0,8,7,3,1,0,0,0,7,4
11 - Πέλλας,191 E.T. Δήμου Πέλλας,567,310,4,2,6,304,91,10,13,8,20,37,32,117,21,30,52,7,54,28,8,2,2,3,2,24,5,10,1,3,0,13,9,2,0,6,3,0,6,5,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,20,2,5,3,2,2,5,0,0,0,0,0,0,4,4,1,1,1,0,0,9,1,2,3,3,3,10,10,0,0,0,0,0,4,1
11 - Πέλλας,192 E.T. Δήμου Πέλλας,565,319,3,2,5,314,86,8,22,5,17,29,23,112,22,18,55,1,57,27,14,0,0,0,0,26,8,5,6,0,3,12,13,1,3,3,0,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,1,10,2,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,12,2,4,2,1,0,12,0,0,0,0,0,0,8,0
11 - Πέλλας,193 E.T. Δήμου Πέλλας,532,282,5,2,7,275,60,6,7,3,5,34,16,124,24,29,59,2,61,19,14,2,4,8,3,28,6,2,0,1,2,17,10,0,3,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,10,1,5,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,2,7,7,0,1,1,0,0,4,3
11 - Πέλλας,194 E.T. Δήμου Πέλλας,564,308,7,2,9,299,103,4,16,7,19,40,34,97,23,16,27,1,42,16,7,2,2,2,2,29,9,12,4,0,0,19,7,1,0,0,1,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,9,4,3,1,4,0,0,0,0,0,0,2,1,0,0,0,0,0,17,2,3,4,1,0,2,1,0,0,0,0,0,2,5
11 - Πέλλας,195 E.T. Δήμου Πέλλας,554,321,8,1,9,312,68,7,6,4,17,41,23,150,30,36,27,5,74,25,15,0,0,0,0,26,9,4,3,0,2,17,7,0,0,6,1,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,11,2,4,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,2,0,1,5,0,0,0,0,0,0,7,0
11 - Πέλλας,196 E.T. Δήμου Πέλλας,31,16,0,0,0,16,6,0,4,1,1,4,1,8,2,1,5,0,2,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 - Πέλλας,197 E.T. Δήμου Πέλλας,27,16,0,0,0,16,2,0,0,0,1,2,0,8,0,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0
11 - Πέλλας,198 E.T. Δήμου Πέλλας,495,298,3,1,4,294,97,4,37,8,13,56,30,89,29,13,26,2,33,15,12,0,0,0,0,35,10,13,1,4,0,19,7,1,2,5,1,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,8,1,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2,1,1,10,0,0,0,0,0,0,4,0
11 - Πέλλας,199 E.T. Δήμου Πέλλας,437,288,1,1,2,286,88,6,22,1,27,54,24,117,28,13,41,2,56,27,8,2,2,3,1,28,7,12,0,7,4,16,4,0,3,3,1,0,1,3,1,1,1,2,0,1,1,0,0,0,0,2,1,2,0,0,0,1,10,3,5,2,3,1,3,0,0,0,0,0,0,1,1,1,1,1,0,1,12,1,3,7,1,3,5,4,1,1,0,0,0,6,2
11 - Πέλλας,200 E.T. Δήμου Πέλλας,555,378,4,4,8,370,175,1,92,0,38,111,6,113,18,46,0,45,7,0,8,0,0,0,0,24,1,1,2,0,5,17,17,2,7,7,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,0,1,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,0,0,0,0,0,0,0,5,0
11 - Πέλλας,201 E.T. Δήμου Πέλλας,545,359,5,3,8,351,124,0,57,1,14,85,3,150,48,24,76,0,60,25,6,0,0,0,0,25,2,0,1,2,13,14,9,0,2,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,1,2,2,1,9,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,7,0
11 - Πέλλας,202 E.T. Δήμου Πέλλας,477,246,4,2,6,240,98,0,59,3,22,57,8,93,16,17,37,6,48,29,8,0,0,0,0,13,2,2,0,0,0,10,5,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,2,1,0,3,0,0,0,0,0,0,4,0
11 - Πέλλας,203 E.T. Δήμου Πέλλας,356,206,11,0,11,195,109,1,66,4,22,60,6,51,14,5,31,1,15,8,4,0,1,3,0,14,1,5,0,1,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,2,0,0,1,1
11 - Πέλλας,204 E.T. Δήμου Πέλλας,359,192,4,1,5,187,82,3,54,2,4,44,4,53,12,5,23,1,26,16,4,0,0,0,0,18,3,6,0,1,1,10,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,11,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,6,0
11 - Πέλλας,205 E.T. Δήμου Πέλλας,547,248,4,1,5,243,65,8,5,12,18,22,28,120,32,11,56,8,27,55,9,0,0,0,0,13,9,4,4,0,0,1,7,0,1,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,12,3,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,3,0
11 - Πέλλας,206 E.T. Δήμου Πέλλας,541,274,3,0,3,271,42,2,7,5,7,27,14,157,48,20,89,5,32,64,13,0,0,0,0,17,6,4,10,1,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,23,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11 - Πέλλας,207 E.T. Δήμου Πέλλας,530,286,5,1,6,280,60,6,1,6,10,35,13,146,44,16,71,7,26,61,13,0,0,0,0,17,9,1,4,1,3,5,4,0,0,2,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,16,4,8,1,2,4,3,0,0,0,0,3,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0
11 - Πέλλας,208 E.T. Δήμου Πέλλας,532,232,5,2,7,225,54,4,4,5,11,21,15,97,29,9,35,4,31,44,14,0,0,0,0,8,1,1,3,0,1,3,7,1,0,2,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,2,23,1,2,3,1,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11 - Πέλλας,209 E.T. Δήμου Πέλλας,512,269,4,2,6,263,56,8,8,5,12,26,18,116,19,20,61,11,37,53,12,0,0,0,0,25,9,1,8,1,5,13,11,1,1,6,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,2,4,5,0,1,1,0,0,0,0,0,0,10,0
11 - Πέλλας,210 E.T. Δήμου Πέλλας,515,267,4,0,4,263,42,10,4,5,13,18,8,152,55,14,111,14,34,60,9,0,0,0,0,11,1,1,6,1,0,0,10,1,3,5,1,1,3,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,20,1,17,1,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,2,1,3,3,0,0,0,0,0,0,3,0
11 - Πέλλας,211 E.T. Δήμου Πέλλας,514,229,6,1,7,222,56,10,3,4,7,33,11,123,50,9,55,2,26,49,8,0,0,0,0,9,4,4,2,0,1,2,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0
11 - Πέλλας,212 E.T. Δήμου Πέλλας,510,246,4,1,5,241,60,6,11,4,15,25,17,98,25,8,29,0,33,31,18,0,0,0,0,9,2,0,5,2,1,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,20,1,14,1,1,1,4,1,0,0,0,0,0,0,0,0,2,0,0,0,11,1,2,1,0,2,6,0,0,0,0,0,0,7,0
11 - Πέλλας,213 E.T. Δήμου Πέλλας,530,245,5,5,10,235,43,4,5,7,6,17,13,128,43,13,52,5,38,42,11,0,0,0,0,11,7,3,2,0,0,5,5,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,4,15,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0
11 - Πέλλας,214 E.T. Δήμου Πέλλας,513,250,2,2,4,246,43,4,6,5,7,23,13,149,36,22,78,5,37,53,18,0,0,0,0,6,2,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,2,0,0,0,0,0,0,5,0
11 - Πέλλας,215 E.T. Δήμου Πέλλας,515,242,3,1,4,238,43,4,4,3,6,20,15,120,43,10,70,5,28,41,7,0,1,7,1,23,13,0,8,3,1,10,8,0,2,3,0,0,5,3,2,2,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17,2,14,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,3,3,2,0,6,6,0,1,0,0,0,3,0
11 - Πέλλας,216 E.T. Δήμου Πέλλας,554,286,5,0,5,281,52,2,6,4,9,30,17,163,68,12,57,6,36,69,16,0,0,0,0,15,8,3,2,0,1,5,3,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,15,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,4,0
11 - Πέλλας,217 E.T. Δήμου Πέλλας,403,241,5,2,7,234,53,4,5,8,4,27,12,107,26,26,51,8,36,23,18,0,0,0,0,20,14,2,9,0,2,5,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,3,16,3,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
11 - Πέλλας,218 E.T. Δήμου Πέλλας,401,233,2,2,4,229,69,4,4,1,10,28,31,108,28,15,50,4,34,33,7,0,0,3,1,23,4,2,6,6,0,15,3,1,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,6,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0
11 - Πέλλας,219 E.T. Δήμου Πέλλας,411,257,1,1,2,255,53,3,4,4,5,22,32,148,32,16,80,4,48,44,14,1,1,1,3,15,6,0,3,3,1,9,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,2,2,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0
11 - Πέλλας,220 E.T. Δήμου Πέλλας,478,225,3,3,6,219,66,3,2,7,22,28,10,104,20,19,52,2,40,21,8,0,2,7,2,19,12,2,3,0,0,8,6,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,0,0,0,0,0,0,0,3,0
11 - Πέλλας,221 E.T. Δήμου Πέλλας,450,192,2,0,2,190,50,6,3,11,12,17,11,102,19,9,54,3,28,40,3,0,2,1,0,4,3,0,1,0,0,0,10,0,1,3,0,1,5,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,1,5,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,3,0
11 - Πέλλας,222 E.T. Δήμου Πέλλας,460,200,4,1,5,195,47,6,3,6,20,17,3,103,21,11,51,2,34,30,6,1,0,3,0,6,2,0,5,0,3,1,5,0,0,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,10,1,3,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0
11 - Πέλλας,223 E.T. Δήμου Πέλλας,396,260,0,1,1,259,78,7,16,5,8,57,7,124,35,32,28,13,53,32,5,4,1,0,3,13,6,1,1,1,0,7,2,0,0,1,0,0,1,10,4,0,1,1,1,0,0,0,0,0,0,3,0,3,0,3,0,0,12,2,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,2,2,3,3,1,0,0,0,0,4,4
11 - Πέλλας,224 E.T. Δήμου Πέλλας,483,323,1,2,3,320,66,4,11,5,17,47,4,204,5,53,90,12,73,18,15,0,0,0,0,6,3,0,0,0,0,4,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,9,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,1,1,1,1,4,0,0,0,0,0,0,1,0
11 - Πέλλας,225 E.T. Δήμου Πέλλας,479,334,1,0,1,333,140,5,14,7,11,101,6,128,38,15,85,5,37,73,6,0,0,0,0,22,14,2,0,5,5,3,9,2,1,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,3,2,0,1,1,0,0,0,0,0,0,2,0
11 - Πέλλας,226 E.T. Δήμου Πέλλας,536,288,3,1,4,284,78,4,9,6,17,35,13,115,28,8,45,1,62,23,8,0,0,0,0,27,17,2,2,0,6,8,4,0,1,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,6,11,2,6,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,5,0,2,7,0,0,0,0,0,0,5,0
11 - Πέλλας,227 E.T. Δήμου Πέλλας,541,319,6,0,6,313,50,3,11,3,9,23,11,142,40,12,55,4,65,39,18,0,0,0,0,47,21,8,3,5,6,14,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29,7,9,1,6,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,0,1,3,4,0,0,0,0,0,0,8,0
11 - Πέλλας,228 E.T. Δήμου Πέλλας,512,283,4,3,7,276,77,9,7,5,20,45,10,117,23,15,38,2,59,32,12,0,0,0,0,23,16,6,1,0,5,5,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,6,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,1,1,0,5,0,0,0,0,0,0,1,0
11 - Πέλλας,229 E.T. Δήμου Πέλλας,551,293,2,2,4,289,68,4,13,2,10,41,10,123,19,17,47,3,60,41,10,0,0,0,0,30,5,5,1,0,4,19,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,4,10,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1,1,0,7,0,0,0,0,0,0,3,0
11 - Πέλλας,230 E.T. Δήμου Πέλλας,562,344,4,4,8,336,82,12,18,5,23,38,17,161,78,17,48,8,56,22,5,0,2,3,1,54,47,7,4,0,3,5,7,0,2,1,1,1,3,2,1,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,13,7,6,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,5,3
11 - Πέλλας,231 E.T. Δήμου Πέλλας,561,358,2,2,4,354,81,9,12,2,41,39,14,189,82,29,63,6,75,28,9,0,0,0,0,50,40,3,4,2,2,10,5,0,0,3,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,3,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0
11 - Πέλλας,232 E.T. Δήμου Πέλλας,569,387,1,0,1,386,88,6,12,5,28,42,17,194,73,32,55,8,81,32,14,0,0,0,0,47,39,10,7,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,23,5,9,3,7,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,9,0,0,0,0,0,0,2,0
11 - Πέλλας,233 E.T. Δήμου Πέλλας,284,177,1,1,2,175,55,0,9,0,12,37,6,78,15,16,35,2,23,27,4,0,0,0,0,13,3,1,1,0,2,7,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,5,4,0,0,0,0,0,0,4,0
