ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Θωμά,ΒΑΓΕΝΑ ΚΗΛΑΗΔΟΝΗ ΑΝΝΑ χήρα Λουκιανού,ΓΕΛΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΖΩΓΡΑΦΟΣ ΒΑΣΙΛΕΙΟΣ του Χρήστου,ΚΑΡΙΠΙΔΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΚΟΚΚΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΛΗΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΙΤΗ) του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αβραάμ,ΣΟΥΡΛΑΝΤΖΗ ΖΑΧΑΡΑΚΗ ΧΑΡΙΚΛΕΙΑ (ΡΟΥΛΑ) του Γεωργίου,ΧΡΗΣΤΟΥ ΧΡΥΣΟΥΛΑ του Χαράλαμπου,Νέα Δημοκρατία,ΑΔΑΜΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΑΞΙΟΓΛΟΥ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΑΛΛΑ ΘΕΟΔΩΡΑ του Μάρκου,ΚΑΡΑΒΑΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΑΡΑΧΑΛΙΟΣ ΘΕΟΦΙΛΟΣ του Σωτηρίου,ΚΑΤΣΙΑΝΤΩΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΕΛΛΑΣ ΧΡΗΣΤΟΣ του Αχιλλέα,ΜΠΙΖΙΟΥ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΣΙΑΦΑΡΙΚΑ ΑΘΗΝΑ του Παύλου,ΤΖΑΝΑΚΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΧΑΡΑΚΟΠΟΥΛΟΣ ΜΑΞΙΜΟΣ του Παντελή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΗΣΗ ΖΑΧΑΡΟΥΛΑ του Κωνσταντίνου,ΛΑΜΠΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΛΙΑΠΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΜΠΙΛΛΗ-ΤΣΙΤΣΕ ΜΑΡΙΑ συζ. Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ-ΔΟΥΚΑΣ ΝΙΚΟΛΑΟΣ-ΙΩΑΝΝΗΣ του Δημητρίου,ΤΖΟΥΤΣΑΣ ΠΕΤΡΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΑΓΟΡΙΤΣΑ ΦΑΝΗ του Θεόφιλου,ΓΑΛΛΙΟΥ ΜΑΡΙΑ του Ιωάννη,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Γρηγορίου,ΚΟΥΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΙΑΚΟΥΛΗ ΕΥΑΓΓΕΛΙΑ του Θεοφάνη,ΜΑΡΟΥ ΜΑΙΡΗ του Ιωάννη,ΜΠΑΡΓΙΩΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Δημητρίου (Τάκη),ΣΑΧΙΝΙΔΗΣ ΦΙΛΙΠΠΟΣ του Δημητρίου,ΤΟΛΙΚΑΣ ΜΙΧΑΗΛ του Στεργίου,ΤΣΙΤΑ ΒΑΣΙΛΙΚΗ του Γεωργίου,Κ.Κ.Ε.,ΑΒΡΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΑΡΖΟΜΑΝΙΔΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΓΑΒΑΛΑ ΜΑΡΙΑ του Ρωσσέτου,ΔΑΣΚΑΛΑΚΗ ΑΓΓΕΛΑ του Μιχαήλ,ΚΑΡΥΩΤΗ ΚΥΡΙΑΚΗ του Αθανασίου,ΚΡΙΚΗΣ ΠΕΤΡΟΣ του Χρήστου,ΛΑΜΠΡΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Αριστείδη,ΜΑΡΟΥΔΑΣ ΡΙΖΟΣ του Κυριαζή,ΠΑΣΧΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΤΣΙΑΠΛΕΣ ΑΝΑΣΤΑΣΙΟΣ του Θωμά,ΤΣΙΚΡΙΤΣΗΣ ΑΣΤΕΡΙΟΣ του Αντωνίου,Ένωση Κεντρώων,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΚΑΦΕΝΟΥΔΗ ΙΩΑΝΝΑ του Ευαγγέλου,ΛΕΚΚΟΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΜΑΝΤΕΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΑΣΙΚΑ ΖΩΗ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΝΤΑΖΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΑΝΙΔΑ ΜΑΡΙΝΑ του Κωνσταντίνου,ΤΣΕΤΣΙΛΑΣ ΑΘΑΝΑΣΙΟΣ του Πέτρου,ΤΣΙΑΜΟΥΡΑ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΠΑΝΤΑΖΗΣ ΚΥΡΙΑΚΟΣ του Σάββα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΝΗΚΟΜΣΙΟΥ ΘΕΟΦΑΝΗΣ του Αποστόλου,ΚΑΡΑΝΑΣΤΑΣΗ ΑΙΚΑΤΕΡΙΝΗ του Χρήστου,ΣΙΟΥΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΤΣΑΜΟΥΡΗ ΦΩΤΕΙΝΗ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΚΟΥΖΙΩΚΑΣ ΑΠΟΣΤΟΛΟΣ του Χρήστου,ΚΑΡΑΒΕΝΤΖΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΡΑΓΚΟΥΝΗ ΑΝΘΗ του Ιωάννη,ΝΑΚΟΥ ΛΑΜΠΡΙΝΗ του Απόστολου,ΝΤΟΥΛΑΠΤΣΗΣ ΓΕΩΡΓΙΟΣ του Παρασκευά,ΠΕΡΙΣΤΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ναπολέοντος,ΡΑΜΙΩΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΒΑΡΝΑΣ ΓΡΗΓΟΡΙΟΣ του Ιωάννη,ΣΙΔΗΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Γεωργίου,ΤΣΙΟΥΤΡΑ ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΦΩΤΙΟΥ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΚΑΜΠΟΖΗΣ ΠΑΡΑΣΧΟΣ (ΠΑΡΗΣ) του Θεοδώρου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΖΩΚΑΣ ΔΑΜΙΑΝΟΣ του Γρηγορίου,ΚΕΣΙΔΟΥ ΓΕΩΡΓΙΑ του Λαζάρου,ΚΟΚΚΑΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΚΩΤΣΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αποστόλου,ΜΑΝΤΖΙΟΥ ΦΑΝΗ του Ιωάννη,ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΑΛΑΤΣΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΝΑΣΙΚΑΣ ΝΑΣΟΥΛΙΑΣ του Γρηγορίου,ΣΔΡΟΛΙΑΣ ΛΑΜΠΡΟΣ του Γεωργίου,ΦΟΥΝΤΑ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΖΥΓΟΓΙΩΡΓΟΣ ΝΙΚΟΛΑΟΣ του Αστερίου,ΚΑΝΑΚΗΣ ΜΙΧΑΗΛ του Πέτρου,ΚΟΚΚΙΝΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΜΑΝΤΑ ΣΤΥΛΙΑΝΗ του Χρήστου,ΧΑΤΖΗ ΑΓΓΕΛΙΚΗ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΖΑΡΔΑΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΟΥΚΑΣ ΓΕΩΡΓΙΟΣ-ΑΝΤΩΝΙΟΣ του Δημητρίου,Λαϊκή Ενότητα,ΒΡΥΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΓΙΑΝΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΘΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΜΠΑΛΑΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΟΛΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜέΡΑ25,ΙΩΑΝΝΟΥ ΔΙΑΜΑΝΤΩ-ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΚΑΝΑΡΕΛΗ ΣΤΑΜΑΤΙΝΑ του Γεωργίου,ΛΟΚΑ ΠΟΛΥΞΕΝΗ (ΤΖΕΝΗ) του Βασιλείου,ΝΑΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Νικολάου,ΣΟΦΙΚΙΤΗΣ ΠΕΤΡΟΣ του Ανδρέα,ΦΟΙΝΙΚΙΑΔΗΣ ΜΙΧΑΗΛ του Αναστασίου,ΧΛΟΠΤΣΙΟΣ ΙΩΑΝΝΗΣ του Πασχάλη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΚΕΝΣ ΓΕΩΡΓΙΟΣ-ΡΕΝΕ του Ντέτλεφ,ΚΟΛΤΣΙΔΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΜΠΟΛΜΑΤΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΔΑΡΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΑΓΕΩΡΓΟΣ ΛΑΜΠΡΟΣ του Ταξιάρχη,ΣΚΡΕΤΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,Ανεξάρτητοι Υποψήφιοι,ΝΤΡΙΓΚΟΓΙΑΣ ΧΡΗΣΤΟΣ του Βασιλείου
22 - Λάρισας,425 E.T. Δήμου Τεμπών,390,238,6,0,6,232,56,56,9,11,4,1,7,25,3,11,0,3,104,8,2,1,8,10,23,27,42,23,27,14,11,3,1,4,2,3,3,2,20,0,3,0,5,8,0,5,1,4,8,0,22,1,1,3,2,2,1,6,3,1,11,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,5
22 - Λάρισας,426 E.T. Δήμου Τεμπών,143,101,1,0,1,100,39,39,1,17,9,7,6,17,1,5,0,5,24,1,1,0,2,4,3,13,4,2,3,14,5,1,2,3,1,0,0,0,4,0,0,0,0,0,0,2,0,2,0,1,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,12,10,0,0,7,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
22 - Λάρισας,427 E.T. Δήμου Τεμπών,527,375,4,6,10,365,116,0,8,32,13,25,13,28,11,9,3,11,126,21,6,3,11,20,25,49,33,13,22,58,20,9,5,7,10,4,2,3,32,1,17,2,4,17,3,4,0,9,6,1,42,6,1,4,1,2,9,8,10,2,17,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,2,2,5,0,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1,1,3,3,1,3,0,0,0,0,0,0,2,1,1,0,0
22 - Λάρισας,428 E.T. Δήμου Τεμπών,521,343,4,1,5,338,89,0,4,30,13,10,7,25,11,9,1,11,134,12,5,2,7,21,36,60,33,20,33,55,7,3,0,1,4,0,0,0,17,2,8,2,0,11,1,5,1,4,2,0,54,2,1,10,1,3,13,19,25,5,27,5,4,2,0,0,0,3,0,0,1,2,1,0,0,2,1,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,18,18,5,7,1,2,2,0,2,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,1,0,1,2,2,1,1,0,0,0,0,0,0,2,0,0,1,0
22 - Λάρισας,429 E.T. Δήμου Τεμπών,523,333,4,5,9,324,94,0,5,24,14,15,15,35,12,7,1,9,116,12,4,3,16,25,20,49,21,17,38,69,3,2,1,2,1,1,1,0,24,0,7,0,0,17,2,8,0,8,1,1,45,1,2,3,5,2,8,11,21,1,20,4,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,1,3,2,4,0,0,3,6,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,9,0,1,0,2,1,1,0,0,3,3,3,3,0,0,7,4,2,0,0
22 - Λάρισας,430 E.T. Δήμου Τεμπών,523,315,9,0,9,306,115,53,9,28,22,18,6,39,12,13,5,14,79,10,3,0,1,13,19,35,16,7,17,39,13,5,3,5,5,5,0,1,18,0,11,1,0,10,1,6,0,3,3,0,32,1,1,8,2,1,9,6,14,4,16,0,5,1,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,5,1,3,3,0,0,1,2,9,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,2,2,9,2,2,2,1,0,0,0,1,3,1,2,1,0,0,4,0,2,0,0
22 - Λάρισας,431 E.T. Δήμου Τεμπών,360,250,1,0,1,249,70,70,4,13,10,10,15,12,7,10,3,2,103,8,0,7,2,13,23,42,40,9,22,53,2,2,1,1,1,1,0,0,40,1,12,0,1,15,12,25,0,8,16,0,9,1,0,2,2,0,1,1,0,0,3,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,2,4,2,0,2,0,0,1,0,0,0,0,0,0,3,3,0,0,0
22 - Λάρισας,432 E.T. Δήμου Τεμπών,377,265,4,1,5,260,70,0,1,6,14,7,10,20,10,15,5,9,130,8,3,1,9,26,24,62,59,14,28,64,1,0,1,1,0,0,0,0,22,0,4,0,1,8,12,13,0,5,12,0,9,0,0,0,0,2,0,3,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,10,1,0,0,0,4,2,1,2,1,0,0,0,0,0,3,0,0,0,0
22 - Λάρισας,433 E.T. Δήμου Τεμπών,288,219,1,2,3,216,45,19,3,12,8,9,6,13,0,7,1,3,99,11,5,2,15,9,17,33,42,4,26,58,0,0,0,0,0,0,0,0,41,1,8,4,2,23,4,16,1,8,10,2,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,2,3,0,0,0,0,0,2,2,1,1,0
22 - Λάρισας,434 E.T. Δήμου Τεμπών,201,142,1,1,2,140,29,14,5,3,6,5,4,5,1,5,2,5,72,9,2,0,1,17,28,29,19,17,15,30,1,0,1,1,1,0,0,0,17,1,2,1,4,9,0,6,1,3,12,0,5,0,1,0,1,0,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0
22 - Λάρισας,435 E.T. Δήμου Τεμπών,231,166,2,0,2,164,56,56,4,7,9,1,3,32,2,8,3,5,64,7,0,3,4,8,11,37,13,5,12,37,4,3,1,1,1,2,0,1,21,0,10,0,1,3,3,5,0,7,2,0,6,1,1,1,1,0,1,1,2,0,4,0,2,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,1,1
22 - Λάρισας,436 E.T. Δήμου Τεμπών,301,210,2,1,3,207,39,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
22 - Λάρισας,437 E.T. Δήμου Τεμπών,282,193,0,2,2,191,49,23,8,12,11,3,2,21,3,4,2,4,69,5,4,0,2,9,14,30,22,20,13,28,3,2,1,0,0,1,1,0,20,1,13,5,0,7,0,6,0,3,7,0,28,1,0,6,1,1,12,11,17,2,17,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,4,1,1,1,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,1,0,0,1,0,0,1,0,2,1,1,1,0,0,2,0,0,0,0
22 - Λάρισας,438 E.T. Δήμου Τεμπών,286,164,3,2,5,159,38,10,7,10,12,5,7,10,0,2,1,1,60,9,2,3,3,11,10,15,15,13,17,23,2,0,0,0,1,0,0,0,18,1,4,7,2,4,0,9,1,4,5,1,18,0,0,7,0,1,2,13,9,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,1,1,2,0,0,3,3,3,0,0
22 - Λάρισας,439 E.T. Δήμου Τεμπών,349,231,2,2,4,227,45,9,2,3,13,1,4,7,4,3,1,1,121,16,2,2,12,9,25,34,39,17,45,59,5,1,0,2,1,1,0,1,20,0,11,13,2,7,0,6,0,7,3,0,9,0,0,4,0,0,0,6,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,1,4,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1
22 - Λάρισας,440 E.T. Δήμου Τεμπών,344,229,5,0,5,224,80,0,1,19,17,2,6,19,6,9,6,0,54,2,2,1,3,9,19,22,20,1,7,25,7,0,1,0,5,0,4,0,38,1,8,11,0,17,8,12,3,7,2,0,29,3,0,6,2,1,7,9,13,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
22 - Λάρισας,441 E.T. Δήμου Τυρνάβου,549,358,8,1,9,349,121,121,21,29,15,8,14,28,13,5,53,4,105,9,1,1,10,6,6,59,35,26,30,48,10,5,3,6,2,0,4,1,25,2,5,2,1,7,0,9,1,8,3,1,37,4,2,6,3,0,6,9,13,0,12,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,16,16,2,1,1,1,1,0,1,8,0,0,0,0,0,0,0,0,2,1,4,4,2,0,0,0,1,2,19,15,3,5,2,4,2,2,1,0,0,0,0,0,0,5,2,2,0,0
22 - Λάρισας,442 E.T. Δήμου Τυρνάβου,570,356,3,1,4,352,122,0,10,17,15,17,7,36,11,8,74,28,100,8,4,4,8,7,15,67,22,26,19,45,11,4,1,4,2,0,0,0,28,1,10,0,1,11,0,15,0,11,3,2,34,6,0,4,3,2,6,6,15,1,8,12,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,14,13,1,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,24,23,4,2,0,4,0,0,0,3,1,1,0,0,0,3,3,2,0,0
22 - Λάρισας,443 E.T. Δήμου Τυρνάβου,567,353,6,4,10,343,126,126,6,9,13,14,12,24,16,6,62,1,101,3,2,1,14,3,18,47,26,26,30,39,12,4,1,5,2,1,0,4,21,1,2,0,0,6,2,5,0,5,13,1,34,2,0,5,0,1,13,4,18,1,6,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,25,25,1,1,2,0,0,2,1,9,5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,15,13,1,1,1,1,1,0,0,2,0,1,1,0,0,2,1,1,0,0
22 - Λάρισας,444 E.T. Δήμου Τυρνάβου,568,341,2,1,3,338,106,106,11,17,16,12,4,25,10,3,58,4,127,14,2,9,9,11,11,65,39,35,30,39,14,1,4,9,6,1,5,1,11,0,3,1,1,4,1,3,0,4,4,3,38,0,1,5,7,1,8,8,18,0,10,18,4,1,1,0,0,2,0,1,2,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,13,13,2,1,0,2,1,1,0,3,3,0,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,14,11,1,0,2,1,1,1,1,0,0,0,0,0,0,3,3,2,1,1
22 - Λάρισας,445 E.T. Δήμου Τυρνάβου,570,337,2,1,3,334,95,0,3,18,15,8,7,23,7,4,35,5,109,5,4,4,9,7,8,51,20,35,29,26,11,1,1,4,1,0,1,0,26,1,6,0,1,14,0,7,0,7,5,1,28,0,1,3,1,0,9,5,9,1,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19,19,2,3,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,33,28,8,4,5,5,1,2,0,1,0,0,1,0,0,4,1,1,0,0
22 - Λάρισας,446 E.T. Δήμου Τυρνάβου,539,338,5,2,7,331,108,38,5,19,12,6,8,24,12,5,42,0,126,9,4,5,7,7,14,70,33,36,18,57,7,1,4,3,0,0,0,6,19,0,5,0,2,10,4,6,0,9,4,0,27,3,2,2,2,1,7,5,12,1,4,12,3,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,19,15,0,2,0,1,1,0,0,1,0,0,0,0,0,2,1,2,3,3
22 - Λάρισας,447 E.T. Δήμου Τυρνάβου,554,338,3,1,4,334,126,126,23,25,12,9,8,24,14,9,55,2,104,6,2,3,1,5,8,65,29,30,23,49,7,1,2,5,3,0,1,1,21,1,8,1,0,7,2,12,1,9,4,0,32,5,1,2,2,0,12,2,16,1,6,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,3,1,2,2,0,1,0,9,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,12,11,0,0,0,0,1,0,1,1,1,1,1,0,0,8,7,4,0,0
22 - Λάρισας,448 E.T. Δήμου Τυρνάβου,569,342,2,2,4,338,105,0,8,23,16,12,9,23,16,7,45,4,116,5,2,12,7,7,13,48,42,42,34,51,10,0,3,6,2,1,2,1,18,1,1,0,1,7,0,7,2,5,7,1,41,3,2,4,6,2,17,7,15,1,10,15,5,2,0,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,1,0,13,0,4,4,2,0,2,2,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16,12,2,1,0,0,1,0,0,0,0,0,0,0,0,5,2,2,0,0
22 - Λάρισας,449 E.T. Δήμου Τυρνάβου,569,353,6,1,7,346,126,0,20,19,12,10,5,28,7,3,59,3,112,7,0,1,7,18,8,55,22,43,23,54,5,2,0,3,0,0,0,0,27,4,7,3,0,8,2,16,3,8,9,2,27,3,2,3,0,0,9,6,14,4,7,17,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,20,15,1,0,2,3,5,0,0,10,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,11,1,1,2,2,0,1,1,3,2,2,2,0,0,6,3,1,0,0
