ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευστρατίου,ΒΑΡΕΜΕΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΖΑΒΟΓΙΑΝΝΗ ΗΡΩ του Σωκράτη,ΚΑΡΑΓΚΟΥΝΗΣ ΣΤΑΥΡΟΣ του Αθανασίου,ΜΙΧΑΛΑΤΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΜΩΡΑΪΤΗΣ ΑΘΑΝΑΣΙΟΣ (ΘΑΝΟΣ) του Χρήστου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΤΣΙΡΩΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Νέα Δημοκρατία,ΑΡΑΧΩΒΑ ΑΝΤΩΝΙΑ (ΤΟΝΙΑ) του Νικολάου,ΚΑΛΠΟΥΖΑΝΗ ΜΑΡΙΑ του Γρηγορίου,ΚΑΡΑΓΚΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΛΙΒΑΝΟΣ ΣΠΥΡΙΔΩΝ - ΠΑΝΑΓΙΩΤΗΣ (ΣΠΗΛΙΟΣ) του Διονυσίου,ΜΠΟΚΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΜΠΟΥΜΠΟΥΛΗ - ΦΡΑΓΚΟΓΙΑΝΝΗ ΑΦΡΟΔΙΤΗ του Βασιλείου,ΠΑΠΑΘΑΝΑΣΗΣ ΑΘΑΝΑΣΙΟΣ του Δαμιανού,ΣΑΛΜΑΣ ΜΑΡΙΟΣ του Γεωργίου,ΦΕΥΓΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΑΣΚΑΝΤΗΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Κίμωνα,ΒΟΥΡΒΑΧΗΣ ΑΣΗΜΑΚΗΣ του Σπυρίδωνος,ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Παντελεήμονος,ΘΕΟΔΩΡΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΒΕΛΙΝΑ) του Βασιλείου,ΚΑΡΑΓΙΑΝΝΗ ΔΙΑΜΑΝΤΩ (ΜΑΝΤΩ) του Λάμπρου,ΜΑΚΡΗΣ ΔΗΜΗΤΡΙΟΣ του Ελευθερίου,ΜΠΑΡΜΠΑΡΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΣΑΜΑΡΑ ΚΩΝΣΤΑΝΤΟΥΛΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ξενοφώντος,ΚΕΛΕΠΟΥΡΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΙΤΣΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΜΠΙΣΜΠΙΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΠΙΣΤΙΟΛΗ ΠΕΡΣΕΦΩΝΗ του Γεωργίου,ΤΟΡΟΥΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Στεφάνου,ΦΟΥΝΤΑ ΝΙΚΗ του Νικολάου,Κ.Κ.Ε.,ΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΑΖΑΡΙΔΗ ΣΟΦΙΑ του Σωκράτη,ΚΑΤΣΙΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Ορφέα,ΚΟΤΟΠΟΥΛΗΣ ΣΠΥΡΙΔΩΝ του Ιωάννη,ΚΟΥΤΡΟΥΜΠΑ ΑΘΗΝΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Φωτίου,ΛΑΜΠΡΟΚΩΣΤΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη,ΜΩΡΑΪΤΗΣ ΝΙΚΟΛΑΟΣ του Επαμεινώνδα,ΠΑΠΑΝΑΣΤΑΣΗΣ ΝΙΚΟΛΟΣ του Αθανασίου,Ένωση Κεντρώων,ΑΛΕΞΑΝΔΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΚΟΛΟΖΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΥΠΗΜΕΝΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΜΙΧΑΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Σπυρίδωνος,ΜΠΑΝΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΠΑΠΑΘΑΝΑΣΗΣ ΙΩΑΝΝΗΣ του Ηλία,ΡΗΓΑ ΧΡΙΣΤΙΝΑ του Λάμπρου,ΤΗΛΕΜΑΧΟΥ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΠΑΠΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΕΥΘΥΜΙΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Δημητρίου,ΚΟΚΚΙΝΟΒΑΣΙΛΗΣ ΠΟΛΥΔΕΥΚΗΣ του Δημητρίου,ΜΠΑΘΑ ΛΕΜΟΝΙΑ του Αθανασίου,ΣΤΑΜΑΤΗ ΕΥΔΟΚΙΑ του Γεωργίου,ΤΡΙΚΑΛΙΝΟΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΤΣΩΛΗ ΕΛΕΝΗ - ΑΝΝΑ του Νικολάου,Ελλήνων Συνέλευσις,ΓΡΙΒΑ ΛΑΜΠΡΙΝΗ του Νικολάου,ΓΡΙΒΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΓΡΟΜΗΤΣΑΡΗ ΛΑΜΠΡΙΝΗ του Νικολάου,ΔΡΟΣΟΣ ΒΑΣΙΛΕΙΟΣ του Αθανασίου,ΚΑΡΑΜΠΑ ΘΕΟΔΩΡΑ του Γεωργίου,ΚΑΤΣΟΥΔΑ ΕΥΣΤΑΘΙΑ του Παντελή,ΝΤΟΚΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΑΡΘΕΝΗΣ ΠΑΥΛΟΣ του Σπυρίδωνα,ΣΑΡΑΚΗΣ ΑΓΓΕΛΟΣ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΔΟΥΜΑ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΚΑΡΑΚΑΤΣΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΛΑΩΝΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΜΕΛΕΤΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΜΙΧΑΗΛΙΔΗ ΚΥΡΙΑΚΗ του Χαραλάμπους,ΣΑΛΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Σπυρίδωνος,ΣΑΜΑΡΑΣ ΠΑΥΛΟΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΚΑΠΕΤΑΝΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΚΑΤΣΕΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΛΩΛΗ ΕΛΕΝΗ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΑΡΑΒΙΝΑΣ ΣΩΚΡΑΤΗΣ του Μιχαήλ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΒΑΣΣΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΡΑΚΟΒΟΥΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΥΛΩΝΑΣ ΙΩΑΝΝΗΣ του Ανδρέα,ΤΣΙΡΙΜΩΚΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΤΣΙΡΙΜΩΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΦΛΩΤΣΙΟΥ ΑΝΝΑ του Τηλέμαχου,ΧΟΝΔΡΟΓΙΑΝΝΗ ΒΑΣΙΛΙΚΗ του Βλασίου,Λαϊκή Ενότητα,ΑΜΒΡΑΖΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΚΑΡΑΓΙΑΝΝΗΣ ΑΝΔΡΕΑΣ του Δημητρίου,ΚΑΤΣΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΛΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΜΠΑΝΙ - ΠΑΣΟΥΝΙ ΣΤΥΛΙΑΝΑ του Χαλίμ,ΜΠΕΤΣΗΣ ΕΛΕΥΘΕΡΙΟΣ του Λάμπρου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΔΗΜΗΤΡΑ του Βασιλείου,ΡΑΝΤΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜέΡΑ25,ΜΙΖΑΛΟΣ ΒΛΑΣΙΟΣ του Γεωργίου,ΜΙΚΡΟΒΑΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΜΠΟΥΡΧΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΙΚΟΛΟΥΔΗ ΑΓΑΠΗ του Ευαγγέλου,ΝΟΥΛΑ ΧΡΥΣΑΝΘΗ του Γεωργίου,ΣΙΔΕΡΑΣ ΛΑΜΠΡΟΣ του Βασιλείου,ΣΚΑΠΕΤΟΥΛΙΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΟΥ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΚΑΝΔΑΛΟΥ ΕΛΕΝΗ του Σωτηρίου
30 - Αιτωλοακαρνανίας,150 E.T. Δήμου Αγρινίου,558,341,7,1,8,333,121,8,43,11,5,33,1,29,10,3,133,5,2,81,21,28,1,20,36,9,3,0,0,0,1,1,1,1,0,46,0,15,1,21,5,1,0,21,2,7,0,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,5,1,2,0,0,2,1,0,0,0,0,0,0,0,5,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,5,0,1,1,0,2,0,0,2,0,0,0
30 - Αιτωλοακαρνανίας,151 E.T. Δήμου Αγρινίου,568,354,3,0,3,351,138,6,60,5,5,22,2,51,10,4,112,6,2,60,30,28,0,12,34,15,17,4,2,1,2,0,4,13,1,62,1,15,1,33,13,0,2,34,0,7,0,0,0,1,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,3,1
30 - Αιτωλοακαρνανίας,152 E.T. Δήμου Αγρινίου,566,339,4,2,6,333,116,17,44,14,5,21,2,47,13,6,138,10,3,69,37,39,2,14,48,18,12,1,0,1,0,0,6,5,0,41,3,6,0,21,4,3,1,14,4,2,0,1,0,0,0,1,0,0,1,6,0,0,2,0,0,3,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,1,1,1,4,3
30 - Αιτωλοακαρνανίας,153 E.T. Δήμου Αγρινίου,450,250,6,3,9,241,103,7,34,10,8,24,1,42,5,3,72,3,1,38,19,15,0,5,18,11,3,0,0,1,0,0,1,1,0,38,1,12,0,7,12,0,0,12,2,7,2,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,0,1,0,4,2
30 - Αιτωλοακαρνανίας,154 E.T. Δήμου Αγρινίου,370,212,0,2,2,210,64,7,26,6,4,16,3,22,2,2,107,1,2,52,35,18,0,10,39,15,4,1,2,0,0,0,2,2,0,16,2,2,0,6,7,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,1,0,8,2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,1,2,1,0,2,0,0,0,0
30 - Αιτωλοακαρνανίας,155 E.T. Δήμου Αγρινίου,384,220,0,0,0,220,76,5,36,13,0,9,1,24,4,9,97,4,2,35,32,13,0,13,41,12,6,0,1,0,0,0,1,3,0,25,0,7,1,9,5,0,2,10,1,5,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,2,2
30 - Αιτωλοακαρνανίας,156 E.T. Δήμου Αγρινίου,329,208,4,1,5,203,58,10,22,2,1,2,1,15,4,2,95,2,0,29,23,36,0,6,44,6,5,1,0,0,0,0,1,2,0,18,1,13,0,6,4,0,0,5,1,5,0,0,0,2,1,0,0,1,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,2,0,0,2,0,4,0,2,0,0,0
30 - Αιτωλοακαρνανίας,157 E.T. Δήμου Αγρινίου,282,160,3,2,5,155,47,6,26,4,6,8,1,12,1,2,79,2,3,31,19,23,0,14,30,2,6,2,1,0,1,0,1,3,0,12,0,6,0,1,0,1,1,4,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1
30 - Αιτωλοακαρνανίας,158 E.T. Δήμου Αγρινίου,132,84,2,0,2,82,20,3,7,1,0,3,0,7,5,1,43,0,0,22,10,21,2,0,11,8,1,0,0,0,0,0,0,0,0,4,0,1,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,7,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0
30 - Αιτωλοακαρνανίας,159 E.T. Δήμου Αγρινίου,202,123,0,0,0,123,53,6,20,0,6,16,2,10,2,4,41,3,0,21,8,25,1,4,7,1,4,0,0,0,0,0,4,1,0,10,2,3,0,3,2,0,0,5,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,2,0,1,2,0,0,1,0,2,1
30 - Αιτωλοακαρνανίας,160 E.T. Δήμου Αγρινίου,333,172,1,0,1,171,64,7,32,1,4,14,2,20,5,3,72,0,2,48,13,20,0,6,29,5,2,0,0,0,0,0,1,2,0,20,0,7,0,4,10,0,6,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,1
30 - Αιτωλοακαρνανίας,161 E.T. Δήμου Αγρινίου,172,73,0,0,0,73,34,1,11,3,1,7,1,12,3,1,23,0,1,6,8,2,1,3,11,0,2,0,0,0,0,1,0,2,0,8,1,2,0,5,0,1,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,1,1,0,0
30 - Αιτωλοακαρνανίας,162 E.T. Δήμου Αγρινίου,162,69,3,0,3,66,17,4,12,0,0,2,2,5,0,0,38,0,1,19,12,10,0,0,14,3,4,0,0,0,0,0,0,3,1,6,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,163 E.T. Δήμου Αγρινίου,122,74,0,0,0,74,26,2,15,1,1,2,0,10,0,0,36,1,4,17,12,12,1,7,18,0,4,0,0,0,0,0,3,1,0,7,1,4,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,164 E.T. Δήμου Αγρινίου,455,253,4,1,5,248,117,7,41,3,8,31,1,42,6,5,73,1,1,48,14,10,0,1,42,6,4,2,0,0,0,0,1,2,0,25,1,7,1,12,8,1,1,8,1,5,0,0,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,1,2,1,1,1,1,0,1,1
30 - Αιτωλοακαρνανίας,165 E.T. Δήμου Αγρινίου,530,312,2,1,3,309,111,7,45,16,1,13,0,26,9,1,141,3,3,39,23,66,4,19,37,5,10,0,3,0,0,1,0,8,0,13,0,6,0,6,3,0,0,3,0,16,1,0,0,1,3,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,1,1,0,4,3
30 - Αιτωλοακαρνανίας,166 E.T. Δήμου Αγρινίου,521,305,2,3,5,300,123,6,55,14,6,14,1,30,8,3,123,0,4,28,14,59,3,20,50,9,4,0,0,0,0,0,0,0,0,27,0,22,0,7,2,0,0,1,1,9,0,0,0,1,1,0,1,1,0,5,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1
30 - Αιτωλοακαρνανίας,167 E.T. Δήμου Αγρινίου,540,303,1,0,1,302,138,13,52,23,6,33,4,38,19,6,103,1,1,36,4,67,1,13,28,4,2,0,0,0,0,0,1,1,0,27,2,16,0,3,12,2,0,3,1,12,2,0,3,0,2,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,1,1,0,0,0,2,1
30 - Αιτωλοακαρνανίας,168 E.T. Δήμου Αγρινίου,525,278,2,2,4,274,112,8,49,19,7,19,1,18,10,8,91,1,0,25,11,54,1,16,26,10,6,0,0,0,0,0,2,2,0,26,2,4,0,8,8,0,1,3,1,14,0,0,0,1,1,1,2,5,1,7,0,0,0,0,0,0,0,7,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,3,2,2,1
30 - Αιτωλοακαρνανίας,169 E.T. Δήμου Αγρινίου,60,29,0,0,0,29,10,2,5,0,1,3,0,3,2,0,9,1,0,5,2,2,0,0,5,0,1,1,1,0,0,0,0,0,0,4,1,2,0,0,1,0,1,1,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1
30 - Αιτωλοακαρνανίας,170 E.T. Δήμου Αγρινίου,361,196,3,1,4,192,69,11,38,4,3,9,0,21,2,0,102,2,1,67,18,33,2,4,32,1,10,0,0,0,0,0,4,8,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1
30 - Αιτωλοακαρνανίας,171 E.T. Δήμου Αγρινίου,417,193,1,0,1,192,62,10,26,3,2,9,1,14,5,3,70,1,7,41,9,20,2,11,21,4,8,1,0,0,0,0,0,4,0,17,0,12,2,2,2,0,0,7,0,13,4,1,0,0,2,0,6,1,8,2,1,0,0,0,0,0,1,0,0,0,4,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,3,1,0,1,0,0,0,0
30 - Αιτωλοακαρνανίας,172 E.T. Δήμου Αγρινίου,290,114,2,0,2,112,35,2,26,0,1,3,0,22,0,0,55,2,0,31,16,12,2,7,21,2,1,0,0,0,0,0,0,1,0,16,0,11,0,0,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30 - Αιτωλοακαρνανίας,173 E.T. Δήμου Αγρινίου,216,105,0,1,1,104,44,1,17,1,4,5,0,14,3,2,34,1,1,21,2,15,0,3,9,4,1,0,0,0,0,0,0,0,0,7,0,2,2,3,0,0,0,1,1,8,0,0,3,0,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4
30 - Αιτωλοακαρνανίας,174 E.T. Δήμου Αγρινίου,356,188,2,1,3,185,78,4,34,13,6,11,0,24,8,0,78,2,7,34,8,31,6,13,20,5,2,0,0,0,0,0,0,1,0,14,0,1,0,7,3,0,0,2,1,3,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,2,1
30 - Αιτωλοακαρνανίας,175 E.T. Δήμου Αγρινίου,205,113,0,3,3,110,68,5,38,2,3,4,0,39,2,0,16,0,0,7,13,6,0,0,3,0,2,1,0,0,0,0,0,2,0,15,1,8,0,7,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0
30 - Αιτωλοακαρνανίας,176 E.T. Δήμου Αγρινίου,376,224,5,2,7,217,93,4,33,13,9,12,0,64,10,5,73,2,2,46,8,24,3,5,31,6,1,1,0,0,0,0,0,1,0,37,4,19,2,13,16,0,2,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,2,1,4,3
30 - Αιτωλοακαρνανίας,177 E.T. Δήμου Αγρινίου,314,184,0,0,0,184,71,8,34,3,9,9,3,23,4,6,69,0,0,40,15,21,0,4,33,3,5,0,1,0,0,1,2,1,2,19,4,14,0,4,1,1,0,3,1,11,5,2,1,1,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,2,1,0,0
30 - Αιτωλοακαρνανίας,178 E.T. Δήμου Αγρινίου,417,274,1,1,2,272,89,5,30,3,14,16,0,32,2,1,94,1,0,39,14,38,1,6,41,7,8,0,0,1,0,0,1,5,0,49,1,34,0,7,8,0,3,5,2,17,2,1,1,4,0,0,4,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,1,1,1,0,1,2,0,0,1,1
