ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Πέτρου,ΚΑΡΑΓΙΩΡΓΟΥ- ΛΑΖΑΡΗ ΜΑΡΓΑΡΙΤΤΑ του Αγγελου,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελου,ΜΑΡΚΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αντωνίου,ΠΑΝΑΓΟΠΟΥΛΟΥ-ΣΤΑΥΡΟΥΛΙΑ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Νικολάου,ΠΑΠΑΝΙΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΡΙΖΟΥΛΗΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΣΠΑΡΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΤΣΟΝΑΚΑ ΑΓΓΕΛΙΚΗ του Βασιλείου,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΑΛΕΞΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ του Μιχαήλ,ΓΙΑΝΝΙΑ ΕΥΣΤΑΘΙΑ (ΕΦΗ) του Νικολάου,ΚΑΤΣΑΝΙΩΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΟΝΙΔΑΡΗ - ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Θωμά,ΚΟΥΤΡΟΥΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΝΤΑΒΛΟΥΡΟΣ ΑΘΑΝΑΣΙΟΣ του Περικλή,ΡΗΓΟΠΟΥΛΟΥ ΑΣΠΑΣΙΑ του Γερασίμου,ΤΑΠΕΙΝΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΡΑΧΗΛΗ ΑΘΗΝΑ του Ευάγγελου,ΤΣΙΓΚΡΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,ΦΩΤΗΛΑΣ ΙΑΣΩΝ του Ασημάκη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΡΒΑΝΙΤΗΣ - ΑΒΡΑΜΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου,ΓΙΑΧΑΛΗΣ ΑΝΑΣΤΑΣΙΟΣ του Φιλίππου,ΖΑΓΚΛΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΑΥΚΟΠΟΥΛΟΥ ΣΟΦΙΑ του Βασιλείου,ΜΠΙΤΣΙΚΟΛΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αναστασίου,ΠΑΛΑΙΟΛΟΓΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Φωτίου,ΤΑΧΛΙΑΜΠΟΥΡΗ ΑΝΤΩΝΙΑ του Μιχαήλ,ΧΡΙΣΤΟΠΟΥΛΟΣ ΑΝΤΩΝΗΣ του Πέτρου,ΧΡΥΣΑΝΘΟΠΟΥΛΟΥ ΑΝΔΡΙΑΝΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΡΓΥΡΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΒΟΥΛΔΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΛΟΗ ΟΛΥΜΠΙΑ του Ευαγγέλου,ΛΟΥΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΛΕΜΟΝΙΑ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΧΡΗΣΤΟΣ του Βασιλείου,ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΚΑΝΔΑΜΗΣ ΜΑΡΙΝΟΣ του Μιχαήλ,ΣΟΛΩΜΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,ΤΑΠΕΙΝΟΣ ΙΩΑΝΝΗΣ του Ηλία,ΤΖΟΥΡΑΜΑΝΗΣ ΑΝΔΡΕΑΣ του Αχιλλέα,ΦΙΛΙΠΠΑΤΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΑΣΠΡΟΥΛΙΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη - Πανάγου,ΓΚΕΣΤΑ ΕΙΡΗΝΗ (ΡΕΝΑ) του Διονυσίου,ΖΑΜΠΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Σπυρίδωνος,ΖΑΡΝΑΒΑΛΟΥ ΣΤΑΥΡΟΥΛΑ του Φώτιου,ΚΑΡΑΘΑΝΑΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΙΑ) του Ιωάννη,ΜΑΖΗΣ ΑΝΔΡΕΑΣ του Νικολάου,ΠΑΡΙΣΗΣ ΣΩΤΗΡΙΟΣ του Νικολάου,ΣΚΙΑΔΑΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Βασιλείου,ΣΥΜΕΩΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Θεοδώρου,ΤΖΑΜΑΛΟΥΚΑ ΠΑΝΑΓΙΩΤΑ (ΤΕΤΗ) του Βασιλείου,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Αναστασίου,ΚΑΡΑΠΑΝΟΥ ΧΑΡΟΥΛΑ του Στεφάνου,ΛΑΪΝΙΩΤΗΣ ΙΩΑΝΝΗΣ του Συμεών,ΜΑΡΙΝΕΣΚΟΥ ΛΑΟΥΡΕΝΤΣΙΑ του Ιωάννη,ΜΕΤΣΟΒΙΤΗΣ ΣΠΥΡΙΔΩΝ του Θεοφάνη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΡΙΤΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΩΡΟΥ ΑΝΔΡΟΜΑΧΗ του Ευθυμίου,ΣΥΜΙΑΝΑΚΗΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικολάου,Ο.Κ.Δ.Ε.,ΦΡΑΓΚΙΣΚΑΤΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΚΑΛΟΥΔΙΩΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γρηγορίου,ΚΑΝΙΣΤΡΑ ΙΩΑΝΝΑ του Παναγιώτη,ΜΑΣΟΥΡΑΣ ΙΑΣΩΝ του Θεοδώρου,ΜΠΕΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΝΤΡΕΝΟΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Νικολάου,ΠΑΝΑΓΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Λεωνίδα,ΧΑΪΝΤΑΡ ΑΧΜΑΝΤ ΝΕΚΤΑΡΙΟΣ ΝΕΜΕΡ του Χάελ,Ελλήνων Συνέλευσις,ΒΑΓΕΝΑ ΓΕΩΡΓΙΑ του Βασιλείου,ΓΚΙΤΣΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΙΔΟΥ ΑΝΝΑ του Παναγιώτη,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Γεωργίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΤΖΙΡΗΣ-ΓΕΩΡΓΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΑΘΑΝΑΣΙΟΥ ΒΑΛΕΝΤΙΝΗ - ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΔΟΥΛΑΒΕΡΗΣ ΦΩΤΙΟΣ του Αθανασίου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΝΤΟΤΣΙΚΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΠΑΠΑΛΕΞΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Νικολάου,ΣΕΡΕΤΗ ΝΙΚΟΛΕΤΑ του Πασχάλη,ΣΙΔΕΡΗΣ ΜΙΧΑΗΛ του Χρήστου,ΤΣΑΠΑΡΑ ΚΑΛΛΙΟΠΗ του Αλεξάνδρου,ΦΡΑΓΚΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΑΧΑΙΡΑΣ ΑΛΕΞΙΟΣ του Λεωνίδα,ΤΣΑΚΙΡΟΠΟΥΛΟΥ ΕΛΕΥΘΕΡΙΑ του Εμμανουήλ,ΦΩΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΜΠΟΓΔΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΞΗΡΟΥ ΔΙΑΜΑΝΤΩ του Φωτίου,ΣΙΟΒΑ ΙΩΑΝΝΑ του Κωνσταντίνου,Λαϊκή Ενότητα,ΒΡΕΤΤΟΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΓΚΟΥΛΕΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΕΛΕΖΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Θρασύβουλου,ΚΑΝΤΖΑΡΗ ΖΑΦΕΙΡΩ του Χρήστου,ΛΕΦΑ ΑΝΔΡΟΝΙΚΗ του Γεωργίου,ΠΕΤΡΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΗΛΙΟΥ - ΓΕΩΡΓΙΤΣΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Δονάτου,ΜέΡΑ25,ΑΠΟΣΤΟΛΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Ανδρέα,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΙΝΑΡΔΟΥ ΒΕΝΕΤΙΑ του Θεοδώρου,ΜΑΓΔΑΛΗΝΟΣ ΝΙΚΟΛΑΟΣ του Χαραλάμπους,ΜΕΓΑΡΗ ΕΥΑΝΘΙΑ του Γεωργίου,ΜΟΥΣΤΡΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΠΑΝΑΓΟΠΟΥΛΟΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΑΡΗΣ) του Παναγιώτη,ΠΑΠΑΝΤΩΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεμιστοκλή,ΠΕΤΤΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΚΛΑΒΕΝΙΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΤΣΑΡΤΟΛΙΑΣ ΧΡΗΣΤΟΣ του Ευσταθίου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΙΣΑΡΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΑΘΑΝΑΣΟΥΛΗ ΝΑΤΑΛΙΑ του Θεοδώρου,ΣΟΦΟΥΛΗΣ ΕΜΜΑΝΟΥΗΛ του Αγγελου
31 - Αχαΐας,21 E.T. Δήμου Αιγιαλείας,498,283,8,4,12,271,97,0,14,7,8,8,4,3,7,4,3,10,5,92,0,18,4,24,4,19,17,3,1,5,58,15,5,3,0,0,2,0,0,0,1,1,0,1,21,7,2,0,0,0,0,21,4,2,2,1,11,19,6,1,0,6,0,9,1,0,2,0,0,1,3,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,11,1,0,1,0,3,0,1,0,0,0,0,2,1,5,0,1,1
31 - Αχαΐας,22 E.T. Δήμου Αιγιαλείας,506,291,4,5,9,282,93,0,14,9,10,11,4,5,4,1,3,4,5,103,0,15,13,15,1,25,24,2,4,15,52,23,5,2,0,0,0,0,0,0,0,0,0,0,28,5,5,2,0,1,0,11,3,5,0,0,12,9,3,1,1,2,0,6,1,1,1,1,0,2,6,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,13,0,1,0,1,3,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,11,1,0,0,0,5,0,2,0,2,0,0,1,1,7,0,2,2
31 - Αχαΐας,23 E.T. Δήμου Αιγιαλείας,559,327,5,1,6,321,98,0,24,3,6,16,7,14,5,4,12,11,7,150,0,25,9,32,3,37,16,7,5,9,91,43,10,5,0,0,0,0,1,3,1,0,0,2,21,5,1,1,2,1,1,5,3,0,0,0,3,10,7,0,1,4,1,7,1,1,0,0,0,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,2,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,1,2,1,1,0,0,0,0,5,2,5,0,1,0
31 - Αχαΐας,24 E.T. Δήμου Αιγιαλείας,563,312,8,2,10,302,87,0,26,7,2,10,3,7,6,2,10,10,6,138,0,51,11,48,6,19,24,12,2,10,76,22,6,2,1,0,0,0,1,1,0,0,0,0,17,0,1,0,0,0,0,4,5,2,0,0,8,11,7,3,3,5,1,2,0,0,0,1,0,0,5,1,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,1,4,0,1,3,5,3,1,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,0,12,0,1,4,1,3,0,4,1,1,1,0,2,0,7,0,1,1
31 - Αχαΐας,25 E.T. Δήμου Αιγιαλείας,548,302,3,0,3,299,107,0,27,7,4,16,3,9,6,3,9,4,8,123,0,20,11,32,2,29,31,6,2,3,69,28,9,2,1,0,1,0,2,4,1,1,1,1,19,4,2,2,1,0,2,7,4,6,1,0,11,17,6,0,0,5,0,9,2,1,1,0,0,2,4,1,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,3,1,3,0,0,0,2,0,5,2,1,2,0,3,0,2,0,0,0,0,0,0,4,0,1,1
31 - Αχαΐας,26 E.T. Δήμου Αιγιαλείας,520,286,3,2,5,281,90,0,21,10,10,19,10,5,2,5,6,10,7,119,0,27,7,22,2,37,27,5,1,11,59,40,10,1,0,0,1,0,5,0,1,1,0,1,15,2,1,1,1,0,0,4,1,6,1,2,8,8,2,0,2,3,1,4,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,1,4,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,16,3,1,2,2,6,0,3,1,1,0,0,0,0,3,0,0,1
31 - Αχαΐας,27 E.T. Δήμου Αιγιαλείας,515,310,0,0,0,310,88,0,88,10,12,17,3,2,7,1,8,2,11,142,0,30,7,21,2,20,26,4,5,0,71,37,12,3,1,2,1,1,3,2,1,1,0,1,15,4,1,1,3,2,1,0,4,3,1,12,0,13,3,1,1,6,0,3,0,2,2,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,14,0,2,0,5,0,0,4,3,0,3,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,9,2,2,2,0,4,0,1,0,0,0,1,3,1,2,0,1,1
31 - Αχαΐας,28 E.T. Δήμου Αιγιαλείας,519,267,7,1,8,259,100,0,42,15,6,21,11,9,10,10,8,11,18,97,0,29,5,17,6,16,18,2,7,11,59,21,7,7,4,0,0,0,3,1,0,0,0,1,12,3,2,0,0,0,0,1,2,5,0,0,5,9,1,0,0,1,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,12,0,2,2,5,0,0,5,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,10,2,0,0,1,4,1,2,1,2,2,0,0,0,8,0,6,5
31 - Αχαΐας,29 E.T. Δήμου Αιγιαλείας,514,290,4,1,5,285,106,0,37,7,8,17,3,8,4,7,10,10,10,100,0,23,10,26,1,22,15,9,0,3,74,28,7,5,0,1,0,0,4,2,1,0,0,0,17,4,3,2,2,0,1,0,5,4,0,0,7,14,1,3,1,2,0,4,0,1,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,14,0,2,1,3,1,0,5,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3,2,2,0,4,0,2,0,0,2,2,1,0,7,0,3,2
31 - Αχαΐας,30 E.T. Δήμου Αιγιαλείας,525,277,2,1,3,274,106,0,30,8,10,23,5,4,7,5,10,9,8,106,0,22,5,29,3,16,34,4,1,11,71,28,8,4,1,0,0,0,2,2,1,0,1,1,20,2,3,6,1,1,2,20,9,5,1,1,0,8,0,0,2,0,0,0,1,1,0,0,0,0,3,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,1,1,0,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9,0,1,0,0,5,0,1,0,0,0,0,2,1,4,0,3,3
31 - Αχαΐας,31 E.T. Δήμου Αιγιαλείας,511,288,5,3,8,280,93,0,13,9,12,13,7,5,3,6,7,5,10,109,0,23,7,20,4,16,16,6,1,4,65,32,7,2,1,0,0,0,0,3,0,0,0,0,21,6,2,3,0,2,1,0,4,11,0,1,8,5,1,0,0,1,0,2,0,1,0,0,0,0,9,2,1,3,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,5,0,5,1,3,1,1,2,1,6,0,3,2
31 - Αχαΐας,32 E.T. Δήμου Αιγιαλείας,528,267,0,4,4,263,83,0,21,10,2,16,6,1,3,3,7,9,13,109,0,19,9,29,3,10,23,7,1,13,66,25,8,2,1,0,0,0,1,3,1,1,0,1,25,4,2,0,1,3,0,4,9,7,0,0,10,8,3,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,2,0,0,3,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,2,0,1,0,0,0,0,3,0,5,0,4,3
31 - Αχαΐας,33 E.T. Δήμου Αιγιαλείας,517,281,5,0,5,276,78,0,19,7,8,9,9,5,6,4,5,2,6,126,0,22,22,28,6,15,22,0,1,7,90,31,5,2,0,1,0,1,0,1,1,0,0,0,18,6,2,0,2,4,0,0,5,6,0,1,4,12,4,2,5,5,1,3,2,0,0,0,0,2,5,0,0,4,0,0,0,0,1,0,0,0,9,1,2,0,1,2,0,0,5,5,0,0,0,0,0,0,0,0,8,0,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,1,0,1,0,2,0,0,0,0,0,0,1,0,4,0,3,3
31 - Αχαΐας,34 E.T. Δήμου Αιγιαλείας,543,291,9,1,10,281,97,0,33,5,10,30,8,7,6,4,11,10,9,124,0,20,8,29,4,12,23,3,3,10,64,32,6,0,0,0,1,0,2,1,0,0,0,0,10,2,0,0,0,0,0,0,3,1,0,1,4,13,3,1,0,2,0,4,3,0,1,2,0,1,3,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,8,3,0,2,0,4,1,2,0,0,2,1,4,1,4,0,1,1
31 - Αχαΐας,35 E.T. Δήμου Αιγιαλείας,555,308,8,2,10,298,77,0,29,5,7,13,2,3,6,3,11,12,2,138,0,26,7,27,11,17,25,4,3,6,79,30,5,3,1,0,0,1,0,2,0,0,0,0,25,4,3,1,1,1,0,0,11,6,0,1,11,8,0,0,0,1,0,2,0,0,0,1,0,0,5,1,1,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,17,5,0,0,0,6,0,0,0,0,2,0,2,2,5,0,2,2
31 - Αχαΐας,36 E.T. Δήμου Αιγιαλείας,524,287,1,6,7,280,80,0,21,4,3,12,1,7,8,3,8,10,9,122,0,25,8,29,5,25,14,10,3,13,77,30,6,0,2,0,1,0,1,1,0,0,2,1,18,0,1,1,0,2,1,1,8,6,0,1,8,21,7,1,2,4,1,8,0,0,2,1,1,2,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,4,1,1,1,1,0,0,0,1,3,0,2,1,8,0,3,3
31 - Αχαΐας,37 E.T. Δήμου Αιγιαλείας,521,324,6,3,9,315,96,0,35,8,13,9,3,4,5,7,9,9,8,130,0,16,6,35,2,17,23,6,7,17,83,39,4,2,0,0,1,0,0,1,0,0,0,0,21,6,4,1,2,3,0,0,4,6,2,1,10,17,5,1,0,4,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,11,0,0,0,3,1,1,2,2,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,13,3,2,0,0,5,0,4,1,0,2,1,5,2,7,0,3,3
31 - Αχαΐας,38 E.T. Δήμου Αιγιαλείας,525,285,7,2,9,276,87,0,19,3,8,13,4,5,3,5,8,10,8,106,0,17,9,15,4,8,18,6,2,10,67,36,7,3,1,0,0,0,1,2,0,0,0,0,26,7,2,3,0,0,0,26,4,6,0,0,10,10,2,0,0,2,0,3,1,0,0,1,0,0,6,1,0,1,0,0,0,3,2,0,0,0,4,1,2,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,2,0,2,1,1,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,15,4,1,1,1,3,2,2,2,0,4,1,2,0,4,0,3,3
31 - Αχαΐας,39 E.T. Δήμου Αιγιαλείας,546,339,5,3,8,331,121,0,38,10,12,19,4,7,4,5,13,6,7,116,0,22,8,20,3,13,21,2,3,10,77,21,7,2,1,0,1,0,1,2,1,0,0,2,36,11,3,3,1,0,1,4,6,10,3,3,14,18,6,1,1,7,0,11,1,2,0,1,1,2,6,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,2,2,4,0,0,1,0,1,2,0,0,3,0,1,1
31 - Αχαΐας,40 E.T. Δήμου Αιγιαλείας,561,338,3,3,6,332,132,0,21,9,9,15,5,6,4,4,4,9,10,109,0,22,7,22,5,16,21,2,5,6,59,28,11,4,1,0,1,1,4,4,0,1,2,1,30,12,2,2,0,4,0,0,8,7,0,0,10,15,5,1,0,5,0,8,1,0,0,1,0,0,6,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,2,0,4,0,0,4,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,2,0,0,0,0,0,0,2,0,2,0,1,0
31 - Αχαΐας,41 E.T. Δήμου Αιγιαλείας,525,321,6,0,6,315,127,0,36,7,21,18,5,6,6,4,9,14,7,110,0,30,11,30,2,18,17,2,1,3,69,22,5,2,0,0,0,0,1,3,0,0,0,1,24,4,1,0,0,3,0,6,5,3,0,1,15,10,2,0,2,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,2,3,0,0,3,3,0,4,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,1,0,0,0,0,1,0,9,0,0,0
31 - Αχαΐας,42 E.T. Δήμου Αιγιαλείας,526,308,4,3,7,301,101,0,40,6,12,18,5,3,3,9,9,10,17,121,0,29,9,28,3,15,25,4,2,8,84,25,9,4,2,0,1,0,3,2,0,0,1,1,19,2,0,0,2,1,1,0,3,4,0,0,7,8,4,3,0,3,2,4,1,2,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,4,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,17,0,1,1,2,1,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,2
