ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΛΑΦΑ ΣΟΥΛΤΑΝΑ του Παύλου,ΜΠΓΙΑΛΑΣ ΧΡΗΣΤΟΣ του Αθανασίου,Νέα Δημοκρατία,ΚΟΓΙΟΥ - ΧΑΤΖΗΖΗΣΗ ΛΑΜΠΡΙΝΗ του Δημητρίου,ΠΑΤΣΗΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΣΤΑΥΡΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΝΤΟΝΑ ΕΙΡΗΝΗ του Χρήστου,ΤΑΣΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αχιλλέα,Κίνημα Αλλαγής,ΓΚΑΛΟΓΙΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΤΑΤΑΡΙΔΗΣ ΚΥΡΙΑΚΟΣ του Δαυίδ,ΤΣΙΑΝΑ ΑΙΚΑΤΕΡΙΝΗ του Αργυρίου,Κ.Κ.Ε.,ΓΚΟΥΤΖΗΚΩΣΤΑ ΑΙΚΑΤΕΡΙΝΗ του Βασιλείου,ΚΛΕΙΣΙΑΡΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΟΥΡΜΟΥΛΗΣ ΙΩΑΝΝΗΣ του Μανούσου,Ένωση Κεντρώων,ΜΠΟΥΚΟΥΒΑΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΤΡΙΑΝΤΑΦΥΛΛΙΔΟΥ ΜΑΡΙΑ - ΓΕΩΡΓΙΑ του Ιωάννη,Ο.Κ.Δ.Ε.,ΚΑΛΑΜΠΑΚΑΣ ΑΡΓΥΡΙΟΣ του Πέτρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΑΝΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,Ελλήνων Συνέλευσις,ΒΑΛΣΑΜΟΠΟΥΛΟΥ ΑΝΤΩΝΙΑ του Διαμαντή,ΝΑΘΑΝΑΗΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΙΑΝΟΣ ΑΓΓΕΛΟΣ του Χαρίλαου,ΜΠΑΓΛΑΝΗ ΧΑΡΙΚΛΕΙΑ του Βασιλείου,ΣΤΑΥΡΟΥ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΣΙΔΟΥ ΜΑΡΙΑ του Θεοδώρου,Μ-Λ Κ.Κ.Ε.,ΣΤΕΦΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,Λαϊκή Ενότητα,ΓΚΑΡΑΝΑΤΣΙΟΣ ΧΡΗΣΤΟΣ του Αθανασίου,ΜέΡΑ25,ΚΩΤΤΑΣ ΣΤΕΡΓΙΟΣ του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΛΑΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΟΥΛΗ ΑΓΓΕΛΙΚΗ (ΑΝΤΖΕΛΑ) του Αναστασίου,Ανεξάρτητοι Υποψήφιοι,ΣΤΕΡΓΙΟΠΟΥΛΟΣ ΜΙΧΑΗΛ του Στεργίου
17 - Γρεβενών,15 E.T. Δήμου Γρεβενών,286,190,3,1,4,186,36,20,5,3,117,14,65,33,4,2,2,2,0,0,0,9,1,4,0,2,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,3,2,9,7,0,0,0,0
17 - Γρεβενών,16 E.T. Δήμου Γρεβενών,145,61,1,0,1,60,10,5,1,3,27,2,18,5,6,2,2,8,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
17 - Γρεβενών,17 E.T. Δήμου Γρεβενών,187,112,2,0,2,110,16,9,2,3,74,8,30,32,1,0,0,11,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0
17 - Γρεβενών,18 E.T. Δήμου Γρεβενών,315,133,1,0,1,132,35,7,10,13,64,7,39,12,5,0,5,10,0,5,4,5,3,2,0,2,0,1,0,0,0,0,0,0,0,10,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17 - Γρεβενών,19 E.T. Δήμου Γρεβενών,232,87,0,0,0,87,41,26,6,2,29,9,16,1,2,1,1,6,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
17 - Γρεβενών,20 E.T. Δήμου Γρεβενών,463,253,5,3,8,245,69,27,8,20,101,18,27,42,7,0,3,47,2,6,35,6,0,3,0,3,0,0,0,0,0,0,0,0,0,10,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
17 - Γρεβενών,21 E.T. Δήμου Γρεβενών,433,231,4,3,7,224,95,27,9,33,86,10,57,14,3,2,1,10,2,4,2,13,2,3,1,1,1,0,0,0,1,0,7,0,6,3,0,1,1,0,0,0,0,0,0,3,1,0,0,2,0,0,0
17 - Γρεβενών,22 E.T. Δήμου Γρεβενών,189,90,2,0,2,88,20,3,4,8,50,2,23,20,3,1,1,3,0,1,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0
17 - Γρεβενών,23 E.T. Δήμου Γρεβενών,322,183,1,1,2,181,37,3,9,17,91,25,28,26,5,3,1,26,3,12,4,13,1,9,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0
17 - Γρεβενών,24 E.T. Δήμου Γρεβενών,162,106,1,0,1,105,27,4,14,5,38,7,9,15,0,0,0,26,13,6,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,2,2,0,0,2,2,0,0
17 - Γρεβενών,25 E.T. Δήμου Γρεβενών,134,99,1,1,2,97,11,1,4,2,62,26,19,12,1,0,0,21,5,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17 - Γρεβενών,26 E.T. Δήμου Γρεβενών,511,260,10,1,11,249,80,45,5,24,95,33,37,20,2,0,2,30,2,20,4,26,3,13,2,3,0,1,1,1,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0
17 - Γρεβενών,27 E.T. Δήμου Γρεβενών,174,78,1,1,2,76,19,11,2,4,40,12,12,13,3,2,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0
17 - Γρεβενών,28 E.T. Δήμου Γρεβενών,219,100,1,0,1,99,36,20,1,14,40,10,8,22,1,0,1,6,3,3,0,9,2,1,6,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0
17 - Γρεβενών,29 E.T. Δήμου Γρεβενών,277,124,1,0,1,123,36,8,2,14,53,6,31,12,3,2,1,16,5,8,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,4,4,2,1,0,0,0,0
17 - Γρεβενών,30 E.T. Δήμου Γρεβενών,368,170,2,0,2,168,54,18,6,16,83,2,44,31,7,4,2,10,3,5,0,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,2,2,2,2,2,0,0
17 - Γρεβενών,31 E.T. Δήμου Γρεβενών,138,72,0,2,2,70,10,4,0,4,47,13,14,15,3,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0
17 - Γρεβενών,32 E.T. Δήμου Γρεβενών,253,141,3,1,4,137,40,19,5,9,65,9,18,37,7,1,4,7,1,5,0,6,2,3,0,1,0,1,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,1,3,1,1,1,1,0,0,0
17 - Γρεβενών,33 E.T. Δήμου Γρεβενών,58,28,0,0,0,28,9,5,0,2,16,1,7,7,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17 - Γρεβενών,34 E.T. Δήμου Γρεβενών,531,342,4,1,5,337,122,66,5,28,142,26,66,34,7,0,3,17,5,7,3,23,2,10,0,2,0,0,0,0,5,3,0,0,0,3,1,1,0,0,0,0,0,0,0,6,4,7,4,3,1,0,0
17 - Γρεβενών,35 E.T. Δήμου Γρεβενών,566,337,6,3,9,328,77,35,9,11,162,34,69,44,9,0,7,30,6,16,4,15,5,4,0,3,1,2,0,0,3,2,1,0,0,9,4,1,1,0,0,0,0,0,0,9,5,8,5,2,1,0,0
17 - Γρεβενών,36 E.T. Δήμου Γρεβενών,535,307,10,3,13,294,73,32,3,20,140,37,48,43,13,3,6,28,1,18,1,8,0,3,2,1,1,0,0,0,2,2,0,0,0,5,2,1,1,0,0,0,0,1,0,15,9,6,4,2,1,0,0
17 - Γρεβενών,37 E.T. Δήμου Γρεβενών,532,350,2,3,5,345,107,39,4,39,142,41,50,40,8,2,6,42,5,23,6,13,2,4,0,3,0,0,0,0,1,1,0,0,0,3,1,0,1,0,0,1,0,2,2,15,5,6,6,2,0,0,0
17 - Γρεβενών,38 E.T. Δήμου Γρεβενών,552,342,5,2,7,335,97,43,7,23,153,40,58,47,12,1,4,25,3,18,1,16,2,7,3,3,1,0,0,0,1,1,0,0,0,11,2,1,0,1,0,0,0,0,0,10,5,5,3,1,1,0,0
17 - Γρεβενών,39 E.T. Δήμου Γρεβενών,543,331,2,5,7,324,93,28,8,31,140,26,54,51,11,1,10,18,5,9,1,6,1,4,1,4,2,0,0,0,1,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,11,14,13,4,2,0,0
17 - Γρεβενών,40 E.T. Δήμου Γρεβενών,547,324,1,4,5,319,112,46,12,36,133,23,44,48,12,2,7,12,2,8,0,19,4,8,2,2,0,1,0,0,1,0,1,1,0,10,3,2,0,0,0,0,0,0,0,10,6,4,1,3,2,0,0
17 - Γρεβενών,41 E.T. Δήμου Γρεβενών,547,321,9,2,11,310,87,37,11,24,141,37,50,42,8,1,7,24,3,12,4,26,5,13,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,14,14,4,4,1,1,0,0
17 - Γρεβενών,42 E.T. Δήμου Γρεβενών,542,315,1,6,7,308,95,35,7,33,123,28,48,28,15,2,11,27,5,17,0,8,0,5,0,2,1,0,0,0,1,0,0,0,0,19,5,2,1,0,0,0,0,1,1,12,6,3,3,2,1,0,0
17 - Γρεβενών,43 E.T. Δήμου Γρεβενών,537,340,8,6,14,326,98,37,6,31,125,22,44,46,16,2,9,41,3,36,0,12,2,3,0,4,0,0,0,0,1,1,1,1,0,4,1,0,0,0,0,0,0,0,0,13,5,5,2,6,3,0,0
17 - Γρεβενών,44 E.T. Δήμου Γρεβενών,548,314,4,1,5,309,98,34,9,37,116,28,40,42,17,4,9,24,3,17,3,23,7,7,3,1,1,0,0,0,3,3,0,0,0,8,3,1,0,0,0,0,0,0,0,3,1,11,7,5,5,0,0
17 - Γρεβενών,45 E.T. Δήμου Γρεβενών,569,345,7,4,11,334,103,47,2,30,161,20,78,44,11,3,7,31,3,20,6,6,0,3,0,5,2,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,7,6,3,3,1,0,0,0
17 - Γρεβενών,46 E.T. Δήμου Γρεβενών,533,314,1,4,5,309,100,41,3,36,123,38,47,30,9,3,6,26,1,19,2,10,0,5,2,9,2,2,0,0,0,0,2,0,1,7,3,1,1,0,0,0,0,0,0,16,8,3,3,4,4,0,0
17 - Γρεβενών,47 E.T. Δήμου Γρεβενών,540,315,5,0,5,310,92,42,6,31,151,28,54,49,16,5,8,25,6,14,4,8,2,2,2,2,1,1,0,0,3,3,0,0,0,5,1,0,1,0,0,0,0,0,0,6,3,1,0,1,1,0,0
17 - Γρεβενών,48 E.T. Δήμου Γρεβενών,130,84,0,2,2,82,36,12,1,14,19,2,7,9,8,0,8,12,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0
17 - Γρεβενών,49 E.T. Δήμου Γρεβενών,222,139,1,1,2,137,34,11,2,17,77,23,32,19,3,1,0,15,2,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17 - Γρεβενών,50 E.T. Δήμου Γρεβενών,412,186,5,1,6,180,74,29,4,30,72,15,23,30,2,0,2,19,7,11,0,5,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0
17 - Γρεβενών,51 E.T. Δήμου Γρεβενών,98,55,0,0,0,55,13,4,0,7,31,14,12,4,0,0,0,5,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17 - Γρεβενών,52 E.T. Δήμου Γρεβενών,183,105,2,0,2,103,41,25,1,12,18,7,5,6,5,1,4,14,2,5,4,21,3,15,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
17 - Γρεβενών,53 E.T. Δήμου Γρεβενών,75,44,0,0,0,44,11,3,0,6,27,3,10,13,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17 - Γρεβενών,54 E.T. Δήμου Γρεβενών,426,250,3,1,4,246,70,30,5,19,91,19,22,32,5,1,3,26,10,11,2,32,6,21,2,4,3,1,0,0,2,0,1,0,0,9,6,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0
17 - Γρεβενών,55 E.T. Δήμου Γρεβενών,471,243,1,1,2,241,45,19,5,14,111,31,42,26,10,1,6,31,8,11,3,25,2,19,0,2,1,1,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,2,0,1,0,5,4,0,0,0,0
17 - Γρεβενών,56 E.T. Δήμου Γρεβενών,552,263,4,2,6,257,67,33,1,18,125,21,34,63,11,0,4,16,5,6,2,10,0,6,0,2,0,1,0,0,1,0,0,0,0,11,3,3,1,0,0,0,0,1,0,10,7,0,0,3,0,0,0
17 - Γρεβενών,57 E.T. Δήμου Γρεβενών,474,280,2,1,3,277,73,30,6,25,128,9,74,37,13,4,3,27,0,22,1,10,1,4,1,2,0,2,0,0,0,0,0,0,0,13,2,2,1,1,0,0,0,0,0,6,5,3,2,0,0,1,0
17 - Γρεβενών,58 E.T. Δήμου Γρεβενών,473,245,8,0,8,237,71,24,12,18,70,12,34,19,16,4,5,15,2,9,0,12,0,9,0,3,0,1,0,0,4,2,0,0,0,29,3,7,3,0,0,0,0,0,0,10,7,1,0,6,3,0,0
17 - Γρεβενών,59 E.T. Δήμου Γρεβενών,310,174,1,0,1,173,17,4,0,9,101,8,83,10,6,0,2,22,4,11,2,16,5,2,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
17 - Γρεβενών,60 E.T. Δήμου Γρεβενών,142,81,0,0,0,81,35,22,2,4,24,5,5,12,5,1,2,3,0,1,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,2,0,0,0,0
17 - Γρεβενών,61 E.T. Δήμου Γρεβενών,316,127,3,1,4,123,45,22,3,16,45,4,20,17,4,2,1,9,4,2,1,12,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,0,0,0,0
17 - Γρεβενών,62 E.T. Δήμου Γρεβενών,388,177,3,1,4,173,56,35,6,14,44,7,19,15,6,0,5,34,3,27,0,12,0,10,1,5,1,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,6,5,3,2,3,2,0,0
17 - Γρεβενών,63 E.T. Δήμου Γρεβενών,453,210,2,3,5,205,48,22,2,14,92,15,42,33,4,0,3,20,0,16,3,17,3,9,0,2,0,1,0,0,1,1,0,0,0,5,1,1,1,2,2,0,0,0,0,12,3,1,1,1,0,0,0
17 - Γρεβενών,64 E.T. Δήμου Γρεβενών,160,88,0,0,0,88,51,13,4,24,30,5,10,13,0,0,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
17 - Γρεβενών,65 E.T. Δήμου Γρεβενών,534,219,0,4,4,215,84,20,8,22,71,15,9,40,6,0,4,22,5,5,6,16,1,6,3,1,0,0,0,0,1,0,0,0,0,5,1,1,0,1,0,0,0,1,1,3,3,4,3,0,0,0,0
17 - Γρεβενών,66 E.T. Δήμου Γρεβενών,162,92,5,0,5,87,15,6,0,7,54,11,20,16,6,4,1,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17 - Γρεβενών,67 E.T. Δήμου Γρεβενών,466,256,0,4,4,252,50,16,2,25,157,30,75,41,15,8,2,8,0,7,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,2,0,1,1,0,0,0,0,5,4,3,3,1,1,0,0
17 - Γρεβενών,68 E.T. Δήμου Γρεβενών,440,221,1,0,1,220,55,25,4,19,99,17,33,37,5,2,3,15,1,10,1,23,2,20,0,8,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,4,2,2,1,1,1,0,0
17 - Γρεβενών,69 E.T. Δήμου Γρεβενών,438,249,1,0,1,248,71,28,4,24,109,20,30,54,13,0,9,26,4,12,4,6,1,0,1,2,1,0,0,0,0,0,0,0,0,14,3,0,2,0,0,0,0,0,0,5,2,1,0,1,0,0,0
17 - Γρεβενών,70 E.T. Δήμου Γρεβενών,115,74,1,0,1,73,17,7,2,3,45,10,17,8,3,0,2,1,0,1,0,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
17 - Γρεβενών,71 E.T. Δήμου Γρεβενών,288,144,0,0,0,144,49,17,1,20,76,1,33,40,0,0,0,3,0,3,0,10,3,4,0,1,1,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17 - Γρεβενών,72 E.T. Δήμου Γρεβενών,342,195,4,1,5,190,63,24,1,24,80,17,39,23,4,1,1,25,6,5,7,5,1,3,0,3,3,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0
17 - Γρεβενών,73 E.T. Δήμου Γρεβενών,443,225,2,2,4,221,57,24,4,11,102,19,34,41,12,2,6,21,5,14,0,12,4,0,2,6,4,0,0,0,2,2,0,0,0,3,0,2,0,0,0,1,0,1,0,3,1,1,1,0,0,0,0
17 - Γρεβενών,74 E.T. Δήμου Γρεβενών,219,82,1,1,2,80,13,6,2,2,45,16,19,9,4,0,1,10,0,8,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
17 - Γρεβενών,75 E.T. Δήμου Γρεβενών,354,159,2,1,3,156,30,9,4,10,69,13,19,30,5,1,0,9,3,6,0,22,1,8,6,1,0,1,0,0,8,5,0,0,0,5,1,1,0,1,1,0,0,0,0,1,0,0,0,5,2,0,0
17 - Γρεβενών,76 E.T. Δήμου Γρεβενών,438,208,1,0,1,207,36,1,3,11,82,13,30,31,4,1,1,14,5,5,3,36,6,8,5,4,0,2,0,0,8,4,0,0,0,14,3,2,2,1,0,0,0,1,0,4,0,1,0,2,2,0,0
17 - Γρεβενών,77 E.T. Δήμου Γρεβενών,227,95,0,0,0,95,7,0,4,0,51,9,14,18,5,1,0,23,2,8,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17 - Γρεβενών,78 E.T. Δήμου Γρεβενών,328,155,2,0,2,153,44,10,5,16,74,18,18,33,5,2,2,10,0,8,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,6,3,1,2,0,0,1,1,0,0,5,3,2,1,3,1,0,0
17 - Γρεβενών,79 E.T. Δήμου Γρεβενών,339,197,2,0,2,195,34,18,2,9,123,22,32,56,4,0,1,13,4,4,3,3,0,1,0,1,1,0,0,0,1,1,0,0,0,6,3,0,0,0,0,0,0,1,1,2,1,0,0,7,5,0,0
17 - Γρεβενών,80 E.T. Δήμου Γρεβενών,270,136,1,2,3,133,39,11,5,8,55,20,13,14,7,1,0,10,0,5,2,2,0,2,0,7,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,3,5,2,2,1,0,0
17 - Γρεβενών,81 E.T. Δήμου Γρεβενών,460,285,1,7,8,277,68,28,7,16,139,33,35,59,10,2,8,27,2,14,2,20,5,4,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0
17 - Γρεβενών,82 E.T. Δήμου Γρεβενών,205,102,1,0,1,101,35,18,2,7,36,10,15,10,2,0,1,1,0,1,0,20,7,7,2,0,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17 - Γρεβενών,83 E.T. Δήμου Γρεβενών,110,47,0,0,0,47,8,3,0,5,23,0,7,14,1,0,1,8,0,4,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
17 - Γρεβενών,84 E.T. Δήμου Γρεβενών,316,110,2,1,3,107,42,22,4,8,24,5,11,8,2,0,1,14,5,2,5,11,4,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,1,0,0,0,6,2,2,0,1,1,0,0
17 - Γρεβενών,85 E.T. Δήμου Γρεβενών,416,175,7,3,10,165,70,19,8,25,25,4,11,7,4,1,3,9,1,4,2,33,19,6,1,0,0,0,0,0,2,2,1,0,0,3,1,0,2,1,1,1,1,1,1,9,4,1,1,5,3,0,0
17 - Γρεβενών,86 E.T. Δήμου Γρεβενών,242,168,0,0,0,168,26,5,4,11,82,2,29,48,4,1,1,41,13,16,2,8,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0
17 - Γρεβενών,87 E.T. Δήμου Γρεβενών,277,155,0,1,1,154,44,17,1,14,63,15,26,19,5,0,4,28,4,23,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,1,0,1,1,2,2,2,2,0,0
17 - Γρεβενών,88 E.T. Δήμου Γρεβενών,438,244,1,3,4,240,70,28,7,20,112,15,48,38,3,0,3,23,2,12,5,18,2,11,1,1,0,0,0,0,1,0,0,0,0,5,1,1,1,1,1,0,0,0,0,3,3,2,0,1,0,0,0
17 - Γρεβενών,89 E.T. Δήμου Γρεβενών,167,115,0,1,1,114,47,22,4,7,47,6,27,10,8,1,7,6,0,2,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
17 - Γρεβενών,90 E.T. Δήμου Γρεβενών,265,150,1,2,3,147,40,15,4,18,80,34,37,8,2,0,1,11,1,6,1,6,2,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0
17 - Γρεβενών,91 E.T. Δήμου Γρεβενών,105,54,3,0,3,51,9,0,0,8,27,11,2,13,1,0,1,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17 - Γρεβενών,92 E.T. Δήμου Γρεβενών,252,124,1,0,1,123,40,17,3,5,52,10,27,7,1,0,1,3,0,2,0,18,1,8,2,5,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
17 - Γρεβενών,93 E.T. Δήμου Γρεβενών,245,111,2,0,2,109,22,18,1,1,70,9,46,12,9,1,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
17 - Γρεβενών,94 E.T. Δήμου Γρεβενών,515,279,2,6,8,271,89,25,8,45,126,16,66,24,3,0,1,20,1,13,3,9,3,2,1,1,0,1,0,0,5,0,0,0,0,5,0,2,1,0,0,0,0,0,0,7,2,4,2,2,1,0,0
17 - Γρεβενών,95 E.T. Δήμου Γρεβενών,274,123,1,2,3,120,38,6,10,17,41,4,20,17,1,0,1,17,4,8,1,7,1,5,1,0,0,0,0,0,0,0,0,0,0,10,4,2,2,1,0,0,0,0,0,3,3,0,0,2,1,0,0
17 - Γρεβενών,96 E.T. Δήμου Γρεβενών,164,80,0,0,0,80,35,21,3,8,27,0,19,7,1,0,1,2,0,1,1,10,3,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
17 - Γρεβενών,97 E.T. Δήμου Γρεβενών,423,150,0,1,1,149,40,23,4,5,73,16,26,25,0,0,0,15,5,0,7,9,0,3,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,5,4,1,0,0,0
17 - Γρεβενών,98 E.T. Δήμου Γρεβενών,283,132,4,2,6,126,23,4,7,10,82,27,35,15,3,1,2,9,5,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0
17 - Γρεβενών,99 E.T. Δήμου Γρεβενών,307,133,2,0,2,131,29,9,8,5,83,34,29,16,0,0,0,5,0,2,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,3,1,0,0,0,0
