ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΤΣΗΣ ΜΑΡΙΟΣ του Σπυρίδωνος,ΚΟΤΖΑΠΑΝΑΓΙΩΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδωνος,ΠΡΟΒΙΔΑΚΗ ΑΓΓΕΛΙΚΗ-ΑΘΗΝΑ-ΕΛΕΝΗ του Νικολάου,ΤΣΑΚΙΡΗ ΑΣΤΥΡΟΠΗ του Αθανασίου,Νέα Δημοκρατία,ΓΙΟΓΙΑΚΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΠΑΠΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Λαμπρινού,ΠΑΡΘΕΝΙΟΥ ΟΛΓΑ του Δημητρίου,ΦΙΛΗ-ΠΑΣΧΑΛΗ ΑΝΤΙΓΟΝΗ-ΒΑΣΙΛΙΚΗ του Δημητρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΜΙΓΚΟΥ ΕΛΕΝΗ του Θωμά,ΜΠΑΓΕΩΡΓΟΣ ΧΡΙΣΤΟΦΟΡΟΣ του Θεόφιλου,Κίνημα Αλλαγής,ΔΑΛΛΑ ΣΤΑΜΑΤΙΑ του Δημητρίου,ΜΠΟΤΟΣ ΣΠΥΡΙΔΩΝ του Γρηγορίου,ΠΑΣΧΟΣ ΑΛΕΞΑΝΔΡΟΣ (Αλέκος) του Χρήστου,ΣΑΜΙΟΥ ΜΑΡΙΑ του Γεωργίου,Κ.Κ.Ε.,ΓΚΙΚΑΣ ΣΩΤΗΡΙΟΣ του Δημητρίου,ΜΠΡΕΣΤΑΣ ΝΙΚΟΛΑΟΣ - ΟΡΕΣΤΗΣ του Θεοδώρου,ΡΕΠΑΝΗ-ΡΕΓΚΑ ΝΙΚΟΛΕΤΑ του Αθανασίου,ΤΣΟΥΡΑ ΜΑΡΙΑ του Χρήστου,Ένωση Κεντρώων,ΖΑΦΕΙΡΑΣ ΖΑΦΕΙΡΙΟΣ του Χρήστου,ΤΣΙΜΠΡΙΜΑΝΗ ΣΟΦΙΑ του Στυλιανού,Ο.Κ.Δ.Ε.,ΑΝΔΡΙΩΤΗΣ ΚΥΡΙΑΚΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΕΥΘΥΜΙΟΥ ΔΗΜΗΤΡΑ του Χρήστου,ΧΕΚΙΜΟΓΛΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΔΗΜΗΤΡΙΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΝΙΝΑ) του Νικολάου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΒΑΣΙΛΕΙΟΣ του Φιλίππου,ΤΣΙΡΩΝΗΣ ΣΥΜΕΩΝ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΑΝΝΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Ιωάννη,ΜΙΧΑΗΛ ΑΣΗΜΙΝΑ του Μιχαήλ,ΜΠΙΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Κ.Κ.Ε. (μ-λ),ΑΝΑΣΤΑΣΙΟΥ ΧΡΙΣΤΙΝΑ του Θωμά,ΜΟΥΚΑ ΘΕΟΔΩΡΑ του Βασιλείου,ΝΕΙΛΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΡΑΠΤΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Λεωνίδα,Μ-Λ Κ.Κ.Ε.,ΧΟΒΟΛΟΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΗΜΗΤΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΤΣΙΜΠΟΥΛΗ ΚΑΤΙΝΑ του Δονάτου,Λαϊκή Ενότητα,ΜΑΡΚΑΤΣΕΛΗΣ ΓΕΩΡΓΙΟΣ του Αριστείδη,ΜέΡΑ25,ΚΑΤΣΟΥΚΗ ΔΗΜΗΤΡΑ του Ευαγγέλου,ΠΑΠΠΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΙΓΚΟΥ ΠΑΝΑΓΙΩΤΑ-ΛΗΤΩ του Θωμά,ΠΑΝΤΑΣ ΠΑΝΤΕΛΗΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΦΙΛΙΠΠΟΠΟΥΛΟΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη
20 - Θεσπρωτίας,1 E.T. Δήμου Ηγουμενίτσας,270,170,1,1,2,168,56,31,14,1,2,69,55,2,1,3,4,1,0,12,0,0,9,2,7,0,1,0,1,0,0,0,0,0,1,0,0,7,1,6,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,6,2,0,0,0,0,1,1
20 - Θεσπρωτίας,2 E.T. Δήμου Ηγουμενίτσας,336,236,4,1,5,231,65,30,19,0,3,117,90,9,4,9,4,3,1,32,1,1,7,22,3,0,2,1,0,2,0,1,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0
20 - Θεσπρωτίας,3 E.T. Δήμου Ηγουμενίτσας,562,285,3,0,3,282,121,95,15,1,0,86,70,2,10,0,6,4,0,29,0,2,14,9,18,8,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,3,3,0,0,0,1,1
20 - Θεσπρωτίας,4 E.T. Δήμου Ηγουμενίτσας,401,252,3,1,4,248,80,55,7,2,2,103,87,2,4,4,6,1,1,33,0,1,17,12,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,3,0,0,0,12,2,4,1,1,0,2,1
20 - Θεσπρωτίας,5 E.T. Δήμου Ηγουμενίτσας,346,221,4,2,6,215,82,55,13,2,3,90,60,12,1,2,0,0,0,19,0,3,6,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,1,1,2,2,0,1,1,10,0,4,0,0,0,2,0
20 - Θεσπρωτίας,6 E.T. Δήμου Ηγουμενίτσας,381,238,2,1,3,235,80,61,8,3,1,78,62,4,3,2,3,1,0,49,0,1,28,17,2,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,11,1,5,4,2,1,1,0
20 - Θεσπρωτίας,7 E.T. Δήμου Ηγουμενίτσας,560,336,4,0,4,332,107,53,30,4,4,145,109,18,4,4,3,0,1,44,1,4,15,21,5,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,0,0,1,0,0,1,0,3,2,3,3,0,1,0,12,1,7,1,0,1,1,0
20 - Θεσπρωτίας,8 E.T. Δήμου Ηγουμενίτσας,530,264,5,4,9,255,78,43,9,4,3,116,101,1,4,5,2,2,0,20,0,8,9,2,5,2,1,0,0,1,0,1,1,1,4,0,3,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,3,2,0,0,0,13,2,5,4,0,2,2,1
20 - Θεσπρωτίας,9 E.T. Δήμου Ηγουμενίτσας,534,356,6,1,7,349,97,48,30,2,0,162,137,6,5,6,4,1,0,43,1,6,14,17,8,2,0,2,0,2,0,0,0,0,2,1,1,0,0,0,0,8,2,1,0,2,0,0,2,0,1,1,7,7,0,0,0,9,1,3,2,0,0,2,0
20 - Θεσπρωτίας,10 E.T. Δήμου Ηγουμενίτσας,552,282,3,1,4,278,81,45,17,4,1,112,93,2,4,9,8,2,3,35,2,0,19,11,9,4,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,11,7,1,0,2,0,0,1,0,0,0,1,1,0,1,0,11,3,5,2,0,1,2,1
20 - Θεσπρωτίας,11 E.T. Δήμου Ηγουμενίτσας,544,279,3,3,6,273,98,46,25,3,3,106,81,5,4,3,2,0,0,37,0,2,16,19,7,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,5,0,0,0,12,2,4,0,0,0,2,1
20 - Θεσπρωτίας,12 E.T. Δήμου Ηγουμενίτσας,553,321,3,3,6,315,66,34,14,2,2,158,87,38,6,7,1,0,0,44,0,2,21,15,5,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,9,4,2,0,0,0,0,0,0,0,0,6,5,0,0,0,21,5,5,0,0,0,2,1
20 - Θεσπρωτίας,13 E.T. Δήμου Ηγουμενίτσας,567,321,4,3,7,314,92,48,23,1,3,131,98,10,3,6,4,2,0,38,0,4,12,18,10,2,1,2,1,4,0,1,0,0,1,0,0,0,0,0,0,7,3,1,0,2,0,1,1,0,1,1,6,5,1,0,0,15,2,3,1,0,0,2,0
20 - Θεσπρωτίας,14 E.T. Δήμου Ηγουμενίτσας,530,302,5,4,9,293,95,41,20,2,5,105,89,8,5,2,4,1,1,41,0,6,17,15,9,1,2,3,1,2,0,1,0,0,2,0,0,0,0,0,0,7,4,0,0,1,0,0,1,0,0,0,4,4,0,0,0,13,2,1,5,3,1,5,2
20 - Θεσπρωτίας,15 E.T. Δήμου Ηγουμενίτσας,544,276,0,1,1,275,96,51,23,2,0,99,81,5,2,6,1,0,1,48,1,5,20,0,11,3,0,3,0,2,1,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,10,0,4,0,0,0,1,0
20 - Θεσπρωτίας,16 E.T. Δήμου Ηγουμενίτσας,526,314,2,4,6,308,93,52,18,3,8,138,114,6,1,8,5,2,1,30,0,1,13,12,8,2,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,4,1,0,1,4,0,0,3,0,1,0,1,1,0,0,0,16,3,7,0,0,0,6,4
20 - Θεσπρωτίας,17 E.T. Δήμου Ηγουμενίτσας,542,296,3,1,4,292,93,57,19,7,1,126,91,13,5,12,6,3,0,46,0,4,20,21,3,0,0,1,0,3,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,0,1,4,1,1,2,0
20 - Θεσπρωτίας,18 E.T. Δήμου Ηγουμενίτσας,551,334,3,1,4,330,106,68,18,2,1,131,95,13,10,6,1,0,0,44,1,2,24,14,16,6,1,7,1,1,1,0,0,0,5,2,1,2,0,1,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,9,2,1,1,0,0,9,3
20 - Θεσπρωτίας,19 E.T. Δήμου Ηγουμενίτσας,551,286,6,2,8,278,68,33,14,2,3,143,103,12,8,6,2,0,0,32,0,2,10,19,3,2,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,3,1,3,0,0,3,2
20 - Θεσπρωτίας,20 E.T. Δήμου Ηγουμενίτσας,558,313,6,5,11,302,108,65,20,2,0,117,89,16,2,6,6,2,2,39,0,6,8,21,4,0,1,0,1,1,0,0,0,0,3,1,0,1,0,0,0,2,2,0,0,2,0,0,1,0,2,1,0,0,0,0,0,7,1,3,2,0,0,8,2
20 - Θεσπρωτίας,21 E.T. Δήμου Ηγουμενίτσας,562,297,2,0,2,295,80,49,12,3,5,125,101,6,4,1,9,0,2,56,0,0,36,15,4,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,7,0,0,2,0,0,3,0
20 - Θεσπρωτίας,22 E.T. Δήμου Ηγουμενίτσας,559,342,6,4,10,332,103,55,23,5,1,125,105,6,6,1,6,2,1,51,1,4,22,23,12,2,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,2,1,0,1,0,18,4,2,4,1,0,4,2
20 - Θεσπρωτίας,23 E.T. Δήμου Ηγουμενίτσας,476,269,4,2,6,263,102,79,22,1,0,78,66,4,1,5,2,0,1,29,1,0,14,13,29,23,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,10,0,8,3,2,0,0,0
20 - Θεσπρωτίας,24 E.T. Δήμου Ηγουμενίτσας,548,290,7,2,9,281,89,59,16,4,6,130,101,7,9,7,7,6,0,20,1,0,12,3,10,7,0,2,0,2,0,1,0,0,4,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,2,7,2,1,0,2,1
20 - Θεσπρωτίας,25 E.T. Δήμου Ηγουμενίτσας,264,136,3,0,3,133,47,29,5,1,0,45,38,1,0,0,1,1,0,31,2,4,11,11,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0
20 - Θεσπρωτίας,26 E.T. Δήμου Ηγουμενίτσας,519,431,1,3,4,427,131,74,23,2,6,201,146,11,9,6,10,1,3,27,1,1,9,12,13,2,7,0,0,2,1,1,0,0,3,1,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,15,3,6,5,1,0,9,6
20 - Θεσπρωτίας,27 E.T. Δήμου Ηγουμενίτσας,669,389,5,1,6,383,113,67,26,0,1,140,116,7,4,9,7,2,2,71,1,1,41,21,11,3,0,0,0,4,2,1,1,1,1,1,0,2,0,2,0,3,0,1,0,2,0,0,2,0,0,0,9,8,0,1,0,13,1,4,1,1,0,4,3
20 - Θεσπρωτίας,28 E.T. Δήμου Ηγουμενίτσας,524,268,3,3,6,262,128,29,37,3,0,75,67,3,2,0,3,2,0,27,0,1,12,14,3,0,0,0,0,1,0,0,4,2,6,0,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,6,3,2,5,1
20 - Θεσπρωτίας,29 E.T. Δήμου Ηγουμενίτσας,565,275,5,1,6,269,140,21,103,6,2,63,51,2,1,1,2,1,0,33,0,3,4,24,9,4,0,0,0,1,0,0,3,1,4,1,2,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,2,0,1,3,1,1,2,2
20 - Θεσπρωτίας,30 E.T. Δήμου Ηγουμενίτσας,562,267,3,2,5,262,134,26,100,1,5,78,66,9,2,0,3,0,0,19,0,3,10,5,5,3,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,5,3,1,0,3,0,0,1,0,2,1,2,2,0,0,0,4,1,3,2,1,1,2,2
20 - Θεσπρωτίας,31 E.T. Δήμου Ηγουμενίτσας,559,303,6,1,7,296,139,26,100,3,1,78,63,4,5,2,5,2,1,28,0,2,13,11,11,3,1,0,3,3,1,1,2,1,5,0,4,0,0,0,0,3,0,0,0,1,0,0,1,0,5,0,2,2,0,1,0,9,1,3,1,0,0,3,1
20 - Θεσπρωτίας,32 E.T. Δήμου Ηγουμενίτσας,269,94,0,0,0,94,37,24,5,2,0,30,25,1,0,2,2,0,1,15,1,0,2,10,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
20 - Θεσπρωτίας,33 E.T. Δήμου Ηγουμενίτσας,302,133,1,0,1,132,53,25,2,1,1,55,44,4,0,2,0,0,0,13,0,0,4,6,2,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0
20 - Θεσπρωτίας,34 E.T. Δήμου Ηγουμενίτσας,406,184,0,0,0,184,58,27,9,0,1,73,54,5,3,6,3,1,1,39,0,12,9,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,4,0
20 - Θεσπρωτίας,35 E.T. Δήμου Ηγουμενίτσας,408,205,3,2,5,200,43,19,7,1,3,97,81,1,1,4,4,0,1,29,0,5,8,15,7,1,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,4,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,7,0,2,4,0,2,0,0
20 - Θεσπρωτίας,36 E.T. Δήμου Ηγουμενίτσας,410,234,3,1,4,230,67,32,16,0,5,105,43,6,11,15,5,2,0,34,3,4,13,12,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,1,0,3,1,1,4,1
20 - Θεσπρωτίας,37 E.T. Δήμου Ηγουμενίτσας,463,222,13,3,16,206,70,36,15,1,4,85,67,2,3,5,6,3,1,23,0,0,4,18,6,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,1,1
20 - Θεσπρωτίας,38 E.T. Δήμου Ηγουμενίτσας,418,159,3,0,3,156,43,24,11,1,0,71,58,0,2,3,1,1,0,30,1,3,6,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,2,1
20 - Θεσπρωτίας,39 E.T. Δήμου Ηγουμενίτσας,415,189,3,1,4,185,38,20,14,1,0,106,77,8,1,7,3,1,1,24,1,9,7,7,2,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,4,4
20 - Θεσπρωτίας,40 E.T. Δήμου Ηγουμενίτσας,384,154,0,2,2,152,46,15,6,0,2,82,65,1,2,4,3,2,1,13,0,2,4,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
20 - Θεσπρωτίας,41 E.T. Δήμου Ηγουμενίτσας,359,159,0,0,0,159,46,22,6,0,2,73,50,2,3,8,0,0,0,26,0,0,15,9,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0
20 - Θεσπρωτίας,42 E.T. Δήμου Ηγουμενίτσας,184,71,1,0,1,70,18,7,8,0,0,36,29,1,1,3,1,0,0,13,0,1,7,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,43 E.T. Δήμου Ηγουμενίτσας,342,178,3,0,3,175,70,40,16,0,2,67,52,4,2,3,3,2,0,22,1,4,8,6,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,1
20 - Θεσπρωτίας,44 E.T. Δήμου Ηγουμενίτσας,124,49,1,0,1,48,15,3,5,0,0,17,14,1,0,0,0,0,0,12,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20 - Θεσπρωτίας,45 E.T. Δήμου Ηγουμενίτσας,42,18,0,0,0,18,4,3,0,0,0,9,7,1,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
20 - Θεσπρωτίας,46 E.T. Δήμου Ηγουμενίτσας,480,188,7,1,8,180,51,22,8,1,2,67,38,7,0,12,2,0,1,27,0,0,1,25,9,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,0,0,2,1
20 - Θεσπρωτίας,47 E.T. Δήμου Ηγουμενίτσας,392,196,7,1,8,188,41,26,4,0,2,100,69,7,8,11,0,0,0,24,0,2,11,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,0,1,0,0,0,0,0,0,0,4,4,0,1,0,4,1,2,1,0,1,0,0
20 - Θεσπρωτίας,48 E.T. Δήμου Ηγουμενίτσας,402,207,1,0,1,206,79,43,10,2,2,74,59,4,1,4,2,1,0,30,0,2,3,25,2,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,5,3,1,0,0,0,0,0,0,0,0,3,3,0,0,0,2,1,1,3,1,0,2,2
20 - Θεσπρωτίας,49 E.T. Δήμου Ηγουμενίτσας,395,225,1,2,3,222,59,36,10,2,1,82,58,11,0,6,3,2,1,58,0,3,17,34,7,3,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,3,3,0,0,0,3,0,2,0,0,0,1,0
20 - Θεσπρωτίας,50 E.T. Δήμου Ηγουμενίτσας,338,176,2,2,4,172,34,15,6,1,0,97,91,3,2,1,4,2,1,15,0,2,6,7,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,10,5,2,0,1,0,0,0,0,0,0,2,1,0,1,1,3,2,1,0,0,0,2,1
20 - Θεσπρωτίας,51 E.T. Δήμου Ηγουμενίτσας,493,216,4,2,6,210,64,20,14,2,3,81,59,12,1,4,1,0,1,28,2,1,4,15,9,2,0,2,1,3,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,2,2,0,2,1,10,1,2,2,1,0,1,1
20 - Θεσπρωτίας,52 E.T. Δήμου Ηγουμενίτσας,483,252,5,0,5,247,85,30,32,0,5,67,51,9,1,6,8,3,3,36,2,7,3,21,28,2,3,16,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,1,1,0,0,0,9,2,0,1,0,0,3,2
20 - Θεσπρωτίας,53 E.T. Δήμου Ηγουμενίτσας,488,231,3,1,4,227,40,24,6,1,4,129,102,8,1,10,6,4,2,31,2,2,10,15,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,4,2,2,1,1,3,3
20 - Θεσπρωτίας,54 E.T. Δήμου Ηγουμενίτσας,475,252,4,0,4,248,96,38,29,2,1,81,61,2,8,2,7,5,0,28,1,3,9,11,20,4,1,9,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,6,3,2,1,0,0,1,1
20 - Θεσπρωτίας,55 E.T. Δήμου Ηγουμενίτσας,500,246,2,2,4,242,60,24,14,3,4,132,108,7,1,6,4,3,0,18,2,7,1,6,7,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,4,3,1,0,6,6,0,0,0,0,0,2,2,0,0,0,6,2,1,0,0,0,1,0
20 - Θεσπρωτίας,56 E.T. Δήμου Ηγουμενίτσας,402,177,4,2,6,171,38,23,8,2,2,87,77,2,1,2,10,5,3,22,1,1,4,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,6,2,4,1,0,1,2,1
20 - Θεσπρωτίας,57 E.T. Δήμου Ηγουμενίτσας,361,185,6,1,7,178,65,28,21,3,3,83,72,2,1,3,1,0,0,14,0,0,3,11,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4
20 - Θεσπρωτίας,58 E.T. Δήμου Ηγουμενίτσας,583,323,5,1,6,317,108,47,37,1,4,114,95,4,7,5,8,4,1,58,3,2,18,29,4,2,1,1,0,2,1,0,0,0,4,2,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,8,4,1,1,0,1,4,3
20 - Θεσπρωτίας,59 E.T. Δήμου Ηγουμενίτσας,592,311,0,3,3,308,99,54,19,4,4,144,113,14,6,4,3,2,0,31,3,2,9,14,7,1,1,1,2,2,0,1,0,0,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,2,0,1,1,10,5,3,3,2,1,1,0
20 - Θεσπρωτίας,60 E.T. Δήμου Ηγουμενίτσας,349,204,3,1,4,200,68,33,13,0,2,77,50,10,4,5,3,1,2,22,0,1,14,7,7,2,1,0,2,1,0,1,0,0,2,0,1,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,1,0,1,1,1,8,2,2,2,0,1,1,1
20 - Θεσπρωτίας,61 E.T. Δήμου Ηγουμενίτσας,393,242,5,4,9,233,82,34,21,6,2,106,59,10,24,3,4,2,1,17,0,1,9,4,8,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,3,1,1,4,0,0,1,1
20 - Θεσπρωτίας,62 E.T. Δήμου Ηγουμενίτσας,402,233,7,4,11,222,69,40,12,1,4,99,64,3,18,4,4,1,0,19,0,2,6,10,7,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,4,1,0,3,3
20 - Θεσπρωτίας,63 E.T. Δήμου Ηγουμενίτσας,540,292,17,1,18,274,84,39,15,2,5,122,100,9,4,0,5,3,0,33,0,7,8,16,5,1,0,0,1,0,0,0,1,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,4,3,1,2,6,2
20 - Θεσπρωτίας,64 E.T. Δήμου Ηγουμενίτσας,395,211,6,1,7,204,60,40,4,1,4,82,58,3,3,4,10,2,2,24,0,2,6,14,10,3,0,0,1,1,0,0,0,0,3,0,0,2,2,0,0,6,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,2,0,0,0,1,1
20 - Θεσπρωτίας,65 E.T. Δήμου Σουλίου,440,258,1,4,5,253,108,75,10,2,3,82,45,6,0,18,1,0,1,33,1,2,20,7,7,0,2,0,1,3,0,0,0,0,0,0,0,13,0,0,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2
20 - Θεσπρωτίας,66 E.T. Δήμου Σουλίου,513,257,6,0,6,251,93,64,9,0,4,80,39,5,0,27,2,0,0,37,2,1,12,18,18,1,3,0,12,2,0,2,0,0,1,0,0,14,1,0,12,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,67 E.T. Δήμου Σουλίου,431,201,4,0,4,197,66,42,8,0,2,76,62,3,2,5,2,0,0,22,1,2,14,4,20,1,17,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,3,1
20 - Θεσπρωτίας,68 E.T. Δήμου Σουλίου,512,303,2,1,3,300,96,45,15,1,5,132,96,6,1,20,3,2,0,36,2,9,3,13,9,0,6,0,2,0,0,0,0,0,2,1,1,3,0,0,3,11,1,3,4,1,0,0,0,0,3,2,0,0,0,0,0,2,0,0,2,0,2,0,0
