ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΤΩΝΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΚΑΛΠΑΚΗΣ ΣΤΕΡΓΙΟΣ του Δημητρίου,ΚΑΡΑΣΑΡΛΙΔΟΥ ΕΥΦΡΟΣΥΝΗ (ΦΡΟΣΩ) του Γεωργίου,ΟΥΡΣΟΥΖΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΠΑΓΙΑΝΝΟΥΛΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Θεοδώρου,ΤΟΛΚΑΣ ΑΓΓΕΛΟΣ του Χαράλαμπου,Νέα Δημοκρατία,ΒΕΣΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Φωτίου,ΒΛΑΧΟΓΙΑΝΝΗ ΙΦΙΓΕΝΕΙΑ του Γεωργίου,ΚΑΡΑΤΖΙΟΥΛΑ ΝΙΚΗ του Κωνσταντίνου,ΚΟΥΤΣΟΥΠΙΑΣ ΦΩΤΙΟΣ του Δημητρίου,ΜΠΑΡΤΖΩΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Στέργιου,ΤΣΑΒΔΑΡΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΑΚΟΒΙΤΗΣ ΕΜΜΑΝΟΥΗΛ του Βασιλείου,ΕΥΤΗΡΙΑΔΟΥ ΑΝΝΑ του Παύλου,ΘΕΟΔΩΡΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΕΪΣΙΔΟΥ ΟΛΥΜΠΙΑ του Αντωνίου,ΠΛΑΣΤΑΡΑΣ ΙΩΑΝΝΗΣ του Θωμά,ΤΣΑΚΙΡΗΣ ΜΙΧΑΗΛ του Νικολάου,Κίνημα Αλλαγής,ΓΚΙΟΝΟΓΛΟΥ ΧΑΡΑΛΑΜΠΟΣ του Ηρακλή,ΜΠΡΟΥΣΚΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΘΕΟΔΩΡΟΣ του Χρήστου,ΣΑΒΒΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΤΟΡΟΡΗ ΜΑΡΙΑ του Κωνσταντίνου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΤΗΛΕΜΑΧΟΣ του Βασιλείου,Κ.Κ.Ε.,ΔΙΑΚΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΙΑΚΩΒΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΣΟΦΡΟΝΩΦ - ΤΑΜΠΑΚΗ ΙΩΑΝΝΑ του Ελευθέριου,ΤΣΙΟΥΛΑΚΟΣ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Ιωάννη,ΤΣΟΥΚΑΛΑΣ ΘΩΜΑΣ του Παύλου,ΧΑΤΖΗΘΕΟΔΩΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΟΥΛΑ) του Μιχαήλ,Ένωση Κεντρώων,ΑΚΕΨΩΜΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Εμμανουήλ,ΒΕΤΣΟΣ ΑΝΔΡΕΑΣ του Νικολάου,ΓΑΛΛΟΥ ΙΩΑΝΝΑ του Αδάμ,ΔΙΜΠΑΛΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΟΠΟΥΛΟΥ ΘΕΟΔΩΡΑ του Αριστείδη,Ο.Κ.Δ.Ε.,ΛΑΧΑΝΗΣ ΤΗΛΕΜΑΧΟΣ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΠΑΧΡΥΣΟΣΤΟΜΙΔΗΣ ΛΑΖΑΡΟΣ του Μιχαήλ,ΤΣΙΑΝΟΥ ΜΑΡΙΑΝΑ του Αντωνίου,Ελλήνων Συνέλευσις,ΓΑΛΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΖΑΤΙΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΡΟΪΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΠΥΡΙΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ανέστη,ΤΣΑΠΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ (ΚΑΡΟΛΙΝΑ) του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Περικλή,ΜΟΥΡΑΤΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΜΠΑΝΤΩΛΑΣ ΑΠΟΣΤΟΛΟΣ-ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΤΡΕΜΠΕΛΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΤΣΑΝΤΕΚΙΔΗΣ ΜΙΧΑΗΛ του Σταύρου,ΨΑΘΑΣ ΣΩΤΗΡΙΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΩΡΑΪΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΘΕΟΔΩΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΣΛΑΝΙΔΟΥ ΜΙΛΕΝΑ του Αλέξιου,ΚΑΛΟΣΤΕΦΑΝΟΣ ΘΕΟΔΩΡΟΣ του Χρήστου,ΠΛΙΑΚΟΥ ΔΕΣΠΟΙΝΑ του Ζαφειρίου,ΧΑΤΖΗΠΑΡΑΣΚΕΥΑΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,Λαϊκή Ενότητα,ΚΙΟΣΕΟΓΛΟΥ ΕΛΕΥΘΕΡΙΟΣ του Γεωργίου,ΚΟΥΦΑΚΗ ΑΘΗΝΑ του Νικολάου,ΟΡΦΑΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΜέΡΑ25,ΟΡΦΑΝΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΤΟΡΝΑΖΑΚΗ ΑΘΗΝΑ του Αριστείδη,ΧΡΗΣΤΟΥ ΠΑΣΧΑΛΙΝΗ (ΛΙΝΑ) του Θεόδωρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΒΑΝΙΤΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΝΤΣΑΔΟΥ ΕΥΘΥΜΙΑ του Βλαδίμηρου,ΜΠΟΥΡΑΖΑΝΗ ΙΩΑΝΝΑ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΟΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωακείμ
12 - Ημαθίας,247 E.T. Δήμου Ηρωικής Πόλης Νάουσας,391,237,2,2,4,233,55,6,7,15,4,2,27,100,55,2,6,9,27,56,12,4,1,3,0,0,2,18,2,0,3,5,5,5,7,2,0,2,2,1,0,8,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2,6,2,4,2,2,0,0,0,0,1,0,1,1,0,2,0,0,0,7,3,1,0,2,2,0,1,1,0,4,0
12 - Ημαθίας,248 E.T. Δήμου Ηρωικής Πόλης Νάουσας,492,322,2,0,2,320,71,3,2,21,4,1,43,158,69,2,16,24,33,97,11,6,1,2,0,0,3,24,3,5,4,2,8,9,13,1,0,3,5,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,2,2,2,14,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,2,3,0,3,0,0,0,0,4,0
12 - Ημαθίας,249 E.T. Δήμου Ηρωικής Πόλης Νάουσας,546,312,8,2,10,302,85,10,5,50,6,4,29,108,36,4,10,66,24,23,13,4,3,3,2,0,1,14,0,3,2,1,10,2,32,8,0,6,10,19,1,2,0,0,0,0,0,0,0,6,3,5,1,2,1,1,0,1,0,21,4,10,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,6,5,1,0,1,0,1,6,3
12 - Ημαθίας,250 E.T. Δήμου Ηρωικής Πόλης Νάουσας,528,306,3,1,4,302,102,7,8,58,6,4,29,98,32,4,15,55,14,19,12,4,3,1,3,1,1,19,2,0,1,0,12,4,26,4,2,3,9,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,5,0,1,5,0,2,1,0,0,0,4,2,0,2,0,0,0,0,0,10,2,2,4,1,6,0,2,0,0,5,2
12 - Ημαθίας,251 E.T. Δήμου Ηρωικής Πόλης Νάουσας,529,317,6,1,7,310,104,11,4,67,2,3,36,115,39,6,22,56,21,25,15,3,1,3,6,0,3,11,1,1,2,1,7,0,19,3,1,3,3,13,1,9,1,0,0,5,0,0,0,2,0,2,0,3,1,3,0,0,0,10,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,4,1,0,1,9,6,1,0,1,2,0,1,0,1,6,5
12 - Ημαθίας,252 E.T. Δήμου Ηρωικής Πόλης Νάουσας,532,300,7,3,10,290,95,3,1,52,3,4,31,81,16,3,20,37,7,26,13,0,4,0,1,1,2,12,2,1,0,1,6,4,42,6,1,6,13,27,2,4,2,1,1,0,1,0,0,1,0,1,1,3,1,3,0,0,0,16,4,5,0,8,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,15,4,2,1,0,4,0,0,2,1,2,2
12 - Ημαθίας,253 E.T. Δήμου Ηρωικής Πόλης Νάουσας,533,303,13,6,19,284,113,1,5,64,3,3,49,91,26,3,16,63,9,22,8,4,0,1,4,1,1,6,0,1,0,0,4,1,34,12,1,9,10,14,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,1,1,2,1,1,0,0,0,0,4,3,0,1,1,1,0,0,0,8,1,2,0,1,4,2,0,1,0,2,0
12 - Ημαθίας,254 E.T. Δήμου Ηρωικής Πόλης Νάουσας,526,291,7,2,9,282,79,0,5,51,6,7,3,100,28,8,21,60,11,17,13,5,1,4,1,1,4,16,3,0,0,1,13,3,30,10,2,8,8,15,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,2,5,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,10,4,3,2,0,4,1,1,2,2,8,3
12 - Ημαθίας,255 E.T. Δήμου Ηρωικής Πόλης Νάουσας,531,296,1,0,1,295,83,4,5,45,4,13,27,107,38,2,16,64,14,24,8,3,3,1,2,1,2,18,1,3,2,0,15,3,43,6,0,13,20,21,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,3,1,2,8,0,2,0,0,1,0,1,0,0,1,1,1,1,0,1,9,3,0,1,0,1,0,0,0,0,6,2
12 - Ημαθίας,256 E.T. Δήμου Ηρωικής Πόλης Νάουσας,530,295,7,1,8,287,76,2,4,40,5,3,40,113,37,1,19,65,22,20,7,3,0,1,1,1,2,11,1,0,0,0,10,0,34,2,1,10,10,22,1,1,0,0,0,0,0,1,1,1,0,0,1,3,0,2,0,1,0,13,2,5,2,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,20,5,3,1,2,2,0,0,1,1,3,1
12 - Ημαθίας,257 E.T. Δήμου Ηρωικής Πόλης Νάουσας,542,304,2,2,4,300,85,4,6,53,8,6,35,111,47,2,14,74,10,12,9,6,1,0,2,1,2,14,0,0,0,1,6,1,40,7,1,13,9,28,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,5,2,1,1,2,5,0,0,1,0,1,0,0,0,1,1,0,1,0,14,3,2,3,2,3,0,0,1,1,5,2
12 - Ημαθίας,258 E.T. Δήμου Ηρωικής Πόλης Νάουσας,535,329,3,4,7,322,110,9,10,65,6,11,50,123,56,5,17,76,13,25,3,1,1,0,0,1,1,17,1,3,2,1,12,1,27,5,3,7,3,18,0,3,0,0,0,0,0,0,0,3,0,1,0,3,0,3,0,0,0,10,4,2,2,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,10,1,3,1,0,2,0,2,0,0,8,4
12 - Ημαθίας,259 E.T. Δήμου Ηρωικής Πόλης Νάουσας,568,345,7,0,7,338,93,10,4,47,4,7,53,128,44,4,17,74,30,26,11,6,2,0,2,0,3,17,0,1,0,1,12,0,26,6,2,4,9,12,2,4,2,0,0,2,0,0,0,1,1,1,0,4,0,4,0,0,0,27,6,4,3,6,1,12,1,0,0,0,2,2,0,0,0,1,0,0,0,14,8,3,4,4,4,1,1,0,0,5,3
12 - Ημαθίας,260 E.T. Δήμου Ηρωικής Πόλης Νάουσας,537,313,5,1,6,307,89,1,5,52,2,9,27,117,33,5,12,62,13,27,8,3,0,1,2,0,0,16,4,3,0,0,10,2,33,4,2,6,12,20,0,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,17,5,3,1,5,1,4,0,0,0,0,1,1,0,0,1,0,0,0,0,13,1,1,3,0,1,0,0,0,0,5,1
12 - Ημαθίας,261 E.T. Δήμου Ηρωικής Πόλης Νάουσας,538,331,2,3,5,326,85,5,9,51,5,11,44,134,48,3,15,70,34,30,7,3,2,3,0,1,0,12,1,3,2,0,8,0,38,11,1,11,7,25,2,6,1,3,1,4,1,0,0,0,0,0,0,3,0,3,0,0,0,16,2,4,1,5,4,4,0,0,1,0,2,0,0,0,0,1,1,0,0,15,9,2,4,6,4,3,1,2,1,2,0
12 - Ημαθίας,262 E.T. Δήμου Ηρωικής Πόλης Νάουσας,528,351,3,2,5,346,120,4,17,115,0,1,55,101,34,3,18,47,18,29,11,2,1,0,1,1,3,13,0,0,1,1,9,1,50,16,3,5,6,26,1,6,0,1,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,13,5,3,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,13,2,4,0,2,5,0,1,1,2,9,6
12 - Ημαθίας,263 E.T. Δήμου Ηρωικής Πόλης Νάουσας,527,345,5,4,9,336,92,1,6,54,6,6,35,114,45,1,22,62,13,33,6,4,0,0,2,1,0,21,2,0,3,0,14,0,37,7,1,2,11,23,1,7,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,22,3,8,1,7,2,3,0,0,1,0,2,2,0,0,0,0,0,0,0,14,6,0,3,3,6,2,2,1,0,11,6
12 - Ημαθίας,264 E.T. Δήμου Ηρωικής Πόλης Νάουσας,533,337,1,2,3,334,95,1,11,54,6,8,35,117,42,3,19,66,14,26,4,1,0,1,0,1,1,27,4,0,3,2,17,2,40,11,2,8,9,26,1,9,2,2,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,9,1,1,0,3,1,2,1,0,0,0,2,1,1,0,0,0,0,0,0,14,1,1,2,1,1,0,1,0,0,14,8
12 - Ημαθίας,265 E.T. Δήμου Ηρωικής Πόλης Νάουσας,534,334,3,4,7,327,89,4,9,48,3,8,44,116,42,0,12,73,10,30,13,6,2,1,2,1,5,18,1,2,0,2,14,0,36,8,2,8,7,25,1,11,2,0,3,7,2,0,0,0,0,0,0,1,1,1,0,0,0,12,2,3,0,5,0,2,0,0,0,0,4,1,0,1,0,3,1,0,1,12,2,1,1,1,2,0,0,0,1,10,5
12 - Ημαθίας,266 E.T. Δήμου Ηρωικής Πόλης Νάουσας,547,326,2,6,8,318,108,16,6,61,4,16,43,121,48,7,22,60,17,32,5,2,0,1,1,0,1,24,3,3,2,0,17,1,23,7,3,10,9,12,4,2,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,20,4,5,1,5,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,2,4,2,0,0,1,1,3,2
12 - Ημαθίας,267 E.T. Δήμου Ηρωικής Πόλης Νάουσας,559,300,1,3,4,296,98,7,4,65,3,9,44,104,39,6,16,60,21,13,7,4,1,2,1,1,1,12,1,1,0,1,10,1,37,12,1,4,8,27,2,7,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,1,6,1,4,0,0,0,0,1,1,0,1,0,0,0,0,0,7,3,1,0,1,0,0,0,0,0,7,3
12 - Ημαθίας,268 E.T. Δήμου Ηρωικής Πόλης Νάουσας,564,352,9,4,13,339,123,9,7,78,8,5,51,114,40,5,17,65,18,28,12,5,3,2,1,1,4,23,3,2,3,0,19,2,23,4,4,1,5,13,0,5,0,0,0,1,0,0,0,1,0,1,0,2,2,1,0,0,1,11,4,1,2,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,14,4,4,3,3,2,0,0,0,0,5,2
12 - Ημαθίας,269 E.T. Δήμου Ηρωικής Πόλης Νάουσας,544,355,5,2,7,348,117,2,3,80,3,7,52,110,41,3,20,64,20,24,3,1,1,1,0,0,3,32,4,2,1,1,24,3,33,13,0,7,3,21,0,3,0,0,0,1,0,0,0,1,1,1,0,2,0,1,0,0,0,20,4,5,3,4,5,6,4,3,0,0,1,0,0,0,0,1,0,1,1,9,2,3,1,2,3,0,0,1,1,9,6
12 - Ημαθίας,270 E.T. Δήμου Ηρωικής Πόλης Νάουσας,535,303,4,0,4,299,85,6,5,56,1,8,45,106,42,5,17,61,23,21,13,3,1,3,3,0,2,11,2,2,2,0,9,1,40,4,1,7,13,25,3,2,2,0,0,2,0,0,0,2,1,0,1,3,2,1,0,1,0,21,6,4,2,6,3,5,0,0,0,0,3,3,0,1,0,1,1,1,0,8,2,1,3,0,0,0,0,0,0,4,0
12 - Ημαθίας,271 E.T. Δήμου Ηρωικής Πόλης Νάουσας,563,317,2,4,6,311,115,14,12,64,8,17,49,101,58,6,10,70,24,19,6,3,1,0,2,0,0,18,1,4,9,2,16,2,21,8,0,5,4,15,1,0,0,0,0,0,0,0,0,3,0,3,0,5,1,4,0,0,0,18,6,5,0,10,1,5,3,1,0,0,0,0,0,0,0,2,2,2,0,14,2,3,6,1,2,0,0,1,1,3,3
12 - Ημαθίας,272 E.T. Δήμου Ηρωικής Πόλης Νάουσας,562,339,2,3,5,334,117,11,12,64,5,9,41,102,32,1,16,43,17,23,4,2,1,1,0,0,0,19,0,2,3,2,12,2,35,9,2,6,14,18,3,7,2,2,0,3,0,1,1,1,1,1,0,1,0,0,1,0,0,20,3,3,4,3,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,15,6,4,4,5,4,1,1,2,1,6,5
12 - Ημαθίας,273 E.T. Δήμου Ηρωικής Πόλης Νάουσας,557,316,2,1,3,313,102,4,10,63,14,8,28,113,35,4,16,60,18,30,9,2,2,1,2,3,2,13,3,0,1,2,11,0,25,3,0,5,10,12,2,8,0,1,1,3,1,2,0,0,0,0,0,1,0,1,0,0,0,21,6,4,4,4,2,4,0,0,0,0,1,0,1,0,1,0,0,0,0,7,0,1,2,1,5,2,1,0,0,6,3
12 - Ημαθίας,274 E.T. Δήμου Ηρωικής Πόλης Νάουσας,527,320,4,3,7,313,94,3,4,62,5,8,42,97,36,1,18,51,13,26,15,6,1,0,2,1,4,19,5,1,3,0,14,0,24,1,0,5,10,16,2,4,0,0,0,4,2,0,0,4,0,3,0,2,0,2,1,0,0,7,1,0,1,2,2,3,0,0,1,0,2,1,0,0,1,3,0,0,1,20,6,2,2,0,9,3,2,0,0,12,8
12 - Ημαθίας,275 E.T. Δήμου Ηρωικής Πόλης Νάουσας,531,304,1,5,6,298,96,3,2,54,4,9,56,100,41,4,16,64,13,21,6,3,3,1,2,0,1,14,2,3,1,0,11,1,30,8,0,7,9,23,1,6,3,2,1,1,0,0,0,1,1,1,0,3,1,3,0,0,0,25,4,4,4,7,5,8,0,0,0,0,2,0,1,0,1,0,0,0,0,5,2,2,1,1,2,0,0,1,1,8,6
12 - Ημαθίας,276 E.T. Δήμου Ηρωικής Πόλης Νάουσας,548,299,0,6,6,293,82,3,4,46,0,9,31,106,36,0,23,61,18,19,15,7,1,6,0,0,5,12,2,1,3,2,9,1,24,6,1,2,8,16,1,9,1,0,3,4,2,0,0,3,1,1,1,1,1,0,0,1,0,18,7,4,2,5,2,3,1,0,0,0,3,1,0,0,0,2,1,0,0,11,2,1,1,3,2,2,1,0,0,4,2
12 - Ημαθίας,277 E.T. Δήμου Ηρωικής Πόλης Νάουσας,543,291,1,0,1,290,99,7,4,64,4,2,37,101,39,3,15,49,24,20,16,4,2,3,3,2,2,14,1,0,1,4,12,0,34,5,0,9,11,25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,4,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,8,4,3,2,2,2,1,1,1,0,3,3
12 - Ημαθίας,278 E.T. Δήμου Ηρωικής Πόλης Νάουσας,536,308,2,0,2,306,95,3,2,54,2,10,45,105,41,2,8,62,11,34,5,2,2,1,1,0,1,24,5,0,0,1,16,2,38,5,3,7,6,24,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,18,2,3,0,6,1,2,0,0,1,1,2,0,0,0,1,0,0,0,0,8,1,1,1,1,3,1,0,1,0,3,1
12 - Ημαθίας,279 E.T. Δήμου Ηρωικής Πόλης Νάουσας,537,312,4,1,5,307,101,6,7,43,3,11,45,103,29,6,17,59,17,27,8,3,0,1,0,1,4,17,2,1,1,1,10,1,31,3,2,3,16,19,1,2,0,1,0,2,1,0,0,2,0,0,1,3,0,3,0,1,0,24,6,3,4,8,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,7,1,0,1,3,1,0,0,0,1,5,2
12 - Ημαθίας,280 E.T. Δήμου Ηρωικής Πόλης Νάουσας,530,286,2,4,6,280,101,6,11,70,3,12,40,78,24,1,5,46,14,11,9,1,3,1,1,0,1,16,2,1,4,0,13,1,27,6,1,8,5,19,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,4,2,1,3,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,17,3,9,4,5,1,1,1,0,0,6,2
12 - Ημαθίας,281 E.T. Δήμου Ηρωικής Πόλης Νάουσας,525,302,17,4,21,281,91,5,5,54,7,5,45,90,29,6,11,51,20,25,8,5,2,2,0,0,4,14,1,1,2,1,10,0,36,4,0,6,5,22,4,1,1,0,1,0,0,0,0,1,1,0,1,3,0,3,0,0,0,22,3,4,3,4,2,7,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,1,1,2,3,1,1,0,1,6,6
12 - Ημαθίας,282 E.T. Δήμου Ηρωικής Πόλης Νάουσας,286,176,2,1,3,173,51,2,2,19,1,0,31,73,19,0,8,53,1,21,5,4,0,0,0,2,1,25,7,0,4,1,23,1,7,2,0,0,3,3,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,5,3
12 - Ημαθίας,283 E.T. Δήμου Ηρωικής Πόλης Νάουσας,375,230,1,0,1,229,55,0,3,24,0,7,39,118,40,6,14,81,14,19,10,8,1,1,0,2,3,16,4,0,1,0,10,2,14,0,0,4,1,12,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0
12 - Ημαθίας,284 E.T. Δήμου Ηρωικής Πόλης Νάουσας,275,179,2,0,2,177,40,0,3,26,3,2,6,64,19,15,9,18,9,29,8,1,0,2,1,0,2,8,0,0,2,3,4,0,12,1,0,0,5,9,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,1,7,2,4,0,6,0,0,0,0,3,0,0,1,0,0,0,0,0,9,5,4,1,1,3,0,0,0,0,5,5
12 - Ημαθίας,285 E.T. Δήμου Ηρωικής Πόλης Νάουσας,371,214,2,2,4,210,56,1,3,43,2,3,12,61,19,8,7,25,18,26,12,0,1,10,0,2,1,32,9,2,7,2,20,4,13,0,3,3,2,8,1,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,13,0,3,4,3,0,0,1,0,3,2,0,0,0,0,0,0,0,6,2,0,0,1,2,1,0,1,0,3,2
12 - Ημαθίας,286 E.T. Δήμου Ηρωικής Πόλης Νάουσας,332,216,0,2,2,214,34,3,5,21,1,7,14,96,30,4,18,12,45,34,10,4,0,5,1,1,2,13,0,0,3,0,6,10,12,2,0,3,8,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,15,6,3,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,5,7,2,1,1,1,0,0,0,2,1
12 - Ημαθίας,287 E.T. Δήμου Ηρωικής Πόλης Νάουσας,336,217,2,1,3,214,50,3,3,28,6,4,25,95,26,4,15,17,33,38,8,4,0,2,1,0,3,10,0,0,5,1,3,2,24,9,0,2,14,8,1,5,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,3,3
12 - Ημαθίας,288 E.T. Δήμου Ηρωικής Πόλης Νάουσας,412,278,4,1,5,273,61,3,7,41,2,3,26,136,43,1,57,26,38,34,7,3,0,0,0,0,2,21,1,0,3,0,12,2,16,10,2,0,9,3,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,1,0,0,7,5
12 - Ημαθίας,289 E.T. Δήμου Ηρωικής Πόλης Νάουσας,369,244,4,2,6,238,44,2,2,26,3,5,17,120,43,3,36,29,36,28,13,0,0,0,1,1,1,14,0,1,3,1,8,1,8,3,1,1,0,2,2,3,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,11,1,1,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,17,4,7,2,2,3,0,0,0,0,2,1
12 - Ημαθίας,Ετερ. Ημαθίας (από 10ο Ε.Τ. Νομ. Θεσσαλονίκης),160,86,1,1,2,84,23,8,2,10,6,4,8,33,5,5,6,4,17,6,2,0,1,1,0,0,0,8,0,3,1,7,1,1,4,2,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,5,4,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
12 - Ημαθίας,Ετερ. Ημαθίας (από Εφετείο Θεσσαλονίκης),62,40,0,0,0,40,6,0,1,2,0,3,1,17,7,4,2,0,4,2,3,1,1,1,0,0,1,2,2,1,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,3,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0
