ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΑΝΘΟΥΛΑΚΗ ΚΑΦΕΝΙΑ του Αθανασίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ του Φιντία,ΔΕΜΕΡΤΖΗΣ ΜΙΧΑΗΛ του Αθανασίου,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΑΣΠΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ευαγγέλου,ΣΤΑΜΠΟΥΛΗ ΑΦΡΟΔΙΤΗ του Αποστόλου,ΦΩΤΙΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΓΚΟΛΕΜΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΜΠΑΤΖΙΟΥ ΙΩΑΝΝΑ του Δημητρίου,ΜΠΙΤΖΙΔΟΥ ΣΟΦΙΑ του Αλέξανδρου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΧΙΩΤΗ ΑΝΔΡΟΜΑΧΗ του Βασιλείου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΡΒΑΝΙΤΗΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΙΩΑΝΝΟΥ ΑΓΓΕΛΟΣ του Γεωργίου,ΚΑΛΟΓΕΡΟΥΔΗ ΙΩΑΝΝΑ του Γεωργίου,ΠΑΝΤΑΖΗΣ ΓΕΩΡΓΙΟΣ του Χριστοδούλου,ΠΑΤΣΑΛΗ ΦΩΤΕΙΝΗ του Κυριάκου,ΤΣΩΤΣΟΣ ΙΩΑΝΝΗΣ του Πέτρου,Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΙΧΤΣΗ ΑΝΔΡΟΜΑΧΗ του Δημητρίου,ΜΑΚΚΙΝΑΣ ΚΥΡΙΑΚΟΣ του Νικολάου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΤΟΣΙΟΣ ΠΑΣΧΑΛΗΣ του Θωμά,ΤΣΕΡΒΙΣΤΑΣ ΜΙΧΑΗΛ του Ευαγγέλου,Κ.Κ.Ε.,ΑΓΓΕΛΑΚΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΒΕΡΤΖΩΝΗΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Οδυσσέα,ΜΠΡΟΥΝΤΖΙΟΥ ΖΩΗ του Θεόδωρου,ΠΑΝΑΓΙΩΤΟΥ ΘΕΜΙΣΤΟΚΛΗΣ (ΘΕΜΗΣ) του Σταύρου,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαραλάμπους,ΣΠΕΝΤΖΟΥ ΕΥΘΥΜΙΑ (ΕΦΗ) του Γεωργίου,ΦΑΡΜΑΚΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ένωση Κεντρώων,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΤΑΤΙΑΝΑ του Φωτίου,ΚΩΤΑΝΟΓΛΟΥ ΚΥΡΙΑΖΗΣ του Ιωάννη,ΜΠΟΥΡΑ ΕΥΘΥΜΙΑ του Σταυρογιάννη,ΝΙΚΟΛΑΟΥ ΣΟΦΙΑ του Σωτηρίου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΤΣΙΦΤΣΗΣ ΧΡΗΣΤΟΣ του Μιχαήλ,Ο.Κ.Δ.Ε.,ΣΜΥΡΛΗΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΡΑΒΑΝΗ ΚΑΤΕΡΙΝΑ του Δημητρίου,ΓΡΗΓΟΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αχιλλέα,ΣΤΟΪΛΙΔΗΣ ΘΕΟΔΩΡΟΣ (ΡΟΡΗΣ) του Ευαγγέλου,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδωνα,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΖΑΓΓΕΛΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Θεοκλήτου,ΚΟΤΣΑΡΙΔΟΥ ΑΝΑΤΟΛΗ του Θωμά,ΝΑΟΥΜ ΣΟΥΛΤΑΝΑ του Στεργίου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΡΒΕΡΗ ΖΩΓΡΑΦΙΑ του Θεοχάρη,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΠΡΙΛΑΚΗ ΣΟΦΙΑ του Ευαγγέλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΤΑΓΙΑ ΑΡΓΥΡΩ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΒΑΝΙΤΑΚΗΣ ΑΠΟΣΤΟΛΟΣ του Παντελή,ΚΑΛΟΓΡΑΙΑΚΗ ΣΟΦΙΑ του Αθανασίου,ΜΑΥΡΟΜΑΤΗ ΑΓΑΘΩ του Θεοχάρη,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΙΧΑΗΛ του Κωνσταντίνου,Λαϊκή Ενότητα,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΜέΡΑ25,ΑΓΙΑΝΝΙΔΟΥ ΧΡΙΣΤΙΑΝΑ του Χαραλάμπους,ΓΙΑΝΤΣΙΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΓΛΟΥΦΤΣΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΔΑΓΚΟΥΛΗΣ ΧΡΗΣΤΟΣ του Αποστόλου,ΙΩΑΝΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Παύλου,ΛΙΟΥΤΑ ΙΩΑΝΝΑ του Δημητρίου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,Δημιουργία ξανά - Θ. Τζήμερος,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΛΑΓΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Στυλιανού,ΜΟΥΡΛΙΟΥΚΑ ΓΕΩΡΓΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΑΜΑΡΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου
8 - Σερρών,432 E.T. Δήμου Σιντικής,140,66,0,0,0,66,5,1,0,0,1,1,0,0,0,50,26,4,27,6,18,3,9,0,3,0,0,1,0,0,1,4,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0
8 - Σερρών,433 E.T. Δήμου Σιντικής,291,129,1,0,1,128,26,10,1,2,4,4,1,4,2,54,24,3,30,10,2,5,13,0,2,0,0,2,0,0,2,16,3,0,0,11,0,8,3,0,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,3,0,0,1,0,2,0,0,0,0,3,0
8 - Σερρών,434 E.T. Δήμου Σιντικής,324,145,3,2,5,140,12,5,2,0,3,6,2,2,1,76,41,8,41,11,0,1,37,1,8,1,1,2,2,0,0,25,6,0,0,20,1,15,2,0,4,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,1,1,0,0,0,0,0,3,0
8 - Σερρών,435 E.T. Δήμου Σιντικής,237,81,1,0,1,80,12,4,1,0,0,4,0,4,4,34,21,2,10,7,0,0,10,1,4,0,0,4,0,1,0,14,1,0,2,8,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,3,1
8 - Σερρών,436 E.T. Δήμου Σιντικής,536,196,5,0,5,191,51,10,7,8,8,13,6,13,7,73,28,2,36,23,0,3,19,1,4,1,2,3,0,0,1,22,6,0,0,10,2,8,8,0,6,0,0,0,1,3,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,7,0,3,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,1,0,0,1,2,0,1,1,0,0,1,1
8 - Σερρών,437 E.T. Δήμου Σιντικής,533,182,1,3,4,178,37,7,2,4,13,5,4,3,5,96,24,3,44,63,5,2,18,1,3,1,1,0,1,0,0,15,3,0,0,7,0,7,1,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1,1,0,1,1,0,0,0,6,0
8 - Σερρών,438 E.T. Δήμου Σιντικής,544,191,4,1,5,186,29,6,8,3,7,7,1,10,0,88,36,4,39,32,0,5,24,3,8,0,0,0,0,0,0,23,12,1,0,7,1,7,2,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,16,1,4,3,2,4,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,1,1,3,0,0,0,8,0
8 - Σερρών,439 E.T. Δήμου Σιντικής,286,119,1,1,2,117,26,3,3,2,10,2,1,7,3,53,30,7,37,12,0,0,4,0,8,0,2,5,0,0,2,12,3,0,0,3,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,9,3,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,0,1,0
8 - Σερρών,440 E.T. Δήμου Σιντικής,345,217,2,0,2,215,36,11,4,2,9,10,1,9,6,118,51,7,52,24,1,2,55,2,14,0,0,0,0,0,0,29,2,0,0,12,1,22,5,1,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,4,1,0,0,0,0,0,0
8 - Σερρών,441 E.T. Δήμου Σιντικής,432,242,5,0,5,237,49,6,6,5,19,7,0,11,8,114,34,7,67,23,2,5,51,3,6,2,2,4,0,3,0,41,2,3,2,20,6,26,3,8,3,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,1,1,2,1,0,1,0,0,0,1,0
8 - Σερρών,442 E.T. Δήμου Σιντικής,333,143,3,1,4,139,9,3,2,1,2,0,0,4,0,98,42,12,44,29,1,5,23,7,3,0,1,1,1,0,1,8,1,0,1,0,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
8 - Σερρών,443 E.T. Δήμου Σιντικής,394,146,0,1,1,145,20,6,3,4,0,2,5,3,4,95,54,65,28,2,3,31,5,0,3,2,2,0,0,0,0,10,4,2,0,4,1,5,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8 - Σερρών,444 E.T. Δήμου Σιντικής,574,262,1,0,1,261,34,4,5,0,8,3,3,5,2,155,52,12,95,39,3,3,46,2,7,5,2,0,0,1,0,41,8,1,0,14,5,29,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,3,1,1,2,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,8,2,2,0,0,1,1,5,0,0,0,0,1,0
8 - Σερρών,445 E.T. Δήμου Σιντικής,571,260,2,1,3,257,29,8,1,2,7,3,2,10,6,166,65,3,83,49,1,2,70,0,7,3,2,3,0,2,0,35,13,0,0,22,1,15,1,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0
8 - Σερρών,446 E.T. Δήμου Σιντικής,571,267,2,0,2,265,72,10,8,9,19,16,5,21,8,107,39,9,68,20,6,2,19,3,6,0,0,0,0,0,0,31,11,1,1,1,3,16,9,3,3,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,4,1,5,4,3,1,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,13,2,1,0,2,3,3,4,2,0,0,0,1,0
8 - Σερρών,447 E.T. Δήμου Σιντικής,574,253,6,2,8,245,66,16,3,3,23,8,10,21,9,110,27,22,70,31,4,1,14,1,4,0,0,2,0,1,0,20,7,0,1,3,0,16,3,3,12,0,1,0,1,6,8,0,0,4,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,13,3,1,3,1,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,6,4
8 - Σερρών,448 E.T. Δήμου Σιντικής,571,238,2,0,2,236,78,13,11,9,21,9,7,23,14,82,24,20,47,23,2,4,17,2,5,0,0,0,0,0,0,21,6,0,1,4,1,10,8,0,6,0,0,0,0,3,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,2,4,3,2,4,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,3,0,1,2,0,0,2,0,0,0,5,0
8 - Σερρών,449 E.T. Δήμου Σιντικής,574,267,6,2,8,259,71,9,13,7,14,18,10,28,8,101,42,10,54,25,10,6,21,1,6,1,1,1,1,0,0,23,9,1,1,5,0,13,9,1,6,1,1,0,0,4,3,1,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,1,3,3,5,8,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,16,4,5,0,3,7,5,0,0,0,0,0,6,0
8 - Σερρών,450 E.T. Δήμου Σιντικής,564,251,5,0,5,246,76,16,10,7,24,12,6,29,8,122,48,21,72,29,7,2,24,1,1,0,0,0,1,0,1,16,5,0,0,4,0,7,8,0,3,0,0,0,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,2,1,0,1,2,0,0,0,0,0,5,0
8 - Σερρών,451 E.T. Δήμου Σιντικής,574,229,5,1,6,223,64,18,4,9,20,7,2,19,11,84,29,10,42,30,2,1,15,2,4,2,1,1,1,2,0,19,6,0,0,3,1,10,4,0,8,1,0,1,1,4,4,2,0,3,0,0,0,0,0,0,1,0,0,1,0,0,23,0,0,0,0,0,0,0,5,6,1,2,2,0,7,2,0,0,0,0,0,2,1,2,1,0,0,0,0,9,2,4,0,1,2,0,0,1,1,0,1,5,4
8 - Σερρών,452 E.T. Δήμου Σιντικής,388,158,4,0,4,154,25,7,1,1,2,8,2,5,2,81,28,20,52,12,7,0,20,1,4,0,0,0,0,0,0,14,1,0,0,1,2,10,6,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,2,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,3,0,0,6,2,0,1,0,0,0,3,0
8 - Σερρών,453 E.T. Δήμου Σιντικής,575,227,4,4,8,219,49,8,2,1,13,6,6,5,8,105,30,3,39,30,9,5,36,2,13,7,2,1,1,1,1,9,1,0,0,0,1,6,0,1,3,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,4,3,2,2,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,5,2,1,0,0,0,0,2,2,0,0,0,1,0
8 - Σερρών,454 E.T. Δήμου Σιντικής,578,265,2,1,3,262,31,8,4,3,7,7,4,4,6,173,75,14,77,28,9,1,62,3,11,2,0,4,1,3,0,16,1,0,0,7,0,9,1,0,3,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,1,1,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,4,0,0,0,2,0
8 - Σερρών,455 E.T. Δήμου Σιντικής,578,241,3,1,4,237,43,9,4,3,6,4,10,7,9,123,49,4,59,15,3,6,58,1,9,0,0,0,0,0,0,7,1,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,12,9,8,7,1,5,8,0,0,0,0,0,7,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,3,0
8 - Σερρών,456 E.T. Δήμου Σιντικής,406,191,1,1,2,189,37,8,6,1,7,6,1,5,16,79,35,5,38,16,1,1,23,1,7,3,2,1,3,0,1,12,1,0,0,1,1,8,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,2,34,0,0,0,1,0,2,0,0,0,1,0
8 - Σερρών,457 E.T. Δήμου Σιντικής,466,214,0,2,2,212,52,14,7,2,9,3,6,2,29,111,38,1,48,19,5,5,36,1,5,1,0,0,0,0,0,7,0,0,0,0,0,3,3,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21,1,20,0,0,0,0,1,1,0,0,0,2,0
8 - Σερρών,458 E.T. Δήμου Σιντικής,563,234,4,4,8,226,68,22,4,5,14,20,10,6,8,87,26,13,37,21,10,2,17,2,13,7,7,2,1,2,0,14,6,1,1,4,1,9,0,1,3,1,0,0,0,2,1,0,0,7,0,0,1,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,6,4,5,3,5,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,6,1,3,0,0,1,1,0,6,1,1,0,2,1
8 - Σερρών,459 E.T. Δήμου Σιντικής,560,228,1,3,4,224,64,14,2,5,18,24,9,10,5,72,30,8,39,19,4,0,8,4,9,2,0,5,2,0,0,22,11,1,0,7,0,9,5,0,8,1,0,1,0,2,2,0,0,5,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,19,6,2,4,3,5,0,5,2,1,0,0,0,0,2,1,0,1,0,1,0,0,13,0,9,0,0,3,0,0,3,0,0,0,3,1
8 - Σερρών,460 E.T. Δήμου Σιντικής,560,180,4,0,4,176,46,16,5,8,11,9,5,9,3,72,18,12,30,16,12,0,22,2,8,5,1,2,0,2,0,19,9,0,0,1,5,7,3,1,3,0,0,0,1,2,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,12,2,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,2,0,1,1,7,5
8 - Σερρών,461 E.T. Δήμου Σιντικής,559,227,3,2,5,222,60,15,1,7,21,18,5,18,6,88,33,8,56,26,11,1,26,3,7,0,0,0,0,0,0,27,14,2,0,4,1,22,6,0,8,0,0,0,1,6,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,2,5,4,0,5,1,0,0,0,0,0,1,0,0,0,0,2,0,0,4,2,2,0,0,0,1,0,2,0,0,0,3,0
8 - Σερρών,462 E.T. Δήμου Σιντικής,559,205,4,1,5,200,77,19,2,1,23,26,4,17,10,81,28,13,59,15,6,3,26,1,3,0,0,0,0,0,0,13,8,1,0,3,0,3,5,1,3,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,3,0,1,3,0,0,0,0,0,0,2,0
8 - Σερρών,463 E.T. Δήμου Σιντικής,560,237,2,0,2,235,60,15,3,4,15,12,7,9,8,113,45,12,32,32,11,5,42,1,2,0,1,1,0,0,0,14,4,0,1,1,1,7,4,1,3,0,1,0,0,1,0,0,0,11,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,5,1,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,0,4,0,1,1,1,0,1,5,3
8 - Σερρών,464 E.T. Δήμου Σιντικής,561,200,2,0,2,198,62,20,3,6,19,22,8,14,5,81,34,9,39,29,7,2,21,2,4,1,3,1,1,0,0,12,6,0,0,2,0,5,3,1,4,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,7,3,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,3,3,0,1,3,2,2,3,0,0,0,4,0
8 - Σερρών,465 E.T. Δήμου Σιντικής,556,213,5,3,8,205,45,15,2,2,9,6,10,14,5,94,32,11,37,26,13,3,36,0,7,0,0,0,0,0,0,23,14,0,0,5,1,8,5,1,5,1,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,5,0,4,3,1,2,3,0,0,0,5,0
8 - Σερρών,466 E.T. Δήμου Σιντικής,553,231,5,3,8,223,64,12,3,3,12,19,9,13,8,97,33,10,43,25,10,0,32,2,6,3,0,1,1,2,0,15,7,1,0,2,1,9,2,0,6,0,1,0,1,3,2,1,0,4,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,5,0,3,0,0,0,1,2,0,0,0,0,0,4,1,1,0,2,2,1,1,8,2,1,0,0,2,1,0,2,1,0,0,4,1
8 - Σερρών,467 E.T. Δήμου Σιντικής,556,189,3,2,5,184,38,15,3,3,14,8,3,3,3,88,32,6,41,22,17,4,24,2,6,1,1,2,2,2,1,8,3,0,0,1,2,4,4,0,14,1,1,4,0,8,3,3,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,2,10,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,1,0,0,5,2,0,1,0,1,1,1,0
8 - Σερρών,468 E.T. Δήμου Σιντικής,560,160,3,0,3,157,52,19,0,2,17,12,9,4,5,55,29,3,23,13,1,1,14,1,5,3,2,2,0,1,0,15,6,0,0,4,0,5,1,0,7,1,0,0,0,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,4,0,0,2,1,0,1,0,0,0,1,0
8 - Σερρών,469 E.T. Δήμου Σιντικής,559,267,1,0,1,266,73,29,1,5,16,17,6,12,11,120,42,8,59,32,12,4,39,3,5,0,0,0,0,0,0,16,10,0,0,4,1,5,2,0,17,0,1,0,3,9,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,2,4,1,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,5,1,0,1,0,0,0,3,0
8 - Σερρών,470 E.T. Δήμου Σιντικής,560,227,5,2,7,220,54,16,3,6,12,4,9,9,3,105,33,9,57,19,14,1,25,4,7,3,1,1,1,0,1,9,3,0,0,2,0,4,3,0,8,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,5,3,0,3,4,0,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,6,1,3,0,0,2,2,0,2,0,0,0,4,0
8 - Σερρών,471 E.T. Δήμου Σιντικής,568,248,2,3,5,243,54,14,1,5,11,14,6,11,3,98,46,13,47,19,17,1,21,2,9,5,4,2,0,2,1,32,10,2,1,7,5,16,2,2,6,2,0,0,1,2,0,2,0,8,5,1,1,0,4,3,0,0,2,0,0,0,1,0,0,0,0,1,1,9,3,5,1,1,1,2,1,1,0,0,0,0,0,4,0,0,0,3,1,1,1,14,5,4,0,0,7,0,0,3,2,0,0,2,1
