ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΟΥΤΣΗΣ ΙΩΑΝΝΗΣ του Αποστόλου,ΘΕΛΕΡΙΤΗ ΜΑΡΙΑ του Παναγιώτη,ΠΕΤΡΟΥ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΤΣΟΓΚΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΦΙΛΙΠΠΑΚΗ ΣΟΦΙΑ του Ανδρέα,ΨΥΧΟΓΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΑΡΑ ΣΟΦΙΑ του Παναγιώτη,ΔΗΜΑΣ ΧΡΙΣΤΟΣ του Σταύρου,ΚΟΛΛΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ταξιάρχου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ του Ιωάννη,ΣΟΥΚΟΥΛΗ-ΒΙΛΙΑΛΗ ΜΑΡΙΑ ΕΛΕΝΗ (ΜΑΡΙΛΕΝΑ) του Δημητρίου,ΤΑΓΑΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΑΝΔΡΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΑΡΓΥΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Δημητρίου,ΜΑΡΚΕΛΛΟΣ ΣΤΥΛΙΑΝΟΣ του Αναστασίου,ΣΕΪΤΑΝΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΣΙΟΓΚΑ ΠΑΡΑΣΚΕΥΗ του Αθανασίου,Κίνημα Αλλαγής,ΑΝΔΡΕΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΓΚΙΛΙΤΣΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΔΗΜΑ ΜΑΡΓΑΡΙΤΑ του Νικολάου,ΣΠΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανέστη,ΦΑΡΜΑΚΗ-ΓΚΕΚΗ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΧΑΝΙΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,Κ.Κ.Ε.,ΑΛΩΝΙΣΤΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Αντωνίου,ΚΑΖΑΚΟΠΟΥΛΟΥ ΑΝΘΙΠΠΗ του Αργυρίου,ΚΕΛΛΑΡΗΣ ΙΩΑΝΝΗΣ του Γερασίμου,ΛΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΜΠΟΖΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΤΖΕΚΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,Ένωση Κεντρώων,ΜΑΡΑ ΑΝΝΑ του Νίκο,ΜΠΟΥΛΟΓΕΩΡΓΟΣ ΑΘΑΝΑΣΙΟΣ του Αριστείδη,ΤΟΜΑΡΑΣ ΑΘΑΝΑΣΙΟΣ του Μιλτιάδη,Ο.Κ.Δ.Ε.,ΕΡΗΜΑΚΗ ΑΝΑΣΤΑΣΙΑ του Βλασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΧΑΡΙΛΑΟΣ του Παναγή,Ελλήνων Συνέλευσις,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΗΛΙΑΣ του Νικολάου,ΚΑΝΕΛΛΟΥ ΕΙΡΗΝΗ του Ηλία,ΜΑΛΛΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΠΑΡΛΑΜΠΑ ΕΛΕΝΗ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΒΑΛΣΑΜΗ ΗΛΙΑΝΑ του Παύλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΕΛΕΝΗ του Βασιλείου,ΚΑΛΑΡΑΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΕΛΛΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΜΑΥΡΙΑΣ ΜΑΡΚΟΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΜΑΡΓΑΡΙΤΑ του Ιωάννη,ΠΑΠΑΧΡΗΣΤΟΥ ΜΙΧΑΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΚΑΜΑΡΕΤΣΟΥ ΜΑΡΙΑΝΑ του Λουδοβίκου,ΣΠΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα,Μ-Λ Κ.Κ.Ε.,ΣΠΥΡΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Παναγιώτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΕΤΑΣ ΑΘΑΝΑΣΙΟΣ του Φωτίου,ΓΙΑΚΙΜΤΣΟΥΚΗΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΚΑΛΛΙΑΝΙΩΤΗ ΠΕΤΡΟΥΛΑ του Γεωργίου,ΚΑΤΕΜΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Δημητρίου,Λαϊκή Ενότητα,ΡΙΣΚΑ ΜΑΡΙΑΝΘΗ (ΜΑΙΡΗ) του Δημητρίου,ΤΣΑΚΟΥΜΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΤΣΟΥΚΑΛΑΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΒΑΣΙΛΑΚΟΠΟΥΛΟΣ ΘΕΟΔΩΡΟΣ του Βασιλείου,ΒΟΥΖΟΥΝΑΡΑΣ ΔΗΜΗΤΡΙΟΣ του Μιλτιάδου,ΔΗΜΗΤΡΙΑΔΗ ΜΑΡΙΑ του Αναστασίου,ΚΑΝΕΛΛΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΚΟΣ) του Δημητρίου,ΚΥΡΙΑΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΠΙΝΙΚΗ του Χαράλαμπου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Αναστασίου,ΚΑΨΟΥΡΟΥ ΜΑΡΙΑ του Ιωάννη,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΣΤΑΜΟΥ ΣΠΥΡΙΔΩΝ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ του Αθανασίου,Ανεξάρτητοι Υποψήφιοι,ΘΕΟΔΟΣΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ του Μιλτιάδη
43 - Κορινθίας,47 E.T. Δήμου Κορινθίων,490,274,4,1,5,269,79,12,22,8,17,11,20,120,34,32,35,13,24,27,15,3,2,9,1,3,26,4,5,6,1,10,9,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1,0,5,1,2,0,0,0,2,2,0,0,0
43 - Κορινθίας,48 E.T. Δήμου Κορινθίων,500,331,2,4,6,325,91,6,18,5,24,15,24,135,25,61,30,17,44,34,5,1,3,1,1,1,29,12,10,4,2,11,4,5,0,0,0,0,0,1,3,2,0,0,0,0,2,1,0,0,0,0,0,0,0,25,12,8,2,6,5,4,0,0,0,0,0,4,2,1,1,2,0,0,0,0,17,4,1,2,2,3,3,3,1,1,0,1,6,3,0,0
43 - Κορινθίας,49 E.T. Δήμου Κορινθίων,480,282,2,4,6,276,81,7,19,5,18,16,18,113,24,51,27,15,37,30,12,0,0,0,0,0,30,9,13,3,0,13,3,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,2,1,0,2,0,1,0,0,2,1,1,0,1,0,0,0,0,13,1,1,1,0,5,0,1,0,0,0,0,6,2,0,0
43 - Κορινθίας,50 E.T. Δήμου Κορινθίων,430,268,4,2,6,262,72,12,20,11,8,10,13,97,25,43,31,8,16,22,10,4,4,5,2,1,27,13,8,4,0,10,2,14,0,1,2,0,1,5,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,12,4,3,8,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16,4,1,8,3,0,4,1,0,0,0,0,4,3,0,0
43 - Κορινθίας,51 E.T. Δήμου Κορινθίων,430,221,4,0,4,217,54,6,19,3,12,10,19,97,31,52,15,10,15,29,17,3,0,12,3,1,19,3,8,3,1,4,3,6,2,0,0,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,7,4,0,3,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,10,2,0,3,2,2,2,1,1,0,0,1,3,1,0,0
43 - Κορινθίας,52 E.T. Δήμου Κορινθίων,420,263,1,0,1,262,98,13,29,9,25,12,28,99,19,34,23,3,28,32,6,1,0,0,0,0,10,3,3,2,2,3,0,9,0,1,3,0,0,3,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,14,7,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,4,0,5,0,0,2,3,0,1,0,0,3,2,0,0
43 - Κορινθίας,53 E.T. Δήμου Κορινθίων,450,282,4,2,6,276,111,20,30,3,39,12,29,90,11,41,44,11,34,20,5,1,0,4,1,1,23,5,7,4,1,3,2,5,0,1,1,0,1,0,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,4,0,4,1,1,1,2,0,0,1,0,10,3,0,0
43 - Κορινθίας,54 E.T. Δήμου Κορινθίων,450,260,6,2,8,252,93,12,27,6,21,11,32,97,11,29,40,9,24,31,11,1,4,4,0,0,18,2,6,3,7,5,0,5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,1,0,0,0,0,0,0,3,1,1,0,2,1,1,0,1,5,2,3,0,0,0,1,5,1,0,2,2,7,7,0,0
43 - Κορινθίας,55 E.T. Δήμου Κορινθίων,460,229,3,2,5,224,96,8,26,10,35,11,13,71,7,25,33,3,14,14,8,3,1,1,2,3,16,6,6,3,1,8,1,8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,2,2,6,0,0,3,0,0,0,0,0,4,1,0,0
43 - Κορινθίας,56 E.T. Δήμου Κορινθίων,460,263,2,3,5,258,73,4,21,7,17,7,12,114,8,37,32,18,35,34,12,0,2,7,3,2,19,4,7,0,0,5,1,10,4,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,2,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,16,3,2,3,0,2,2,2,0,0,0,0,2,0,0,0
43 - Κορινθίας,57 E.T. Δήμου Κορινθίων,484,282,1,5,6,276,108,17,24,2,41,10,24,103,13,36,38,3,66,20,9,1,3,3,2,0,16,7,10,2,0,2,2,7,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,3,1,2,3,0,0,0,0,0,4,1,0,1,1,0,0,0,0,12,0,0,4,2,0,2,1,0,0,0,0,4,2,0,0
43 - Κορινθίας,58 E.T. Δήμου Κορινθίων,530,337,4,1,5,332,111,20,38,8,23,18,32,135,8,59,33,19,53,33,29,9,8,15,3,4,26,8,10,6,2,13,1,5,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,13,4,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,1,3,0,0,0,0,0,5,4,0,0
43 - Κορινθίας,59 E.T. Δήμου Κορινθίων,530,286,1,0,1,285,113,15,37,1,18,8,33,107,14,49,26,4,31,30,14,3,2,8,1,1,15,7,3,0,1,8,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,1,2,1,0,0,0,2,1,2,0,0,1,0,0,0,0,0,13,4,0,1,0,8,4,3,0,1,1,1,4,4,0,0
43 - Κορινθίας,60 E.T. Δήμου Κορινθίων,510,271,6,4,10,261,90,7,37,8,19,11,32,96,13,47,28,23,25,18,6,3,1,5,1,1,28,8,7,2,1,13,5,7,0,2,1,3,0,4,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,9,4,3,2,2,4,1,1,0,0,0,0,1,1,0,0,1,2,1,0,1,10,1,1,2,1,4,3,4,0,0,1,1,2,1,0,0
43 - Κορινθίας,61 E.T. Δήμου Κορινθίων,523,313,11,1,12,301,126,13,65,7,13,11,62,109,20,42,28,17,37,33,12,3,2,5,0,0,20,4,9,3,1,9,1,6,1,1,2,1,1,4,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,9,5,2,0,0,0,2,0,0,0,1,0,5,2,1,2,2,0,0,0,0,4,1,1,1,0,0,0,3,0,0,0,0,3,2,0,0
43 - Κορινθίας,62 E.T. Δήμου Κορινθίων,540,321,3,1,4,317,137,30,29,9,50,24,43,102,21,37,53,9,40,36,9,1,2,7,1,1,13,5,6,0,0,2,1,14,9,3,1,0,0,12,5,0,2,3,0,0,2,0,1,0,0,1,0,0,0,12,6,2,0,2,4,2,0,0,0,1,0,2,0,1,0,2,1,1,0,0,14,4,3,3,1,2,0,1,1,0,0,0,3,3,0,0
43 - Κορινθίας,63 E.T. Δήμου Κορινθίων,540,325,5,3,8,317,111,13,28,7,45,18,36,130,17,56,24,17,53,38,7,0,1,5,2,0,21,11,5,2,1,8,2,7,3,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1,0,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,10,1,0,3,2,0,1,6,0,1,0,0,10,5,0,0
43 - Κορινθίας,64 E.T. Δήμου Κορινθίων,540,350,6,3,9,341,121,16,37,4,48,17,22,138,19,65,20,18,50,41,13,3,0,6,3,2,20,4,12,0,1,9,2,10,4,4,1,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5,3,2,0,4,0,0,0,0,0,2,0,0,0,0,2,1,0,1,10,2,0,6,0,0,1,3,2,1,0,1,4,3,0,0
43 - Κορινθίας,65 E.T. Δήμου Κορινθίων,540,332,8,1,9,323,100,12,29,4,30,14,24,140,24,57,22,29,54,33,15,2,8,5,4,4,31,8,8,5,0,13,5,6,2,1,1,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,13,3,3,4,1,2,1,2,1,0,0,0,4,1,0,0
43 - Κορινθίας,66 E.T. Δήμου Κορινθίων,540,319,3,3,6,313,80,24,11,5,29,4,18,155,29,74,34,28,44,34,11,5,0,5,1,0,17,4,6,5,1,6,1,10,2,1,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,3,2,0,1,3,0,0,0,0,0,1,0,0,0,0,4,1,1,2,20,3,1,5,1,3,2,5,3,1,0,2,2,0,0,0
43 - Κορινθίας,67 E.T. Δήμου Κορινθίων,540,341,3,3,6,335,98,14,21,9,33,12,22,146,24,66,32,21,52,30,7,0,1,4,3,0,23,5,7,2,3,11,3,11,3,2,1,0,0,7,6,4,1,2,0,0,4,1,1,0,1,1,0,0,0,9,2,1,1,0,4,2,0,0,0,0,0,3,1,0,0,2,0,0,0,0,18,5,1,7,2,2,3,0,0,0,0,0,9,2,0,0
43 - Κορινθίας,68 E.T. Δήμου Κορινθίων,540,369,5,4,9,360,112,13,22,7,45,16,30,140,21,69,28,15,42,40,11,1,3,8,1,1,27,5,6,9,1,11,8,14,4,2,0,1,0,5,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,19,3,6,0,2,8,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,5,2,7,0,2,3,6,0,0,0,1,8,3,0,0
43 - Κορινθίας,69 E.T. Δήμου Κορινθίων,540,350,7,4,11,339,109,15,32,10,43,17,35,140,16,53,29,21,56,34,11,4,2,6,1,2,35,8,16,10,4,9,2,9,2,1,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,3,2,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,12,3,0,2,1,0,2,3,0,0,0,0,3,2,0,0
43 - Κορινθίας,70 E.T. Δήμου Κορινθίων,550,345,13,2,15,330,90,17,31,2,36,8,25,138,16,49,33,20,56,29,7,1,0,4,1,0,27,12,11,6,0,8,0,18,0,7,0,0,0,8,5,3,2,0,0,0,1,0,1,1,0,1,0,0,0,7,3,4,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,19,4,0,8,2,1,3,5,2,1,3,0,7,5,0,0
43 - Κορινθίας,71 E.T. Δήμου Κορινθίων,540,340,5,2,7,333,93,10,18,3,44,12,23,144,18,70,27,19,45,43,4,2,0,1,1,3,27,7,7,2,1,13,6,15,5,1,0,3,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,5,1,3,2,0,0,0,0,0,3,0,0,0,2,1,1,0,1,14,4,1,6,0,1,0,4,0,1,0,0,8,7,0,0
43 - Κορινθίας,72 E.T. Δήμου Κορινθίων,540,335,3,2,5,330,119,26,20,3,40,8,39,113,22,39,32,7,42,26,14,3,2,8,4,1,21,8,5,2,1,5,1,6,2,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,2,9,1,1,7,4,2,1,0,1,16,7,0,0
43 - Κορινθίας,73 E.T. Δήμου Κορινθίων,540,317,1,2,3,314,99,16,21,7,27,14,29,132,27,51,38,22,41,34,15,3,3,12,2,2,16,7,7,1,3,3,1,12,4,2,1,0,0,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,2,2,2,2,0,0,0,0,0,3,0,0,2,1,1,0,0,1,16,6,1,5,0,1,4,2,0,1,1,1,2,2,0,0
43 - Κορινθίας,74 E.T. Δήμου Κορινθίων,540,333,4,1,5,328,109,24,25,7,41,15,36,126,17,49,26,14,42,40,6,1,1,2,2,1,31,9,9,4,1,16,1,11,2,2,0,0,0,4,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,8,1,1,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,17,5,1,3,1,1,1,4,0,1,2,0,12,10,0,0
43 - Κορινθίας,75 E.T. Δήμου Κορινθίων,540,318,4,3,7,311,97,21,29,9,30,21,30,124,22,54,33,20,43,36,6,2,1,5,2,0,28,10,7,3,5,12,7,13,2,2,1,1,1,4,2,1,1,0,0,0,1,0,2,1,2,1,0,0,0,12,5,2,2,0,5,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,15,1,0,5,0,1,4,6,2,0,1,1,2,1,0,0
43 - Κορινθίας,76 E.T. Δήμου Κορινθίων,540,352,8,1,9,343,83,9,21,5,30,11,25,152,24,53,29,22,45,62,8,1,1,2,1,0,34,11,16,5,2,14,2,5,1,0,2,0,0,4,11,5,1,4,0,0,2,0,4,1,4,3,0,0,0,11,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,2,6,2,4,3,5,1,1,0,2,7,4,0,0
43 - Κορινθίας,77 E.T. Δήμου Κορινθίων,540,304,1,3,4,300,93,13,24,7,35,14,29,140,11,69,24,19,52,42,15,1,5,13,0,1,14,5,6,2,3,3,2,7,3,2,0,0,0,5,3,0,2,2,0,0,0,0,0,0,0,0,0,1,0,9,3,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,4,0,0,1,3,1,1,1,0,6,2,0,0
43 - Κορινθίας,78 E.T. Δήμου Κορινθίων,540,314,7,2,9,305,102,18,34,6,45,16,24,129,20,49,30,18,46,49,9,0,1,7,2,3,17,7,6,2,2,6,1,13,2,3,2,2,1,3,8,4,5,4,0,0,3,1,0,0,0,0,0,0,0,12,2,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,3,1,0,2,0,0,0,0,0,4,2,0,0
43 - Κορινθίας,79 E.T. Δήμου Κορινθίων,530,362,10,1,11,351,105,15,17,11,34,16,25,144,23,77,28,18,46,40,11,2,0,8,3,2,31,10,19,6,2,3,4,6,1,1,0,0,0,1,8,5,3,3,0,0,1,1,2,0,1,0,0,0,0,18,2,2,6,0,6,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,12,2,0,3,2,1,0,3,1,0,2,1,9,7,0,0
43 - Κορινθίας,80 E.T. Δήμου Κορινθίων,540,335,10,0,10,325,114,14,22,8,41,12,33,136,24,55,33,16,44,38,3,0,0,3,0,0,14,5,1,4,2,4,4,8,0,3,0,1,1,5,6,1,1,0,0,0,2,1,0,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,22,6,0,7,0,4,2,5,2,1,1,1,5,1,0,0
43 - Κορινθίας,81 E.T. Δήμου Κορινθίων,540,310,6,4,10,300,90,11,26,5,29,15,17,126,14,45,20,11,51,40,12,2,2,7,3,3,22,6,10,5,2,2,1,8,2,0,1,1,0,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,13,6,3,3,1,3,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,21,3,0,6,1,2,4,2,0,0,0,1,1,1,0,0
43 - Κορινθίας,82 E.T. Δήμου Κορινθίων,540,325,3,4,7,318,96,12,23,2,28,18,24,130,16,58,34,22,41,29,7,0,1,4,0,1,26,11,10,6,2,10,2,9,2,2,0,0,0,4,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,16,7,5,1,0,4,2,0,0,0,0,0,4,1,0,1,2,5,1,1,0,14,5,0,8,1,1,2,1,0,0,0,0,5,3,0,0
43 - Κορινθίας,83 E.T. Δήμου Κορινθίων,540,348,5,2,7,341,105,11,21,6,40,11,28,138,29,67,26,20,51,23,14,0,1,9,1,0,22,3,4,6,1,10,1,13,6,2,2,1,0,9,6,1,2,2,0,0,0,0,1,0,0,0,0,0,0,12,5,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,15,4,0,2,4,2,0,2,0,0,0,0,11,8,0,0
43 - Κορινθίας,84 E.T. Δήμου Κορινθίων,540,337,2,2,4,333,89,6,28,1,42,9,30,157,22,61,36,23,73,30,7,1,2,6,0,0,35,18,10,4,2,12,2,5,5,0,0,0,0,3,3,1,1,1,0,0,2,2,0,0,0,0,0,0,0,11,4,5,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,1,1,1,18,1,1,7,0,1,5,1,0,0,0,0,3,3,0,0
43 - Κορινθίας,85 E.T. Δήμου Κορινθίων,540,341,2,4,6,335,123,19,24,6,37,14,27,117,31,43,28,27,29,25,13,0,2,7,1,2,24,9,13,2,3,6,3,5,2,3,0,0,0,4,4,2,0,2,0,0,3,1,2,2,1,0,0,1,1,11,2,2,2,1,0,4,1,0,0,0,0,1,0,0,0,1,3,1,0,1,19,7,3,7,1,1,0,1,1,0,0,0,7,3,0,0
43 - Κορινθίας,86 E.T. Δήμου Κορινθίων,540,342,4,1,5,337,123,21,29,11,35,10,47,146,19,65,21,15,54,45,6,1,1,5,2,1,15,3,4,2,2,6,2,9,1,2,1,0,0,2,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,8,1,1,0,2,4,3,0,0,0,0,0,2,1,0,1,2,1,0,0,0,17,4,1,8,0,1,3,0,0,0,0,0,5,0,0,0
43 - Κορινθίας,87 E.T. Δήμου Κορινθίων,530,332,5,1,6,326,97,9,22,3,39,14,23,139,19,50,38,21,60,38,20,3,1,16,4,1,23,5,12,1,3,6,6,11,7,1,1,0,1,4,5,2,1,3,0,0,1,0,0,0,0,0,0,1,0,9,2,2,2,0,3,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,15,6,2,5,3,0,5,1,0,0,0,0,2,2,0,0
43 - Κορινθίας,88 E.T. Δήμου Κορινθίων,540,322,4,6,10,312,91,11,27,6,33,10,21,136,21,51,33,10,59,28,4,0,0,0,0,0,24,8,13,3,0,3,1,14,1,3,1,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,4,0,1,4,2,0,0,0,0,0,5,1,1,1,0,0,0,0,0,11,6,2,3,3,1,1,1,0,0,0,0,8,4,0,0
43 - Κορινθίας,89 E.T. Δήμου Κορινθίων,550,344,3,1,4,340,100,20,27,4,34,14,27,152,25,50,32,20,63,40,11,2,0,8,2,2,21,6,13,2,0,7,1,10,1,3,1,0,0,7,6,2,2,1,0,0,0,0,0,0,0,0,0,1,0,8,4,0,2,0,2,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,17,5,0,7,1,0,5,2,1,0,0,1,9,4,0,0
43 - Κορινθίας,90 E.T. Δήμου Κορινθίων,550,350,2,2,4,346,112,15,30,7,43,12,24,130,19,56,27,7,46,43,20,3,2,6,6,2,34,14,13,5,1,11,2,13,6,0,1,0,1,9,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,11,4,0,0,2,1,1,0,0,0,0,0,3,2,0,0,1,3,0,2,0,11,3,1,4,1,0,1,2,0,0,0,0,2,1,0,0
43 - Κορινθίας,91 E.T. Δήμου Κορινθίων,530,331,6,6,12,319,137,17,21,8,56,9,26,103,10,73,25,20,39,39,14,3,3,10,2,2,21,6,9,2,2,9,2,10,5,1,2,1,1,4,6,3,2,1,0,0,0,0,3,2,1,2,1,0,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,2,1,5,0,0,3,0,0,0,0,0,9,3,0,0
43 - Κορινθίας,92 E.T. Δήμου Κορινθίων,538,337,5,3,8,329,95,11,31,4,29,13,32,140,23,59,33,22,37,43,10,3,1,5,2,0,27,7,13,3,5,8,1,4,2,0,0,0,0,2,10,3,1,3,0,0,1,1,0,0,0,0,0,0,0,5,1,2,0,1,1,1,0,0,0,0,0,3,1,1,1,1,4,0,1,0,17,6,1,9,1,1,4,5,2,0,1,0,8,5,0,0
43 - Κορινθίας,93 E.T. Δήμου Κορινθίων,550,343,4,0,4,339,103,22,26,11,40,15,29,134,15,53,26,17,50,47,11,2,1,4,0,1,24,9,14,1,1,13,1,13,7,3,1,0,1,7,8,1,1,2,0,0,1,0,0,0,0,0,0,0,0,16,8,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20,5,1,11,1,0,2,5,2,0,1,4,3,2,0,0
